Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.76,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.76,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.76,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.76,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.76,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.76,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.76,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.76,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.76,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.76,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.76,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.76,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.76,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.76,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.76,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.76,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.76,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.76,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.76,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.76,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.76,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.76,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.76,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.77,1,s,15,1.11,0.689,"rgb(226.0, 226.0, 255.0)"
0.77,3,s,12,0.91,1.0,"rgb(255.0, 232.0, 232.0)"
0.77,4,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.77,5,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,6,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.77,7,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,8,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,9,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,14,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,24,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,41,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,44,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,48,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,51,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.77,52,s,5,1.9,0.211,"rgb(24.0, 24.0, 255.0)"
0.77,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.77,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.77,57,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,58,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,59,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.77,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.77,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.77,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.77,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.77,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.77,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.77,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.77,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.77,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.77,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.77,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.77,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.77,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.77,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.77,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.77,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.77,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.77,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.77,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.77,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.77,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.77,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.77,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.77,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.77,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.77,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.77,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.77,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.77,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.78,1,s,14,0.95,1.0,"rgb(255.0, 242.0, 242.0)"
0.78,3,s,14,1.27,0.517,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.78,4,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.78,5,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,6,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.78,7,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,8,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,9,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,14,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,24,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,41,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,44,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,48,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,51,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.78,52,s,5,1.9,0.211,"rgb(24.0, 24.0, 255.0)"
0.78,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.78,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.78,57,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,58,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,59,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.78,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.78,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.78,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.78,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.78,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.78,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.78,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.78,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.78,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.78,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.78,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.78,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.78,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.78,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.78,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.78,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.78,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.78,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.78,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.78,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.78,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.78,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.78,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.78,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.78,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.78,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.78,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.78,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.78,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.79,1,s,7,0.51,0.453,"rgb(255.0, 130.0, 130.0)"
0.79,3,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.79,4,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,5,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,6,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.79,7,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,8,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,9,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,14,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,24,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,41,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,44,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,48,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,51,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.79,52,s,5,1.9,0.211,"rgb(24.0, 24.0, 255.0)"
0.79,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.79,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.79,57,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,58,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,59,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.79,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.79,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.79,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.79,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.79,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.79,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.79,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.79,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.79,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.79,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.79,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.79,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.79,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.79,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.79,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.79,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.79,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.79,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.79,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.79,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.79,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.79,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.79,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.79,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.79,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.79,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.79,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.79,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.79,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.8,1,s,8,0.76,1.0,"rgb(255.0, 194.0, 194.0)"
0.8,3,s,9,0.63,0.642,"rgb(255.0, 160.0, 160.0)"
0.8,4,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.8,5,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.8,6,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.8,7,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,9,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,14,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,24,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,41,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,44,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,48,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.8,51,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.8,52,s,5,1.9,0.211,"rgb(24.0, 24.0, 255.0)"
0.8,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.8,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.8,57,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.8,58,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.8,59,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.8,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.8,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.8,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.8,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.8,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.8,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.8,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.8,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.8,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.8,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.8,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.8,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.8,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.8,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.8,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.8,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.8,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.8,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.8,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.8,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.8,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.8,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.8,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.8,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.8,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.8,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.8,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.8,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.8,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.8,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.8,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.8,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.8,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.8,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.81,1,s,5,0.85,1.0,"rgb(255.0, 216.0, 216.0)"
0.81,3,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.81,5,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,6,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.81,7,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,9,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,14,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,24,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,41,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,44,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,48,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.81,51,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.81,52,s,5,1.9,0.211,"rgb(24.0, 24.0, 255.0)"
0.81,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.81,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.81,57,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.81,58,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.81,59,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.81,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.81,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.81,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.81,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.81,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.81,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.81,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.81,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.81,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.81,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.81,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.81,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.81,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.81,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.81,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.81,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.81,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.81,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.81,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.81,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.81,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.81,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.81,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.81,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.81,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.81,91,s,11,0.13,0.00657,"rgb(255.0, 32.0, 32.0)"
0.81,92,s,12,0.25,0.0304,"rgb(255.0, 64.0, 64.0)"
0.81,93,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.81,94,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.81,95,s,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.81,96,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.81,97,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.81,98,s,16,0.29,0.0177,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.81,99,s,19,0.07,2.43e-05,"rgb(255.0, 16.0, 16.0)"
0.82,1,s,5,0.85,1.0,"rgb(255.0, 216.0, 216.0)"
0.82,3,s,5,0.32,0.389,"rgb(255.0, 80.0, 80.0)"
0.82,5,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,6,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.82,7,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,9,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,14,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,24,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,41,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,44,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,48,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.82,51,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.82,52,s,5,1.9,0.211,"rgb(24.0, 24.0, 255.0)"
0.82,54,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.82,56,s,2,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.82,57,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.82,58,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.82,59,s,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.82,61,s,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.82,62,s,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.82,63,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.82,64,s,1,inf,0.0,"rgb(0.0, 0.0, 255.0)"
0.82,65,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.82,67,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,68,s,9,0.36,0.194,"rgb(255.0, 92.0, 92.0)"
0.82,69,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,70,s,6,0.63,0.777,"rgb(255.0, 160.0, 160.0)"
0.82,71,s,3,2.54,0.187,"rgb(0.0, 0.0, 255.0)"
0.82,72,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.82,73,s,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.82,74,s,4,0.42,0.737,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.82,76,s,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.82,78,s,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.82,79,s,11,0.72,0.671,"rgb(255.0, 184.0, 184.0)"
0.82,80,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.82,81,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.82,82,s,4,3.8,0.0458,"rgb(0.0, 0.0, 255.0)"
0.82,83,s,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.82,84,s,8,2.11,0.0917,"rgb(0.0, 0.0, 255.0)"
0.82,85,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.82,86,s,2,1.27,0.546,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.82,87,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.82,88,s,10,0.14,0.0131,"rgb(255.0, 34.0, 34.0)"
0.82,89,s,15,0.09,0.000402,"rgb(255.0, 22.0, 22.0)"
0.82,90,s,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
