Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.14,59,s,105,0.81,0.204,"rgb(255.0, 206.0, 206.0)"
0.14,60,s,94,0.59,0.00241,"rgb(255.0, 150.0, 150.0)"
0.14,61,s,100,0.74,0.0754,"rgb(255.0, 188.0, 188.0)"
0.14,62,s,102,0.72,0.0498,"rgb(255.0, 184.0, 184.0)"
0.14,63,s,94,0.98,1.0,"rgb(255.0, 250.0, 250.0)"
0.14,64,s,104,0.62,0.00296,"rgb(255.0, 158.0, 158.0)"
0.14,65,s,84,0.3,2.94e-09,"rgb(255.0, 76.0, 76.0)"
0.14,67,s,100,0.71,0.0407,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.14,68,s,81,0.75,0.114,"rgb(255.0, 192.0, 192.0)"
0.14,69,s,62,0.92,0.778,"rgb(255.0, 234.0, 234.0)"
0.14,70,s,76,1.41,0.0379,"rgb(150.00000000000006, 150.00000000000006, 255.0)"
0.14,71,s,88,1.01,0.936,"rgb(252.0, 252.0, 255.0)"
0.14,72,s,61,1.15,0.425,"rgb(216.0, 216.0, 255.0)"
0.14,73,s,63,0.51,0.00181,"rgb(255.0, 130.0, 130.0)"
0.14,74,s,70,0.44,8.56e-05,"rgb(255.0, 112.0, 112.0)"
0.14,75,s,74,1.2,0.272,"rgb(204.0, 204.0, 255.0)"
0.14,76,s,75,1.53,0.00892,"rgb(120.0, 120.0, 255.0)"
0.14,77,s,130,1.39,0.00972,"rgb(156.0, 156.0, 255.0)"
0.14,78,s,81,0.63,0.014,"rgb(255.0, 160.0, 160.0)"
0.14,79,s,91,0.45,1.32e-05,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.14,80,s,69,0.45,0.00014,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.14,81,s,91,1.62,0.00126,"rgb(96.0, 96.0, 255.0)"
0.14,82,s,53,0.41,0.000332,"rgb(255.0, 104.0, 104.0)"
0.14,83,s,107,0.89,0.477,"rgb(255.0, 226.0, 226.0)"
0.14,84,s,56,0.88,0.624,"rgb(255.0, 224.0, 224.0)"
0.14,85,s,54,0.75,0.209,"rgb(255.0, 192.0, 192.0)"
0.14,86,s,63,1.58,0.0101,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.14,87,s,95,1.47,0.00826,"rgb(134.0, 134.0, 255.0)"
0.14,88,s,66,0.59,0.0116,"rgb(255.0, 150.0, 150.0)"
0.14,89,s,99,0.3,1.31e-10,"rgb(255.0, 76.0, 76.0)"
0.14,90,s,76,0.21,2.59e-11,"rgb(255.0, 52.0, 52.0)"
0.14,91,s,37,0.11,1.84e-08,"rgb(255.0, 28.0, 28.0)"
0.14,92,s,42,0.21,7.64e-07,"rgb(255.0, 52.0, 52.0)"
0.14,93,s,78,0.47,9.78e-05,"rgb(255.0, 120.0, 120.0)"
0.14,94,s,55,0.39,0.000118,"rgb(255.0, 97.99999999999999, 97.99999999999999)"
0.14,95,s,41,0.14,1.5e-08,"rgb(255.0, 34.0, 34.0)"
0.14,96,s,37,0.15,2.14e-07,"rgb(255.0, 38.0, 38.0)"
0.14,97,s,37,0.3,0.000121,"rgb(255.0, 76.0, 76.0)"
0.14,98,s,42,0.35,0.000248,"rgb(255.0, 88.0, 88.0)"
0.14,99,s,69,0.32,4.12e-07,"rgb(255.0, 80.0, 80.0)"
0.15,1,s,1299,0.82,6.11e-06,"rgb(255.0, 208.0, 208.0)"
0.15,3,s,558,0.92,0.22,"rgb(255.0, 234.0, 234.0)"
0.15,4,s,262,0.7,0.000263,"rgb(255.0, 178.0, 178.0)"
0.15,5,s,288,0.76,0.00366,"rgb(255.0, 194.0, 194.0)"
0.15,6,s,327,0.88,0.144,"rgb(255.0, 224.0, 224.0)"
0.15,7,s,339,0.57,2.4e-10,"rgb(255.0, 144.0, 144.0)"
0.15,8,s,377,0.7,1.33e-05,"rgb(255.0, 178.0, 178.0)"
0.15,9,s,435,0.8,0.00262,"rgb(255.0, 204.0, 204.0)"
0.15,10,s,418,0.85,0.0382,"rgb(255.0, 216.0, 216.0)"
0.15,12,s,426,1.02,0.769,"rgb(250.0, 250.0, 255.0)"
0.15,13,s,377,0.88,0.104,"rgb(255.0, 224.0, 224.0)"
0.15,14,s,338,0.62,6.25e-08,"rgb(255.0, 158.0, 158.0)"
0.15,15,s,380,0.91,0.255,"rgb(255.0, 232.0, 232.0)"
0.15,16,s,366,0.97,0.784,"rgb(255.0, 248.0, 248.0)"
0.15,17,s,367,0.9,0.19,"rgb(255.0, 230.0, 230.0)"
0.15,18,s,346,0.93,0.38,"rgb(255.0, 238.0, 238.0)"
0.15,19,s,383,1.17,0.0338,"rgb(211.99999999999997, 211.99999999999997, 255.0)"
0.15,20,s,331,0.8,0.00996,"rgb(255.0, 204.0, 204.0)"
0.15,21,s,332,0.65,7.11e-07,"rgb(255.0, 166.0, 166.0)"
0.15,22,s,312,0.78,0.00643,"rgb(255.0, 198.0, 198.0)"
0.15,23,s,304,0.82,0.0249,"rgb(255.0, 208.0, 208.0)"
0.15,24,s,307,0.94,0.551,"rgb(255.0, 240.0, 240.0)"
0.15,26,s,316,1.05,0.577,"rgb(242.0, 242.0, 255.0)"
0.15,27,s,334,1.21,0.0175,"rgb(202.0, 202.0, 255.0)"
0.15,28,s,287,1.08,0.365,"rgb(234.0, 234.0, 255.0)"
0.15,29,s,295,1.15,0.112,"rgb(216.0, 216.0, 255.0)"
0.15,30,s,332,1.17,0.0589,"rgb(211.99999999999997, 211.99999999999997, 255.0)"
0.15,31,s,284,1.13,0.153,"rgb(222.0, 222.0, 255.0)"
0.15,32,s,240,0.71,0.000886,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.15,33,s,261,0.7,0.000351,"rgb(255.0, 178.0, 178.0)"
0.15,34,s,297,1.07,0.423,"rgb(238.0, 238.0, 255.0)"
0.15,35,s,256,0.93,0.458,"rgb(255.0, 238.0, 238.0)"
0.15,36,s,254,1.51,4.93e-06,"rgb(124.00000000000001, 124.00000000000001, 255.0)"
0.15,37,s,202,1.0,1.0,"rgb(254.0, 254.0, 255.0)"
0.15,38,s,243,0.86,0.134,"rgb(255.0, 220.0, 220.0)"
0.15,39,s,202,0.78,0.0299,"rgb(255.0, 198.0, 198.0)"
0.15,40,s,239,1.08,0.399,"rgb(234.0, 234.0, 255.0)"
0.15,41,s,147,0.58,6.4e-05,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.15,42,s,166,0.76,0.0268,"rgb(255.0, 194.0, 194.0)"
0.15,43,s,191,1.23,0.0513,"rgb(195.99999999999997, 195.99999999999997, 255.0)"
0.15,44,s,157,0.68,0.00362,"rgb(255.0, 174.0, 174.0)"
0.15,46,s,158,1.03,0.762,"rgb(248.0, 248.0, 255.0)"
0.15,47,s,195,1.75,4.83e-08,"rgb(62.00000000000001, 62.00000000000001, 255.0)"
0.15,48,s,188,1.19,0.0969,"rgb(206.0, 206.0, 255.0)"
0.15,49,s,151,1.04,0.711,"rgb(244.0, 244.0, 255.0)"
0.15,50,s,144,0.88,0.359,"rgb(255.0, 224.0, 224.0)"
0.15,51,s,174,1.24,0.0541,"rgb(194.0, 194.0, 255.0)"
0.15,52,s,102,0.48,1.42e-05,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.15,53,s,131,1.07,0.592,"rgb(238.0, 238.0, 255.0)"
0.15,54,s,154,1.03,0.807,"rgb(248.0, 248.0, 255.0)"
0.15,55,s,120,0.97,0.891,"rgb(255.0, 248.0, 248.0)"
0.15,56,s,91,0.91,0.642,"rgb(255.0, 232.0, 232.0)"
0.15,57,s,133,0.79,0.0926,"rgb(255.0, 202.0, 202.0)"
0.15,58,s,134,0.62,0.000844,"rgb(255.0, 158.0, 158.0)"
0.15,59,s,104,0.86,0.352,"rgb(255.0, 220.0, 220.0)"
0.15,60,s,94,0.59,0.00241,"rgb(255.0, 150.0, 150.0)"
0.15,61,s,96,0.66,0.0156,"rgb(255.0, 168.0, 168.0)"
0.15,62,s,102,0.69,0.026,"rgb(255.0, 176.0, 176.0)"
0.15,63,s,87,0.94,0.811,"rgb(255.0, 240.0, 240.0)"
0.15,64,s,111,0.61,0.00172,"rgb(255.0, 156.0, 156.0)"
0.15,65,s,85,0.32,1.02e-08,"rgb(255.0, 80.0, 80.0)"
0.15,67,s,100,0.71,0.0407,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.15,68,s,75,0.8,0.245,"rgb(255.0, 204.0, 204.0)"
0.15,69,s,53,0.71,0.146,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.15,70,s,62,0.98,1.0,"rgb(255.0, 250.0, 250.0)"
0.15,71,s,85,1.03,0.869,"rgb(248.0, 248.0, 255.0)"
0.15,72,s,58,1.18,0.354,"rgb(208.0, 208.0, 255.0)"
0.15,73,s,59,0.6,0.0253,"rgb(255.0, 152.0, 152.0)"
0.15,74,s,69,0.45,0.00014,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.15,75,s,71,1.3,0.126,"rgb(178.0, 178.0, 255.0)"
0.15,76,s,65,1.31,0.134,"rgb(176.0, 176.0, 255.0)"
0.15,77,s,109,1.16,0.295,"rgb(214.00000000000006, 214.00000000000006, 255.0)"
0.15,78,s,64,0.54,0.00409,"rgb(255.0, 138.0, 138.0)"
0.15,79,s,102,0.66,0.0129,"rgb(255.0, 168.0, 168.0)"
0.15,80,s,69,0.45,0.00014,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.15,81,s,89,1.55,0.00413,"rgb(113.99999999999999, 113.99999999999999, 255.0)"
0.15,82,s,54,0.36,5.41e-05,"rgb(255.0, 92.0, 92.0)"
0.15,83,s,86,0.71,0.0675,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.15,84,s,57,0.92,0.769,"rgb(255.0, 234.0, 234.0)"
0.15,85,s,52,0.79,0.369,"rgb(255.0, 202.0, 202.0)"
0.15,86,s,63,1.58,0.0101,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.15,87,s,88,1.67,0.000675,"rgb(84.00000000000001, 84.00000000000001, 255.0)"
0.15,88,s,62,0.48,0.000981,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.15,89,s,98,0.3,2.32e-10,"rgb(255.0, 76.0, 76.0)"
0.15,90,s,57,0.1,1.88e-13,"rgb(255.0, 24.0, 24.0)"
0.15,91,s,76,1.41,0.0379,"rgb(150.00000000000006, 150.00000000000006, 255.0)"
0.15,92,s,43,0.25,3.29e-06,"rgb(255.0, 64.0, 64.0)"
0.15,93,s,74,0.47,0.000212,"rgb(255.0, 120.0, 120.0)"
0.15,94,s,48,0.47,0.00303,"rgb(255.0, 120.0, 120.0)"
0.15,95,s,36,0.16,4.15e-07,"rgb(255.0, 40.0, 40.0)"
0.15,96,s,42,0.17,8.27e-08,"rgb(255.0, 42.0, 42.0)"
0.15,97,s,36,0.31,0.000216,"rgb(255.0, 78.0, 78.0)"
0.15,98,s,39,0.38,0.000942,"rgb(255.0, 96.0, 96.0)"
0.15,99,s,66,0.28,5.91e-08,"rgb(255.0, 70.0, 70.0)"
0.16,1,s,1424,0.9,0.00694,"rgb(255.0, 230.0, 230.0)"
0.16,3,s,667,0.89,0.0519,"rgb(255.0, 226.0, 226.0)"
0.16,4,s,302,0.74,0.000805,"rgb(255.0, 188.0, 188.0)"
0.16,5,s,343,0.86,0.089,"rgb(255.0, 220.0, 220.0)"
0.16,6,s,364,0.82,0.0166,"rgb(255.0, 208.0, 208.0)"
0.16,7,s,383,0.54,4.57e-13,"rgb(255.0, 138.0, 138.0)"
0.16,8,s,435,0.65,1.7e-08,"rgb(255.0, 166.0, 166.0)"
0.16,9,s,502,0.78,0.000369,"rgb(255.0, 198.0, 198.0)"
0.16,10,s,433,0.8,0.00256,"rgb(255.0, 204.0, 204.0)"
0.16,12,s,450,1.04,0.541,"rgb(244.0, 244.0, 255.0)"
0.16,13,s,399,0.92,0.316,"rgb(255.0, 234.0, 234.0)"
0.16,14,s,393,0.77,0.000784,"rgb(255.0, 195.99999999999997, 195.99999999999997)"
0.16,15,s,417,0.95,0.558,"rgb(255.0, 242.0, 242.0)"
0.16,16,s,385,0.9,0.2,"rgb(255.0, 230.0, 230.0)"
0.16,17,s,382,0.95,0.566,"rgb(255.0, 242.0, 242.0)"
0.16,18,s,400,1.01,0.91,"rgb(252.0, 252.0, 255.0)"
0.16,19,s,407,1.34,4.96e-05,"rgb(168.0, 168.0, 255.0)"
0.16,20,s,311,0.8,0.0113,"rgb(255.0, 204.0, 204.0)"
0.16,21,s,343,0.79,0.00648,"rgb(255.0, 202.0, 202.0)"
0.16,22,s,325,0.82,0.0269,"rgb(255.0, 208.0, 208.0)"
0.16,23,s,334,0.84,0.0422,"rgb(255.0, 214.0, 214.0)"
0.16,24,s,335,1.13,0.126,"rgb(222.0, 222.0, 255.0)"
0.16,26,s,305,1.01,0.931,"rgb(252.0, 252.0, 255.0)"
0.16,27,s,309,1.23,0.0132,"rgb(195.99999999999997, 195.99999999999997, 255.0)"
0.16,28,s,278,1.01,0.928,"rgb(252.0, 252.0, 255.0)"
0.16,29,s,293,1.08,0.346,"rgb(234.0, 234.0, 255.0)"
0.16,30,s,287,1.04,0.686,"rgb(244.0, 244.0, 255.0)"
0.16,31,s,296,1.36,0.000276,"rgb(162.0, 162.0, 255.0)"
0.16,32,s,257,0.74,0.00294,"rgb(255.0, 188.0, 188.0)"
0.16,33,s,249,0.67,8.15e-05,"rgb(255.0, 170.0, 170.0)"
0.16,34,s,305,0.93,0.444,"rgb(255.0, 238.0, 238.0)"
0.16,35,s,236,1.07,0.485,"rgb(238.0, 238.0, 255.0)"
0.16,36,s,210,1.37,0.00164,"rgb(160.0, 160.0, 255.0)"
0.16,37,s,144,0.44,1.16e-08,"rgb(255.0, 112.0, 112.0)"
0.16,38,s,209,1.06,0.561,"rgb(240.0, 240.0, 255.0)"
0.16,39,s,211,0.84,0.109,"rgb(255.0, 214.0, 214.0)"
0.16,40,s,231,1.11,0.263,"rgb(226.0, 226.0, 255.0)"
0.16,41,s,121,0.63,0.00171,"rgb(255.0, 160.0, 160.0)"
0.16,42,s,146,0.86,0.276,"rgb(255.0, 220.0, 220.0)"
0.16,43,s,168,0.86,0.236,"rgb(255.0, 220.0, 220.0)"
0.16,44,s,139,0.51,3.05e-06,"rgb(255.0, 130.0, 130.0)"
0.16,46,s,145,0.61,0.000261,"rgb(255.0, 156.0, 156.0)"
0.16,47,s,210,1.66,3.16e-07,"rgb(86.00000000000006, 86.00000000000006, 255.0)"
0.16,48,s,162,1.27,0.0384,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.16,49,s,137,1.08,0.512,"rgb(234.0, 234.0, 255.0)"
0.16,50,s,123,0.81,0.171,"rgb(255.0, 206.0, 206.0)"
0.16,51,s,133,0.92,0.607,"rgb(255.0, 234.0, 234.0)"
0.16,52,s,104,0.51,6.05e-05,"rgb(255.0, 130.0, 130.0)"
0.16,53,s,116,0.93,0.679,"rgb(255.0, 238.0, 238.0)"
0.16,54,s,121,0.72,0.0289,"rgb(255.0, 184.0, 184.0)"
0.16,55,s,93,0.84,0.327,"rgb(255.0, 214.0, 214.0)"
0.16,56,s,89,0.75,0.0973,"rgb(255.0, 192.0, 192.0)"
0.16,57,s,131,0.78,0.0903,"rgb(255.0, 198.0, 198.0)"
0.16,58,s,117,0.61,0.00119,"rgb(255.0, 156.0, 156.0)"
0.16,59,s,68,0.42,7.04e-05,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.16,60,s,71,0.65,0.032,"rgb(255.0, 166.0, 166.0)"
0.16,61,s,86,0.96,0.872,"rgb(255.0, 243.99999999999997, 243.99999999999997)"
0.16,62,s,88,0.72,0.0702,"rgb(255.0, 184.0, 184.0)"
0.16,63,s,62,0.48,0.000981,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.16,64,s,129,1.1,0.455,"rgb(230.0, 230.0, 255.0)"
0.16,65,s,67,0.43,8.75e-05,"rgb(255.0, 110.0, 110.0)"
0.16,67,s,90,0.89,0.535,"rgb(255.0, 226.0, 226.0)"
0.16,68,s,51,0.39,0.000197,"rgb(255.0, 97.99999999999999, 97.99999999999999)"
0.16,69,s,37,0.3,0.000121,"rgb(255.0, 76.0, 76.0)"
0.16,70,s,95,1.99,2.62e-06,"rgb(1.999999999999993, 1.999999999999993, 255.0)"
0.16,71,s,87,1.18,0.274,"rgb(208.0, 208.0, 255.0)"
0.16,72,s,51,1.22,0.318,"rgb(198.0, 198.0, 255.0)"
0.16,73,s,49,0.29,4.44e-06,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.16,74,s,55,0.28,8.61e-07,"rgb(255.0, 70.0, 70.0)"
0.16,75,s,78,1.4,0.0329,"rgb(152.0, 152.0, 255.0)"
0.16,76,s,45,0.77,0.337,"rgb(255.0, 195.99999999999997, 195.99999999999997)"
0.16,77,s,93,1.35,0.0431,"rgb(166.0, 166.0, 255.0)"
0.16,78,s,69,0.48,0.000435,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.16,79,s,89,0.5,0.000101,"rgb(255.0, 128.0, 128.0)"
0.16,80,s,69,0.45,0.00014,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.16,81,s,87,1.8,0.000105,"rgb(49.99999999999999, 49.99999999999999, 255.0)"
0.16,82,s,44,0.42,0.00158,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.16,83,s,81,1.07,0.671,"rgb(238.0, 238.0, 255.0)"
0.16,84,s,65,1.48,0.0298,"rgb(131.99999999999997, 131.99999999999997, 255.0)"
0.16,85,s,52,0.79,0.369,"rgb(255.0, 202.0, 202.0)"
0.16,86,s,34,0.78,0.46,"rgb(255.0, 198.0, 198.0)"
0.16,87,s,42,0.86,0.651,"rgb(255.0, 220.0, 220.0)"
0.16,88,s,45,0.57,0.0329,"rgb(255.0, 144.0, 144.0)"
0.16,89,s,60,0.25,4.34e-08,"rgb(255.0, 64.0, 64.0)"
0.16,90,s,40,0.14,2.92e-08,"rgb(255.0, 34.0, 34.0)"
0.16,91,s,78,1.33,0.0813,"rgb(170.00000000000003, 170.00000000000003, 255.0)"
0.16,92,s,28,0.35,0.00358,"rgb(255.0, 88.0, 88.0)"
0.16,93,s,32,1.12,0.585,"rgb(224.0, 224.0, 255.0)"
0.16,94,s,37,0.35,0.000721,"rgb(255.0, 88.0, 88.0)"
0.16,95,s,28,0.15,7.89e-06,"rgb(255.0, 38.0, 38.0)"
0.16,96,s,25,0.11,5.17e-06,"rgb(255.0, 28.0, 28.0)"
0.16,97,s,32,0.29,0.000353,"rgb(255.0, 73.99999999999999, 73.99999999999999)"
0.16,98,s,41,0.41,0.0016,"rgb(255.0, 104.0, 104.0)"
0.16,99,s,58,0.3,9.71e-07,"rgb(255.0, 76.0, 76.0)"
0.17,1,s,1569,0.91,0.0104,"rgb(255.0, 232.0, 232.0)"
0.17,3,s,832,0.78,2.68e-06,"rgb(255.0, 198.0, 198.0)"
0.17,4,s,386,0.71,1.63e-05,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.17,5,s,462,0.98,0.78,"rgb(255.0, 250.0, 250.0)"
0.17,6,s,431,0.86,0.0445,"rgb(255.0, 220.0, 220.0)"
0.17,7,s,451,0.55,1.98e-14,"rgb(255.0, 140.0, 140.0)"
0.17,8,s,496,0.66,7.83e-09,"rgb(255.0, 168.0, 168.0)"
0.17,9,s,559,0.71,3.61e-07,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.17,10,s,534,0.85,0.0192,"rgb(255.0, 216.0, 216.0)"
0.17,12,s,505,1.0,0.946,"rgb(254.0, 254.0, 255.0)"
0.17,13,s,432,0.96,0.589,"rgb(255.0, 243.99999999999997, 243.99999999999997)"
0.17,14,s,431,0.73,4.64e-05,"rgb(255.0, 186.0, 186.0)"
0.17,15,s,411,0.88,0.0885,"rgb(255.0, 224.0, 224.0)"
0.17,16,s,391,0.85,0.0422,"rgb(255.0, 216.0, 216.0)"
0.17,17,s,384,0.9,0.175,"rgb(255.0, 230.0, 230.0)"
0.17,18,s,445,1.11,0.123,"rgb(226.0, 226.0, 255.0)"
0.17,19,s,398,1.21,0.0113,"rgb(202.0, 202.0, 255.0)"
0.17,20,s,324,0.81,0.0143,"rgb(255.0, 206.0, 206.0)"
0.17,21,s,349,0.77,0.00215,"rgb(255.0, 195.99999999999997, 195.99999999999997)"
0.17,22,s,338,0.85,0.0675,"rgb(255.0, 216.0, 216.0)"
0.17,23,s,347,0.93,0.425,"rgb(255.0, 238.0, 238.0)"
0.17,24,s,323,1.18,0.0361,"rgb(208.0, 208.0, 255.0)"
0.17,26,s,271,0.83,0.0474,"rgb(255.0, 211.99999999999997, 211.99999999999997)"
0.17,27,s,262,0.86,0.136,"rgb(255.0, 220.0, 220.0)"
0.17,28,s,286,1.15,0.107,"rgb(216.0, 216.0, 255.0)"
0.17,29,s,313,1.0,1.0,"rgb(254.0, 254.0, 255.0)"
0.17,30,s,257,1.04,0.635,"rgb(244.0, 244.0, 255.0)"
0.17,31,s,236,1.05,0.585,"rgb(242.0, 242.0, 255.0)"
0.17,32,s,298,1.22,0.0195,"rgb(198.0, 198.0, 255.0)"
0.17,33,s,217,0.67,0.00026,"rgb(255.0, 170.0, 170.0)"
0.17,34,s,289,1.37,0.000224,"rgb(160.0, 160.0, 255.0)"
0.17,35,s,207,0.88,0.283,"rgb(255.0, 224.0, 224.0)"
0.17,36,s,183,1.15,0.205,"rgb(216.0, 216.0, 255.0)"
0.17,37,s,147,0.46,3.56e-08,"rgb(255.0, 116.0, 116.0)"
0.17,38,s,187,0.93,0.55,"rgb(255.0, 238.0, 238.0)"
0.17,39,s,179,0.8,0.0596,"rgb(255.0, 204.0, 204.0)"
0.17,40,s,187,0.91,0.418,"rgb(255.0, 232.0, 232.0)"
0.17,41,s,112,0.85,0.302,"rgb(255.0, 216.0, 216.0)"
0.17,42,s,107,0.59,0.00118,"rgb(255.0, 150.0, 150.0)"
0.17,43,s,163,0.98,0.906,"rgb(255.0, 250.0, 250.0)"
0.17,44,s,148,0.75,0.0304,"rgb(255.0, 192.0, 192.0)"
0.17,46,s,101,0.9,0.557,"rgb(255.0, 230.0, 230.0)"
0.17,47,s,180,1.42,0.00116,"rgb(147.99999999999997, 147.99999999999997, 255.0)"
0.17,48,s,146,1.62,3.99e-05,"rgb(96.0, 96.0, 255.0)"
0.17,49,s,88,0.76,0.128,"rgb(255.0, 194.0, 194.0)"
0.17,50,s,81,0.6,0.00609,"rgb(255.0, 152.0, 152.0)"
0.17,51,s,136,1.13,0.319,"rgb(222.0, 222.0, 255.0)"
0.17,52,s,93,0.35,2.24e-08,"rgb(255.0, 88.0, 88.0)"
0.17,53,s,84,0.51,0.000262,"rgb(255.0, 130.0, 130.0)"
0.17,54,s,104,0.93,0.716,"rgb(255.0, 238.0, 238.0)"
0.17,55,s,72,0.52,0.00151,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.17,56,s,97,0.75,0.0831,"rgb(255.0, 192.0, 192.0)"
0.17,57,s,94,0.65,0.0146,"rgb(255.0, 166.0, 166.0)"
0.17,58,s,129,0.94,0.743,"rgb(255.0, 240.0, 240.0)"
0.17,59,s,219,0.11,1.74e-45,"rgb(255.0, 28.0, 28.0)"
0.17,60,s,55,0.62,0.0407,"rgb(255.0, 158.0, 158.0)"
0.17,61,s,66,0.99,1.0,"rgb(255.0, 252.0, 252.0)"
0.17,62,s,78,0.47,9.78e-05,"rgb(255.0, 120.0, 120.0)"
0.17,63,s,40,0.85,0.644,"rgb(255.0, 216.0, 216.0)"
0.17,64,s,87,0.6,0.00514,"rgb(255.0, 152.0, 152.0)"
0.17,65,s,52,0.2,1.17e-08,"rgb(255.0, 50.0, 50.0)"
0.17,67,s,46,0.45,0.00255,"rgb(255.0, 113.99999999999999, 113.99999999999999)"
0.17,68,s,37,0.2,2.1e-06,"rgb(255.0, 50.0, 50.0)"
0.17,69,s,32,0.42,0.00782,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.17,70,s,79,1.77,0.000363,"rgb(57.99999999999999, 57.99999999999999, 255.0)"
0.17,71,s,65,1.09,0.633,"rgb(232.0, 232.0, 255.0)"
0.17,72,s,67,2.78,2.13e-09,"rgb(0.0, 0.0, 255.0)"
0.17,73,s,37,0.2,2.1e-06,"rgb(255.0, 50.0, 50.0)"
0.17,74,s,35,0.16,8.03e-07,"rgb(255.0, 40.0, 40.0)"
0.17,75,s,52,0.38,0.000116,"rgb(255.0, 96.0, 96.0)"
0.17,76,s,25,0.4,0.0138,"rgb(255.0, 102.0, 102.0)"
0.17,77,s,24,0.33,0.00608,"rgb(255.0, 84.0, 84.0)"
0.17,78,s,92,1.32,0.0637,"rgb(174.0, 174.0, 255.0)"
0.17,79,s,50,0.65,0.0773,"rgb(255.0, 166.0, 166.0)"
0.17,80,s,41,0.31,7.41e-05,"rgb(255.0, 78.0, 78.0)"
0.17,81,s,54,0.75,0.209,"rgb(255.0, 192.0, 192.0)"
0.17,82,s,44,0.33,8.03e-05,"rgb(255.0, 84.0, 84.0)"
0.17,83,s,43,0.91,0.821,"rgb(255.0, 232.0, 232.0)"
0.17,84,s,53,1.13,0.522,"rgb(222.0, 222.0, 255.0)"
0.17,85,s,41,0.73,0.268,"rgb(255.0, 186.0, 186.0)"
0.17,86,s,21,0.51,0.107,"rgb(255.0, 130.0, 130.0)"
0.17,87,s,36,0.81,0.546,"rgb(255.0, 206.0, 206.0)"
0.17,88,s,38,0.39,0.00161,"rgb(255.0, 97.99999999999999, 97.99999999999999)"
0.17,89,s,48,0.52,0.0115,"rgb(255.0, 131.99999999999997, 131.99999999999997)"
0.17,90,s,41,0.41,0.0016,"rgb(255.0, 104.0, 104.0)"
0.17,91,s,22,0.06,1.88e-06,"rgb(255.0, 14.0, 14.0)"
0.17,92,s,29,0.33,0.00203,"rgb(255.0, 84.0, 84.0)"
0.17,93,s,28,1.27,0.363,"rgb(186.00000000000003, 186.00000000000003, 255.0)"
0.17,94,s,63,1.93,0.000254,"rgb(16.0, 16.0, 255.0)"
0.17,95,s,28,0.15,7.89e-06,"rgb(255.0, 38.0, 38.0)"
0.17,96,s,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.17,97,s,33,0.41,0.00464,"rgb(255.0, 104.0, 104.0)"
0.17,98,s,30,0.39,0.00635,"rgb(255.0, 97.99999999999999, 97.99999999999999)"
0.17,99,s,27,0.1,1.31e-06,"rgb(255.0, 24.0, 24.0)"
0.18,1,s,1732,0.94,0.111,"rgb(255.0, 240.0, 240.0)"
0.18,3,s,977,0.75,7.61e-09,"rgb(255.0, 192.0, 192.0)"
0.18,4,s,479,0.61,1.29e-11,"rgb(255.0, 156.0, 156.0)"
0.18,5,s,553,0.88,0.0602,"rgb(255.0, 224.0, 224.0)"
0.18,6,s,528,1.0,0.974,"rgb(254.0, 254.0, 255.0)"
0.18,7,s,519,0.57,3.98e-15,"rgb(255.0, 144.0, 144.0)"
0.18,8,s,578,0.71,2.56e-07,"rgb(255.0, 179.99999999999997, 179.99999999999997)"
0.18,9,s,610,0.79,0.000186,"rgb(255.0, 202.0, 202.0)"
0.18,10,s,584,0.87,0.0333,"rgb(255.0, 222.0, 222.0)"
0.18,12,s,537,0.93,0.275,"rgb(255.0, 238.0, 238.0)"
0.18,13,s,491,1.16,0.0217,"rgb(214.00000000000006, 214.00000000000006, 255.0)"
0.18,14,s,456,0.83,0.0141,"rgb(255.0, 211.99999999999997, 211.99999999999997)"
0.18,15,s,444,0.94,0.416,"rgb(255.0, 240.0, 240.0)"
