Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.18,24,p,322,1.19,0.0317,"rgb(255, 0, 0)"
0.18,25,p,329,1.08,0.374,"rgb(255, 0, 0)"
0.18,27,p,266,0.94,0.523,"rgb(30.000000000000007, 30.000000000000007, 255.0)"
0.18,28,p,257,1.04,0.635,"rgb(255, 0, 0)"
0.18,29,p,286,0.75,0.00184,"rgb(126.0, 126.0, 255.0)"
0.18,30,p,228,0.73,0.00267,"rgb(138.00000000000003, 138.00000000000003, 255.0)"
0.18,31,p,235,1.17,0.0917,"rgb(255, 0, 0)"
0.18,32,p,195,0.65,0.000191,"rgb(178.0, 178.0, 255.0)"
0.18,33,p,207,0.99,1.0,"rgb(4.000000000000014, 4.000000000000014, 255.0)"
0.18,34,p,198,1.04,0.706,"rgb(255, 0, 0)"
0.18,35,p,168,0.86,0.236,"rgb(70.0, 70.0, 255.0)"
0.18,36,p,163,1.28,0.0281,"rgb(255, 0, 0)"
0.18,37,p,136,0.39,4.57e-10,"rgb(255.0, 198.0, 198.0)"
0.18,38,p,172,0.98,0.909,"rgb(9.999999999999993, 9.999999999999993, 255.0)"
0.18,39,p,130,0.85,0.25,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.18,40,p,154,1.06,0.623,"rgb(255, 0, 0)"
0.18,41,p,84,0.86,0.426,"rgb(70.0, 70.0, 255.0)"
0.18,42,p,84,0.57,0.00232,"rgb(220.0, 220.0, 255.0)"
0.18,43,p,114,1.31,0.0417,"rgb(255, 0, 0)"
0.18,44,p,108,0.69,0.0182,"rgb(158.0, 158.0, 255.0)"
0.18,45,p,91,0.45,1.32e-05,"rgb(255.0, 230.0, 230.0)"
0.18,47,p,135,2.3,9.14e-12,"rgb(255, 0, 0)"
0.18,48,p,103,1.63,0.000524,"rgb(255, 0, 0)"
0.18,49,p,84,0.63,0.0127,"rgb(188.0, 188.0, 255.0)"
0.18,50,p,71,0.57,0.00597,"rgb(220.0, 220.0, 255.0)"
0.18,51,p,129,0.7,0.0156,"rgb(152.0, 152.0, 255.0)"
0.18,52,p,70,0.29,3.74e-08,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.18,53,p,75,0.46,0.000132,"rgb(255.0, 234.0, 234.0)"
0.18,54,p,49,0.56,0.0199,"rgb(224.0, 224.0, 255.0)"
0.18,55,p,61,0.57,0.0114,"rgb(220.0, 220.0, 255.0)"
0.18,56,p,68,0.69,0.0737,"rgb(158.0, 158.0, 255.0)"
0.18,57,p,61,0.88,0.638,"rgb(60.000000000000014, 60.000000000000014, 255.0)"
0.18,58,p,96,0.83,0.299,"rgb(86.00000000000006, 86.00000000000006, 255.0)"
0.18,59,p,65,0.65,0.0388,"rgb(178.0, 178.0, 255.0)"
0.18,60,p,61,0.49,0.00157,"rgb(255.0, 250.0, 250.0)"
0.18,61,p,57,0.86,0.561,"rgb(70.0, 70.0, 255.0)"
0.18,62,p,62,0.7,0.0905,"rgb(152.0, 152.0, 255.0)"
0.18,63,p,28,0.51,0.0568,"rgb(250.0, 250.0, 255.0)"
0.18,64,p,67,0.91,0.718,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.18,65,p,37,0.41,0.00272,"rgb(255.0, 208.0, 208.0)"
0.18,66,p,84,1.86,6.08e-05,"rgb(255, 0, 0)"
0.18,68,p,32,0.58,0.0907,"rgb(214.00000000000006, 214.00000000000006, 255.0)"
0.18,69,p,29,0.33,0.00203,"rgb(255.0, 168.0, 168.0)"
0.18,70,p,39,0.71,0.258,"rgb(147.99999999999997, 147.99999999999997, 255.0)"
0.18,71,p,65,1.16,0.385,"rgb(255, 0, 0)"
0.18,72,p,63,2.36,1.48e-06,"rgb(255, 0, 0)"
0.18,73,p,39,0.88,0.724,"rgb(60.000000000000014, 60.000000000000014, 255.0)"
0.18,74,p,30,0.39,0.00635,"rgb(255.0, 198.0, 198.0)"
0.18,75,p,25,0.11,5.17e-06,"rgb(255.0, 56.0, 56.0)"
0.18,76,p,26,0.56,0.11,"rgb(224.0, 224.0, 255.0)"
0.18,77,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.18,78,p,46,0.4,0.000561,"rgb(255.0, 204.0, 204.0)"
0.18,79,p,41,0.66,0.128,"rgb(174.0, 174.0, 255.0)"
0.18,80,p,27,0.05,5.28e-08,"rgb(255.0, 24.0, 24.0)"
0.18,81,p,28,0.51,0.0568,"rgb(250.0, 250.0, 255.0)"
0.18,82,p,32,0.13,5.41e-07,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.18,83,p,36,1.27,0.287,"rgb(255, 0, 0)"
0.18,84,p,33,0.41,0.00464,"rgb(255.0, 208.0, 208.0)"
0.18,85,p,33,0.82,0.613,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.18,86,p,16,0.18,0.00226,"rgb(255.0, 92.0, 92.0)"
0.18,87,p,35,0.85,0.623,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.18,88,p,34,0.53,0.0377,"rgb(240.0, 240.0, 255.0)"
0.18,89,p,31,0.19,1.09e-05,"rgb(255.0, 96.0, 96.0)"
0.18,90,p,36,0.16,4.15e-07,"rgb(255.0, 80.0, 80.0)"
0.18,91,p,14,0.1,0.00081,"rgb(255.0, 50.0, 50.0)"
0.18,92,p,22,0.28,0.00314,"rgb(255.0, 142.0, 142.0)"
0.18,93,p,11,0.48,0.232,"rgb(255.0, 243.99999999999997, 243.99999999999997)"
0.18,94,p,25,0.11,5.17e-06,"rgb(255.0, 56.0, 56.0)"
0.18,95,p,17,0.08,9.89e-05,"rgb(255.0, 40.0, 40.0)"
0.18,96,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.18,97,p,34,0.61,0.0995,"rgb(198.0, 198.0, 255.0)"
0.18,98,p,12,0.91,1.0,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.18,99,p,26,0.3,0.00189,"rgb(255.0, 152.0, 152.0)"
0.18,100,p,22,0.48,0.0654,"rgb(255.0, 243.99999999999997, 243.99999999999997)"
0.19,2,p,1866,0.91,0.0108,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.19,4,p,636,0.61,1.37e-14,"rgb(198.0, 198.0, 255.0)"
0.19,5,p,682,0.89,0.058,"rgb(56.0, 56.0, 255.0)"
0.19,6,p,721,1.08,0.151,"rgb(255, 0, 0)"
0.19,7,p,671,0.69,9.49e-10,"rgb(158.0, 158.0, 255.0)"
0.19,8,p,741,0.81,0.000157,"rgb(96.0, 96.0, 255.0)"
0.19,9,p,715,0.91,0.0908,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.19,10,p,732,0.91,0.0843,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.19,11,p,602,0.81,0.000691,"rgb(96.0, 96.0, 255.0)"
0.19,13,p,628,1.3,5.85e-06,"rgb(255, 0, 0)"
0.19,14,p,519,0.96,0.511,"rgb(20.000000000000014, 20.000000000000014, 255.0)"
0.19,15,p,507,0.94,0.389,"rgb(30.000000000000007, 30.000000000000007, 255.0)"
0.19,16,p,568,0.86,0.0247,"rgb(70.0, 70.0, 255.0)"
0.19,17,p,448,1.05,0.47,"rgb(255, 0, 0)"
0.19,18,p,449,0.93,0.343,"rgb(33.99999999999999, 33.99999999999999, 255.0)"
0.19,19,p,427,1.0,1.0,"rgb(0.0, 0.0, 255.0)"
0.19,20,p,396,1.06,0.442,"rgb(255, 0, 0)"
0.19,21,p,379,0.93,0.36,"rgb(33.99999999999999, 33.99999999999999, 255.0)"
0.19,22,p,371,1.02,0.814,"rgb(255, 0, 0)"
0.19,23,p,345,0.91,0.265,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.19,24,p,314,1.3,0.00128,"rgb(255, 0, 0)"
0.19,25,p,322,1.35,0.000207,"rgb(255, 0, 0)"
0.19,27,p,245,1.22,0.034,"rgb(255, 0, 0)"
0.19,28,p,208,0.86,0.171,"rgb(70.0, 70.0, 255.0)"
0.19,29,p,228,0.74,0.00473,"rgb(131.99999999999997, 131.99999999999997, 255.0)"
0.19,30,p,216,0.82,0.0758,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.19,31,p,187,1.15,0.19,"rgb(255, 0, 0)"
0.19,32,p,179,0.91,0.472,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.19,33,p,207,1.08,0.456,"rgb(255, 0, 0)"
0.19,34,p,196,1.17,0.132,"rgb(255, 0, 0)"
0.19,35,p,141,0.7,0.00916,"rgb(152.0, 152.0, 255.0)"
0.19,36,p,127,1.25,0.0783,"rgb(255, 0, 0)"
0.19,37,p,113,0.67,0.00871,"rgb(168.0, 168.0, 255.0)"
0.19,38,p,131,1.5,0.0013,"rgb(255, 0, 0)"
0.19,39,p,87,0.7,0.0497,"rgb(152.0, 152.0, 255.0)"
0.19,40,p,127,1.51,0.00139,"rgb(255, 0, 0)"
0.19,41,p,71,1.1,0.582,"rgb(255, 0, 0)"
0.19,42,p,70,0.51,0.00102,"rgb(250.0, 250.0, 255.0)"
0.19,43,p,114,1.36,0.0223,"rgb(255, 0, 0)"
0.19,44,p,79,0.7,0.0576,"rgb(152.0, 152.0, 255.0)"
0.19,45,p,66,0.31,3.77e-07,"rgb(255.0, 158.0, 158.0)"
0.19,47,p,78,0.93,0.737,"rgb(33.99999999999999, 33.99999999999999, 255.0)"
0.19,48,p,92,1.21,0.188,"rgb(255, 0, 0)"
0.19,49,p,83,0.92,0.744,"rgb(40.0, 40.0, 255.0)"
0.19,50,p,50,0.65,0.0773,"rgb(178.0, 178.0, 255.0)"
0.19,51,p,93,0.6,0.00352,"rgb(204.0, 204.0, 255.0)"
0.19,52,p,73,0.55,0.0026,"rgb(230.0, 230.0, 255.0)"
0.19,53,p,75,0.63,0.0204,"rgb(188.0, 188.0, 255.0)"
0.19,54,p,38,0.52,0.0222,"rgb(244.0, 244.0, 255.0)"
0.19,55,p,33,0.34,0.00121,"rgb(255.0, 174.0, 174.0)"
0.19,56,p,60,0.59,0.017,"rgb(208.0, 208.0, 255.0)"
0.19,57,p,45,1.11,0.566,"rgb(255, 0, 0)"
0.19,58,p,51,0.31,8.86e-06,"rgb(255.0, 158.0, 158.0)"
0.19,59,p,61,0.82,0.403,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.19,60,p,34,0.46,0.0125,"rgb(255.0, 234.0, 234.0)"
0.19,61,p,60,1.04,0.844,"rgb(255, 0, 0)"
0.19,62,p,43,0.75,0.327,"rgb(126.0, 126.0, 255.0)"
0.19,63,p,58,1.8,0.00168,"rgb(255, 0, 0)"
0.19,64,p,47,1.02,0.912,"rgb(255, 0, 0)"
0.19,65,p,41,0.81,0.498,"rgb(96.0, 96.0, 255.0)"
0.19,66,p,71,2.48,4.59e-08,"rgb(255, 0, 0)"
0.19,68,p,25,0.71,0.396,"rgb(147.99999999999997, 147.99999999999997, 255.0)"
0.19,69,p,21,0.4,0.0327,"rgb(255.0, 204.0, 204.0)"
0.19,70,p,26,0.47,0.0374,"rgb(255.0, 240.0, 240.0)"
0.19,71,p,32,0.66,0.217,"rgb(174.0, 174.0, 255.0)"
0.19,72,p,53,1.93,0.000748,"rgb(255, 0, 0)"
0.19,73,p,33,0.72,0.324,"rgb(142.0, 142.0, 255.0)"
0.19,74,p,38,1.03,0.902,"rgb(255, 0, 0)"
0.19,75,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.19,76,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.19,77,p,13,0.23,0.016,"rgb(255.0, 116.0, 116.0)"
0.19,78,p,32,0.35,0.00212,"rgb(255.0, 178.0, 178.0)"
0.19,79,p,35,0.75,0.338,"rgb(126.0, 126.0, 255.0)"
0.19,80,p,17,0.08,9.89e-05,"rgb(255.0, 40.0, 40.0)"
0.19,81,p,26,0.93,1.0,"rgb(33.99999999999999, 33.99999999999999, 255.0)"
0.19,82,p,28,0.15,7.89e-06,"rgb(255.0, 76.0, 76.0)"
0.19,83,p,27,2.16,0.00361,"rgb(255, 0, 0)"
0.19,84,p,28,0.51,0.0568,"rgb(250.0, 250.0, 255.0)"
0.19,85,p,19,0.24,0.00276,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.19,86,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.19,87,p,27,0.63,0.229,"rgb(188.0, 188.0, 255.0)"
0.19,88,p,40,0.54,0.0322,"rgb(234.0, 234.0, 255.0)"
0.19,89,p,29,0.15,4.05e-06,"rgb(255.0, 76.0, 76.0)"
0.19,90,p,27,0.1,1.31e-06,"rgb(255.0, 50.0, 50.0)"
0.19,91,p,16,0.08,0.000199,"rgb(255.0, 40.0, 40.0)"
0.19,92,p,22,0.28,0.00314,"rgb(255.0, 142.0, 142.0)"
0.19,93,p,6,0.25,0.201,"rgb(255.0, 128.0, 128.0)"
0.19,94,p,17,0.0,3.24e-06,"rgb(255.0, 0.0, 0.0)"
0.19,95,p,16,0.18,0.00226,"rgb(255.0, 92.0, 92.0)"
0.19,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.19,97,p,37,0.77,0.409,"rgb(116.00000000000001, 116.00000000000001, 255.0)"
0.19,98,p,15,0.32,0.0324,"rgb(255.0, 162.0, 162.0)"
0.19,99,p,27,0.29,0.00105,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.19,100,p,14,0.7,0.572,"rgb(152.0, 152.0, 255.0)"
0.2,2,p,1964,0.92,0.0106,"rgb(40.0, 40.0, 255.0)"
0.2,4,p,678,0.6,5.01e-16,"rgb(204.0, 204.0, 255.0)"
0.2,5,p,768,0.9,0.0482,"rgb(49.99999999999999, 49.99999999999999, 255.0)"
0.2,6,p,822,1.08,0.139,"rgb(255, 0, 0)"
0.2,7,p,682,0.77,9.63e-06,"rgb(116.00000000000001, 116.00000000000001, 255.0)"
0.2,8,p,797,0.77,2.17e-06,"rgb(116.00000000000001, 116.00000000000001, 255.0)"
0.2,9,p,775,0.78,8.54e-06,"rgb(112.0, 112.0, 255.0)"
0.2,10,p,783,1.06,0.285,"rgb(255, 0, 0)"
0.2,11,p,634,0.85,0.00755,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.2,13,p,589,1.05,0.413,"rgb(255, 0, 0)"
0.2,14,p,523,1.04,0.505,"rgb(255, 0, 0)"
0.2,15,p,475,0.88,0.0637,"rgb(60.000000000000014, 60.000000000000014, 255.0)"
0.2,16,p,566,1.0,0.975,"rgb(0.0, 0.0, 255.0)"
0.2,17,p,422,1.15,0.0441,"rgb(255, 0, 0)"
0.2,18,p,443,1.0,1.0,"rgb(0.0, 0.0, 255.0)"
0.2,19,p,392,1.03,0.645,"rgb(255, 0, 0)"
0.2,20,p,325,1.07,0.372,"rgb(255, 0, 0)"
0.2,21,p,352,0.91,0.269,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.2,22,p,339,1.26,0.00369,"rgb(255, 0, 0)"
0.2,23,p,316,1.08,0.388,"rgb(255, 0, 0)"
0.2,24,p,258,1.0,0.962,"rgb(0.0, 0.0, 255.0)"
0.2,25,p,332,1.83,1.27e-14,"rgb(255, 0, 0)"
0.2,27,p,287,0.89,0.193,"rgb(56.0, 56.0, 255.0)"
0.2,28,p,197,1.04,0.664,"rgb(255, 0, 0)"
0.2,29,p,196,0.77,0.0215,"rgb(116.00000000000001, 116.00000000000001, 255.0)"
0.2,30,p,185,0.85,0.164,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.2,31,p,166,1.0,1.0,"rgb(0.0, 0.0, 255.0)"
0.2,32,p,162,1.09,0.432,"rgb(255, 0, 0)"
0.2,33,p,169,1.04,0.726,"rgb(255, 0, 0)"
0.2,34,p,200,1.43,0.000466,"rgb(255, 0, 0)"
0.2,35,p,120,0.61,0.00109,"rgb(198.0, 198.0, 255.0)"
0.2,36,p,97,1.19,0.231,"rgb(255, 0, 0)"
0.2,37,p,83,0.76,0.137,"rgb(121.99999999999999, 121.99999999999999, 255.0)"
0.2,38,p,97,1.01,0.939,"rgb(255, 0, 0)"
0.2,39,p,95,1.09,0.528,"rgb(255, 0, 0)"
0.2,40,p,111,1.29,0.0575,"rgb(255, 0, 0)"
0.2,41,p,58,0.96,0.922,"rgb(20.000000000000014, 20.000000000000014, 255.0)"
0.2,42,p,64,0.71,0.112,"rgb(147.99999999999997, 147.99999999999997, 255.0)"
0.2,43,p,112,1.75,3.38e-05,"rgb(255, 0, 0)"
0.2,44,p,70,1.01,0.928,"rgb(255, 0, 0)"
0.2,45,p,52,0.38,0.000116,"rgb(255.0, 194.0, 194.0)"
0.2,47,p,55,0.85,0.492,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.2,48,p,80,1.4,0.0348,"rgb(255, 0, 0)"
0.2,49,p,64,0.76,0.211,"rgb(121.99999999999999, 121.99999999999999, 255.0)"
0.2,50,p,67,0.47,0.000366,"rgb(255.0, 240.0, 240.0)"
0.2,51,p,90,0.6,0.00385,"rgb(204.0, 204.0, 255.0)"
0.2,52,p,60,1.27,0.181,"rgb(255, 0, 0)"
0.2,53,p,63,0.55,0.00497,"rgb(230.0, 230.0, 255.0)"
0.2,54,p,31,0.52,0.0407,"rgb(244.0, 244.0, 255.0)"
0.2,55,p,26,0.38,0.0109,"rgb(255.0, 194.0, 194.0)"
0.2,56,p,54,0.13,2.92e-11,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.2,57,p,36,1.27,0.287,"rgb(255, 0, 0)"
0.2,58,p,36,0.36,0.00126,"rgb(255.0, 184.0, 184.0)"
0.2,59,p,53,0.9,0.761,"rgb(49.99999999999999, 49.99999999999999, 255.0)"
0.2,60,p,23,0.27,0.00171,"rgb(255.0, 138.0, 138.0)"
0.2,61,p,102,0.15,9.48e-19,"rgb(255.0, 76.0, 76.0)"
0.2,62,p,35,0.38,0.00217,"rgb(255.0, 194.0, 194.0)"
0.2,63,p,32,1.44,0.143,"rgb(255, 0, 0)"
0.2,64,p,32,0.76,0.448,"rgb(121.99999999999999, 121.99999999999999, 255.0)"
0.2,65,p,25,0.85,0.77,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.2,66,p,36,1.42,0.131,"rgb(255, 0, 0)"
0.2,68,p,21,0.51,0.107,"rgb(250.0, 250.0, 255.0)"
0.2,69,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.2,70,p,22,0.59,0.189,"rgb(208.0, 208.0, 255.0)"
0.2,71,p,31,0.52,0.0407,"rgb(244.0, 244.0, 255.0)"
0.2,72,p,21,0.21,0.000774,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.2,73,p,21,0.78,0.637,"rgb(112.0, 112.0, 255.0)"
0.2,74,p,32,1.44,0.143,"rgb(255, 0, 0)"
0.2,75,p,14,0.1,0.00081,"rgb(255.0, 50.0, 50.0)"
0.2,76,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.2,77,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.2,78,p,22,0.13,4e-05,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.2,79,p,34,0.69,0.229,"rgb(158.0, 158.0, 255.0)"
0.2,80,p,16,0.0,6.73e-06,"rgb(255.0, 0.0, 0.0)"
0.2,81,p,13,0.79,0.841,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.2,82,p,26,0.3,0.00189,"rgb(255.0, 152.0, 152.0)"
0.2,83,p,31,1.19,0.479,"rgb(255, 0, 0)"
0.2,84,p,24,0.63,0.257,"rgb(188.0, 188.0, 255.0)"
0.2,85,p,14,0.21,0.0084,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.2,86,p,13,0.38,0.104,"rgb(255.0, 194.0, 194.0)"
0.2,87,p,30,0.54,0.0642,"rgb(234.0, 234.0, 255.0)"
0.2,88,p,26,0.11,2.6e-06,"rgb(255.0, 56.0, 56.0)"
0.2,89,p,18,0.07,4.9e-05,"rgb(255.0, 34.0, 34.0)"
0.2,90,p,20,0.07,1.21e-05,"rgb(255.0, 34.0, 34.0)"
0.2,91,p,8,0.18,0.0519,"rgb(255.0, 92.0, 92.0)"
0.2,92,p,17,0.17,0.00116,"rgb(255.0, 86.0, 86.0)"
0.2,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.2,94,p,12,0.0,0.00013,"rgb(255.0, 0.0, 0.0)"
0.2,95,p,14,0.1,0.00081,"rgb(255.0, 50.0, 50.0)"
0.2,96,p,8,0.18,0.0519,"rgb(255.0, 92.0, 92.0)"
0.2,97,p,25,0.49,0.0611,"rgb(255.0, 250.0, 250.0)"
0.2,98,p,18,0.25,0.00517,"rgb(255.0, 128.0, 128.0)"
0.2,99,p,26,0.3,0.00189,"rgb(255.0, 152.0, 152.0)"
0.2,100,p,14,0.7,0.572,"rgb(152.0, 152.0, 255.0)"
0.21,2,p,2157,0.87,9.44e-06,"rgb(65.99999999999999, 65.99999999999999, 255.0)"
0.21,4,p,798,0.67,9.92e-13,"rgb(168.0, 168.0, 255.0)"
0.21,5,p,925,0.84,0.000693,"rgb(80.0, 80.0, 255.0)"
0.21,6,p,918,0.92,0.0856,"rgb(40.0, 40.0, 255.0)"
0.21,7,p,822,0.81,0.000118,"rgb(96.0, 96.0, 255.0)"
0.21,8,p,835,0.71,2.13e-10,"rgb(147.99999999999997, 147.99999999999997, 255.0)"
0.21,9,p,817,0.82,0.000362,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.21,10,p,810,0.92,0.111,"rgb(40.0, 40.0, 255.0)"
0.21,11,p,684,0.91,0.119,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.21,13,p,580,1.18,0.00828,"rgb(255, 0, 0)"
0.21,14,p,536,1.33,7.65e-06,"rgb(255, 0, 0)"
0.21,15,p,446,0.91,0.195,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.21,16,p,469,1.0,0.972,"rgb(0.0, 0.0, 255.0)"
0.21,17,p,368,1.02,0.782,"rgb(255, 0, 0)"
0.21,18,p,397,1.04,0.592,"rgb(255, 0, 0)"
0.21,19,p,348,1.1,0.2,"rgb(255, 0, 0)"
0.21,20,p,309,1.06,0.459,"rgb(255, 0, 0)"
0.21,21,p,302,1.01,0.896,"rgb(255, 0, 0)"
0.21,22,p,241,0.85,0.132,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.21,23,p,259,1.24,0.0179,"rgb(255, 0, 0)"
0.21,24,p,206,1.04,0.671,"rgb(255, 0, 0)"
0.21,25,p,223,1.5,2.1e-05,"rgb(255, 0, 0)"
0.21,27,p,214,0.74,0.00649,"rgb(131.99999999999997, 131.99999999999997, 255.0)"
0.21,28,p,157,1.19,0.132,"rgb(255, 0, 0)"
0.21,29,p,130,1.31,0.0342,"rgb(255, 0, 0)"
0.21,30,p,176,1.06,0.604,"rgb(255, 0, 0)"
0.21,31,p,102,0.82,0.223,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.21,32,p,95,1.05,0.754,"rgb(255, 0, 0)"
0.21,33,p,102,0.92,0.66,"rgb(40.0, 40.0, 255.0)"
0.21,34,p,154,1.3,0.0234,"rgb(255, 0, 0)"
0.21,35,p,94,0.57,0.000986,"rgb(220.0, 220.0, 255.0)"
0.21,36,p,68,1.43,0.0363,"rgb(255, 0, 0)"
0.21,37,p,73,1.23,0.195,"rgb(255, 0, 0)"
0.21,38,p,76,1.03,0.862,"rgb(255, 0, 0)"
0.21,39,p,48,0.52,0.0115,"rgb(244.0, 244.0, 255.0)"
0.21,40,p,57,1.31,0.136,"rgb(255, 0, 0)"
0.21,41,p,42,1.53,0.0506,"rgb(255, 0, 0)"
0.21,42,p,51,0.82,0.418,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.21,43,p,44,1.16,0.479,"rgb(255, 0, 0)"
0.21,44,p,49,0.37,0.000155,"rgb(255.0, 188.0, 188.0)"
0.21,45,p,34,0.22,1.41e-05,"rgb(255.0, 112.0, 112.0)"
0.21,47,p,17,0.39,0.0577,"rgb(255.0, 198.0, 198.0)"
0.21,48,p,50,1.49,0.0448,"rgb(255, 0, 0)"
0.21,49,p,46,0.82,0.455,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.21,50,p,54,0.49,0.00275,"rgb(255.0, 250.0, 250.0)"
0.21,51,p,69,0.68,0.053,"rgb(162.0, 162.0, 255.0)"
0.21,52,p,34,0.78,0.46,"rgb(112.0, 112.0, 255.0)"
0.21,53,p,50,0.6,0.0332,"rgb(204.0, 204.0, 255.0)"
0.21,54,p,26,0.56,0.11,"rgb(224.0, 224.0, 255.0)"
0.21,55,p,23,0.27,0.00171,"rgb(255.0, 138.0, 138.0)"
0.21,56,p,44,0.16,2.23e-08,"rgb(255.0, 80.0, 80.0)"
0.21,57,p,15,0.32,0.0324,"rgb(255.0, 162.0, 162.0)"
0.21,58,p,21,0.13,7.89e-05,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.21,59,p,27,1.18,0.544,"rgb(255, 0, 0)"
0.21,60,p,24,1.27,0.412,"rgb(255, 0, 0)"
0.21,61,p,91,0.09,1.95e-21,"rgb(255.0, 46.0, 46.0)"
0.21,62,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.21,63,p,24,1.27,0.412,"rgb(255, 0, 0)"
0.21,64,p,35,0.66,0.194,"rgb(174.0, 174.0, 255.0)"
0.21,65,p,12,0.12,0.00328,"rgb(255.0, 60.0, 60.0)"
0.21,66,p,30,2.19,0.0018,"rgb(255, 0, 0)"
0.21,68,p,23,0.19,0.000213,"rgb(255.0, 96.0, 96.0)"
0.21,69,p,14,0.21,0.0084,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.21,70,p,18,0.63,0.328,"rgb(188.0, 188.0, 255.0)"
0.21,71,p,23,0.82,0.652,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.21,72,p,11,0.0,0.000445,"rgb(255.0, 0.0, 0.0)"
0.21,73,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.21,74,p,7,0.21,0.102,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.21,75,p,9,0.63,0.642,"rgb(188.0, 188.0, 255.0)"
0.21,76,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.21,77,p,7,0.21,0.102,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.21,78,p,15,0.0,1.4e-05,"rgb(255.0, 0.0, 0.0)"
0.21,79,p,20,0.32,0.0104,"rgb(255.0, 162.0, 162.0)"
0.21,80,p,15,0.0,1.4e-05,"rgb(255.0, 0.0, 0.0)"
0.21,81,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.21,82,p,26,0.79,0.572,"rgb(105.99999999999999, 105.99999999999999, 255.0)"
0.21,83,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.21,84,p,15,1.11,0.689,"rgb(255, 0, 0)"
0.21,85,p,14,0.35,0.0585,"rgb(255.0, 178.0, 178.0)"
0.21,86,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.21,87,p,21,0.13,7.89e-05,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.21,88,p,21,0.13,7.89e-05,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.21,89,p,18,0.07,4.9e-05,"rgb(255.0, 34.0, 34.0)"
0.21,90,p,12,0.0,0.00013,"rgb(255.0, 0.0, 0.0)"
0.21,91,p,13,0.11,0.00163,"rgb(255.0, 56.0, 56.0)"
0.21,92,p,13,0.23,0.016,"rgb(255.0, 116.0, 116.0)"
