Hydrophobicity cutoff,Blob length,Blob hydrophobicity class,total SNPs,Enrichment,p value,color
0.44,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.44,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.44,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.44,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.44,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.44,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.45,2,p,2441,1.19,1.55e-09,"rgb(255, 0, 0)"
0.45,4,p,967,1.22,2.52e-05,"rgb(255, 0, 0)"
0.45,5,p,690,1.21,0.000596,"rgb(255, 0, 0)"
0.45,6,p,419,1.0,0.971,"rgb(0.0, 0.0, 255.0)"
0.45,7,p,326,1.09,0.267,"rgb(255, 0, 0)"
0.45,8,p,155,0.68,0.0029,"rgb(162.0, 162.0, 255.0)"
0.45,9,p,150,0.73,0.0205,"rgb(138.00000000000003, 138.00000000000003, 255.0)"
0.45,10,p,66,0.55,0.0046,"rgb(230.0, 230.0, 255.0)"
0.45,11,p,65,0.9,0.648,"rgb(49.99999999999999, 49.99999999999999, 255.0)"
0.45,13,p,50,1.61,0.0156,"rgb(255, 0, 0)"
0.45,14,p,33,0.72,0.324,"rgb(142.0, 142.0, 255.0)"
0.45,15,p,43,1.0,0.909,"rgb(0.0, 0.0, 255.0)"
0.45,16,p,45,0.46,0.00417,"rgb(255.0, 234.0, 234.0)"
0.45,17,p,50,1.37,0.107,"rgb(255, 0, 0)"
0.45,18,p,30,0.85,0.69,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.45,19,p,18,1.99,0.0299,"rgb(255, 0, 0)"
0.45,20,p,22,0.59,0.189,"rgb(208.0, 208.0, 255.0)"
0.45,21,p,12,0.91,1.0,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.45,22,p,21,1.69,0.0854,"rgb(255, 0, 0)"
0.45,23,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.45,24,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.45,25,p,10,0.32,0.106,"rgb(255.0, 162.0, 162.0)"
0.45,27,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.45,28,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.45,29,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,30,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.45,34,p,1,inf,0.0,"rgb(255, 0, 0)"
0.45,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,43,p,6,inf,0.0,"rgb(255, 0, 0)"
0.45,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,45,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.45,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.45,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.45,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.45,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.45,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.45,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.45,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.45,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.45,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.45,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.45,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.45,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.45,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.45,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.45,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.45,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.45,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.45,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.45,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.45,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.45,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.45,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.45,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.45,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.45,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.45,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.45,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.45,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.45,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.45,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.45,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.45,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.45,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.45,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.45,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.45,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.45,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.45,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.45,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.45,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.45,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.45,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.46,2,p,2256,1.25,3.92e-13,"rgb(255, 0, 0)"
0.46,4,p,923,1.29,8.41e-08,"rgb(255, 0, 0)"
0.46,5,p,614,1.11,0.0917,"rgb(255, 0, 0)"
0.46,6,p,390,1.23,0.00497,"rgb(255, 0, 0)"
0.46,7,p,263,1.02,0.852,"rgb(255, 0, 0)"
0.46,8,p,127,0.46,4.35e-07,"rgb(255.0, 234.0, 234.0)"
0.46,9,p,132,0.61,0.000639,"rgb(198.0, 198.0, 255.0)"
0.46,10,p,60,0.42,0.000197,"rgb(255.0, 214.0, 214.0)"
0.46,11,p,77,1.44,0.0236,"rgb(255, 0, 0)"
0.46,13,p,47,1.22,0.355,"rgb(255, 0, 0)"
0.46,14,p,30,0.85,0.69,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.46,15,p,34,1.0,0.897,"rgb(0.0, 0.0, 255.0)"
0.46,16,p,37,0.47,0.012,"rgb(255.0, 240.0, 240.0)"
0.46,17,p,30,0.85,0.69,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.46,18,p,30,0.85,0.69,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.46,19,p,17,2.32,0.00945,"rgb(255, 0, 0)"
0.46,20,p,24,0.91,0.881,"rgb(46.00000000000001, 46.00000000000001, 255.0)"
0.46,21,p,11,1.06,0.816,"rgb(255, 0, 0)"
0.46,22,p,20,1.27,0.471,"rgb(255, 0, 0)"
0.46,23,p,17,0.08,9.89e-05,"rgb(255.0, 40.0, 40.0)"
0.46,24,p,12,0.0,0.00013,"rgb(255.0, 0.0, 0.0)"
0.46,25,p,10,0.32,0.106,"rgb(255.0, 162.0, 162.0)"
0.46,28,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,29,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,30,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,34,p,1,inf,0.0,"rgb(255, 0, 0)"
0.46,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.46,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.46,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.46,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.46,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.46,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.46,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.46,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.46,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.46,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.46,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.46,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.46,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.46,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.46,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.46,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.46,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.46,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.46,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.46,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.46,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.46,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.46,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.46,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.46,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.46,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.46,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.46,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.46,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.46,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.46,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.46,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.46,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.46,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.46,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.46,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.46,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.46,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.47,2,p,2105,1.23,7.2e-11,"rgb(255, 0, 0)"
0.47,4,p,886,1.41,2.06e-12,"rgb(255, 0, 0)"
0.47,5,p,553,1.15,0.0261,"rgb(255, 0, 0)"
0.47,6,p,360,1.3,0.000703,"rgb(255, 0, 0)"
0.47,7,p,237,1.12,0.247,"rgb(255, 0, 0)"
0.47,8,p,130,0.47,4.21e-07,"rgb(255.0, 240.0, 240.0)"
0.47,9,p,120,0.63,0.00243,"rgb(188.0, 188.0, 255.0)"
0.47,10,p,61,0.53,0.00438,"rgb(240.0, 240.0, 255.0)"
0.47,11,p,71,1.55,0.00932,"rgb(255, 0, 0)"
0.47,13,p,45,1.45,0.083,"rgb(255, 0, 0)"
0.47,14,p,29,0.57,0.0998,"rgb(220.0, 220.0, 255.0)"
0.47,15,p,34,1.0,0.897,"rgb(0.0, 0.0, 255.0)"
0.47,16,p,37,0.61,0.0898,"rgb(198.0, 198.0, 255.0)"
0.47,17,p,22,0.48,0.0654,"rgb(255.0, 243.99999999999997, 243.99999999999997)"
0.47,18,p,25,0.85,0.77,"rgb(76.00000000000001, 76.00000000000001, 255.0)"
0.47,19,p,17,2.32,0.00945,"rgb(255, 0, 0)"
0.47,20,p,19,0.74,0.517,"rgb(131.99999999999997, 131.99999999999997, 255.0)"
0.47,21,p,11,1.06,0.816,"rgb(255, 0, 0)"
0.47,22,p,19,1.41,0.256,"rgb(255, 0, 0)"
0.47,23,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.47,24,p,11,0.0,0.000445,"rgb(255.0, 0.0, 0.0)"
0.47,25,p,11,0.28,0.0572,"rgb(255.0, 142.0, 142.0)"
0.47,28,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.47,29,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,30,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.47,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.47,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.47,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.47,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.47,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.47,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.47,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.47,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.47,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.47,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.47,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.47,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.47,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.47,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.47,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.47,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.47,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.47,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.47,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.47,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.47,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.47,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.47,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.47,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.47,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.47,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.47,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.47,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.47,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.47,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.47,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.47,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.47,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.47,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.47,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.47,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.47,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.47,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.47,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.47,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.47,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.47,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.48,2,p,1947,1.38,4.45e-23,"rgb(255, 0, 0)"
0.48,4,p,806,1.37,5.78e-10,"rgb(255, 0, 0)"
0.48,5,p,472,1.38,1.45e-06,"rgb(255, 0, 0)"
0.48,6,p,322,1.38,6.07e-05,"rgb(255, 0, 0)"
0.48,7,p,205,1.26,0.026,"rgb(255, 0, 0)"
0.48,8,p,121,0.56,0.00013,"rgb(224.0, 224.0, 255.0)"
0.48,9,p,103,0.55,0.000249,"rgb(230.0, 230.0, 255.0)"
0.48,10,p,62,0.75,0.176,"rgb(126.0, 126.0, 255.0)"
0.48,11,p,68,1.81,0.000568,"rgb(255, 0, 0)"
0.48,13,p,35,1.51,0.088,"rgb(255, 0, 0)"
0.48,14,p,31,0.24,9.19e-05,"rgb(255.0, 121.99999999999999, 121.99999999999999)"
0.48,15,p,29,0.89,0.891,"rgb(56.0, 56.0, 255.0)"
0.48,16,p,31,0.8,0.519,"rgb(102.0, 102.0, 255.0)"
0.48,17,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.48,18,p,24,0.76,0.558,"rgb(121.99999999999999, 121.99999999999999, 255.0)"
0.48,19,p,15,2.54,0.00741,"rgb(255, 0, 0)"
0.48,20,p,18,1.27,0.448,"rgb(255, 0, 0)"
0.48,21,p,10,1.27,0.607,"rgb(255, 0, 0)"
0.48,22,p,7,0.21,0.102,"rgb(255.0, 105.99999999999999, 105.99999999999999)"
0.48,23,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.48,24,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.48,25,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.48,28,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,29,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,30,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.48,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.48,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.48,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.48,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.48,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.48,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.48,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.48,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.48,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.48,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.48,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.48,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.48,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.48,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.48,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.48,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.48,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.48,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.48,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.48,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.48,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.48,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.48,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.48,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.48,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.48,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.48,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.48,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.48,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.48,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.48,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.48,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.48,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.48,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.48,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
0.48,93,p,5,0.32,0.389,"rgb(255.0, 162.0, 162.0)"
0.48,94,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.48,95,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.48,96,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.48,97,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.48,98,p,16,0.29,0.0177,"rgb(255.0, 147.99999999999997, 147.99999999999997)"
0.48,99,p,19,0.07,2.43e-05,"rgb(255.0, 34.0, 34.0)"
0.48,100,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.49,2,p,1769,1.38,2.7800000000000007e-21,"rgb(255, 0, 0)"
0.49,4,p,696,1.35,4.72e-08,"rgb(255, 0, 0)"
0.49,5,p,426,1.39,2.3e-06,"rgb(255, 0, 0)"
0.49,6,p,283,1.26,0.00794,"rgb(255, 0, 0)"
0.49,7,p,138,0.89,0.416,"rgb(56.0, 56.0, 255.0)"
0.49,8,p,102,0.75,0.0902,"rgb(126.0, 126.0, 255.0)"
0.49,9,p,98,0.56,0.000609,"rgb(224.0, 224.0, 255.0)"
0.49,10,p,61,1.01,0.923,"rgb(255, 0, 0)"
0.49,11,p,54,1.71,0.00465,"rgb(255, 0, 0)"
0.49,13,p,41,1.79,0.00849,"rgb(255, 0, 0)"
0.49,14,p,25,0.17,5.75e-05,"rgb(255.0, 86.0, 86.0)"
0.49,15,p,19,0.34,0.0186,"rgb(255.0, 174.0, 174.0)"
0.49,16,p,28,0.82,0.68,"rgb(92.00000000000001, 92.00000000000001, 255.0)"
0.49,17,p,15,0.46,0.126,"rgb(255.0, 234.0, 234.0)"
0.49,18,p,15,0.32,0.0324,"rgb(255.0, 162.0, 162.0)"
0.49,19,p,16,2.11,0.0319,"rgb(255, 0, 0)"
0.49,20,p,12,1.27,0.486,"rgb(255, 0, 0)"
0.49,21,p,7,3.17,0.0225,"rgb(255, 0, 0)"
0.49,22,p,6,0.25,0.201,"rgb(255.0, 128.0, 128.0)"
0.49,23,p,13,0.0,6.18e-05,"rgb(255.0, 0.0, 0.0)"
0.49,24,p,9,0.0,0.00193,"rgb(255.0, 0.0, 0.0)"
0.49,25,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.49,30,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,41,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,42,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,44,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,48,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.49,51,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.49,52,p,5,1.9,0.211,"rgb(255, 0, 0)"
0.49,54,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.49,56,p,2,inf,0.0,"rgb(255, 0, 0)"
0.49,57,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.49,58,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.49,59,p,2,0.0,0.417,"rgb(255.0, 0.0, 0.0)"
0.49,61,p,6,0.0,0.0183,"rgb(255.0, 0.0, 0.0)"
0.49,62,p,4,0.0,0.0846,"rgb(255.0, 0.0, 0.0)"
0.49,63,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.49,64,p,1,inf,0.0,"rgb(255, 0, 0)"
0.49,65,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.49,66,p,3,0.63,1.0,"rgb(188.0, 188.0, 255.0)"
0.49,68,p,9,0.36,0.194,"rgb(255.0, 184.0, 184.0)"
0.49,69,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,70,p,6,0.63,0.777,"rgb(188.0, 188.0, 255.0)"
0.49,71,p,3,2.54,0.187,"rgb(255, 0, 0)"
0.49,72,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.49,73,p,5,0.0,0.0391,"rgb(255.0, 0.0, 0.0)"
0.49,74,p,4,0.42,0.737,"rgb(255.0, 214.0, 214.0)"
0.49,76,p,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,78,p,7,0.0,0.00859,"rgb(255.0, 0.0, 0.0)"
0.49,79,p,11,0.72,0.671,"rgb(142.0, 142.0, 255.0)"
0.49,80,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.49,81,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.49,82,p,4,3.8,0.0458,"rgb(255, 0, 0)"
0.49,83,p,3,0.0,0.185,"rgb(255.0, 0.0, 0.0)"
0.49,84,p,8,2.11,0.0917,"rgb(255, 0, 0)"
0.49,85,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.49,86,p,2,1.27,0.546,"rgb(255, 0, 0)"
0.49,87,p,10,0.0,0.000925,"rgb(255.0, 0.0, 0.0)"
0.49,88,p,10,0.14,0.0131,"rgb(255.0, 70.0, 70.0)"
0.49,89,p,15,0.09,0.000402,"rgb(255.0, 46.0, 46.0)"
0.49,90,p,8,0.0,0.00406,"rgb(255.0, 0.0, 0.0)"
0.49,91,p,11,0.13,0.00657,"rgb(255.0, 65.99999999999999, 65.99999999999999)"
0.49,92,p,12,0.25,0.0304,"rgb(255.0, 128.0, 128.0)"
