Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
29,0.39,142,149,291,1.21,0.0264
30,0.39,82,102,184,1.02,0.823
31,0.39,140,111,251,1.6,2.4e-07
32,0.39,95,73,168,1.65,6.34e-06
33,0.39,63,48,111,1.66,0.000166
34,0.39,38,48,86,1.0,0.935
35,0.39,51,52,103,1.24,0.118
36,0.39,40,35,75,1.45,0.0221
37,0.39,25,27,52,1.17,0.386
38,0.39,28,23,51,1.54,0.0254
39,0.39,10,10,20,1.27,0.471
40,0.39,30,21,51,1.81,0.0028
41,0.39,11,13,24,1.07,0.754
42,0.39,6,8,14,0.95,1.0
43,0.39,4,7,11,0.72,0.671
44,0.39,26,19,45,1.73,0.00892
45,0.39,41,6,47,8.66,1.39e-24
47,0.39,5,6,11,1.06,0.816
48,0.39,12,10,22,1.52,0.15
49,0.39,5,11,16,0.58,0.304
50,0.39,10,5,15,2.54,0.00741
51,0.39,8,8,16,1.27,0.425
52,0.39,13,5,18,3.3,0.000239
53,0.39,46,7,53,8.33,1.09e-26
54,0.39,6,6,12,1.27,0.486
55,0.39,17,6,23,3.59,9.98e-06
56,0.39,5,2,7,3.17,0.0225
57,0.39,0,1,1,0.0,1.0
58,0.39,6,5,11,1.52,0.302
59,0.39,5,0,5,inf,0.0
60,0.39,4,0,4,inf,0.0
61,0.39,16,1,17,20.29,5.09e-16
62,0.39,0,3,3,0.0,0.185
63,0.39,51,1,52,64.66,1.59e-72
64,0.39,5,0,5,inf,0.0
65,0.39,6,2,8,3.8,0.00565
66,0.39,0,0,0,,
68,0.39,0,1,1,0.0,1.0
69,0.39,0,2,2,0.0,0.417
70,0.39,0,1,1,0.0,1.0
71,0.39,0,0,0,,
72,0.39,0,0,0,,
73,0.39,0,0,0,,
74,0.39,0,0,0,,
75,0.39,9,1,10,11.41,1.6e-07
76,0.39,0,0,0,,
77,0.39,1,1,2,1.27,0.546
78,0.39,0,0,0,,
79,0.39,0,1,1,0.0,1.0
80,0.39,0,0,0,,
81,0.39,0,0,0,,
82,0.39,0,0,0,,
83,0.39,0,1,1,0.0,1.0
84,0.39,0,0,0,,
85,0.39,0,2,2,0.0,0.417
86,0.39,0,0,0,,
87,0.39,0,0,0,,
88,0.39,0,0,0,,
89,0.39,0,0,0,,
90,0.39,0,0,0,,
91,0.39,0,0,0,,
92,0.39,0,0,0,,
93,0.39,0,0,0,,
94,0.39,0,0,0,,
95,0.39,0,0,0,,
96,0.39,0,0,0,,
97,0.39,0,0,0,,
98,0.39,0,0,0,,
99,0.39,0,0,0,,
100,0.39,0,0,0,,
2,0.4,664,1058,1722,0.8,6.41e-10
4,0.4,1671,2234,3905,0.95,0.0256
5,0.4,1489,2045,3534,0.92,0.00139
6,0.4,1668,1997,3665,1.06,0.0173
7,0.4,1396,1614,3010,1.1,0.000506
8,0.4,1175,1395,2570,1.07,0.0231
9,0.4,1025,1192,2217,1.09,0.0054
10,0.4,982,1012,1994,1.23,1.89e-10
11,0.4,765,790,1555,1.23,2.88e-08
13,0.4,533,521,1054,1.3,6e-09
14,0.4,462,429,891,1.37,1.47e-10
15,0.4,386,378,764,1.29,9.82e-07
16,0.4,357,386,743,1.17,0.003
17,0.4,334,275,609,1.54,1.48e-13
18,0.4,283,279,562,1.29,4.17e-05
19,0.4,217,222,439,1.24,0.00212
20,0.4,249,224,473,1.41,2.69e-07
21,0.4,224,245,469,1.16,0.0303
22,0.4,185,166,351,1.41,7.54e-06
23,0.4,220,191,411,1.46,1.02e-07
24,0.4,179,141,320,1.61,3.2e-09
25,0.4,171,154,325,1.41,2.24e-05
27,0.4,134,111,245,1.53,3.79e-06
28,0.4,176,117,293,1.91,9.55e-15
29,0.4,133,145,278,1.16,0.0829
30,0.4,65,112,177,0.74,0.0121
31,0.4,108,94,202,1.46,0.000192
32,0.4,89,47,136,2.4,4e-13
33,0.4,58,35,93,2.1,4.67e-07
34,0.4,24,40,64,0.76,0.211
35,0.4,40,41,81,1.24,0.186
36,0.4,39,24,63,2.06,4.31e-05
37,0.4,20,22,42,1.15,0.471
38,0.4,2,16,18,0.16,0.000597
39,0.4,14,11,25,1.61,0.0853
40,0.4,31,17,48,2.31,2.89e-05
41,0.4,9,10,19,1.14,0.593
42,0.4,3,7,10,0.54,0.392
43,0.4,4,5,9,1.01,0.802
44,0.4,26,15,41,2.2,0.000342
45,0.4,51,9,60,7.18,1.54e-26
47,0.4,10,6,16,2.11,0.0319
48,0.4,9,9,18,1.27,0.448
49,0.4,0,9,9,0.0,0.00193
50,0.4,11,4,15,3.49,0.000443
51,0.4,1,9,10,0.14,0.0131
52,0.4,6,2,8,3.8,0.00565
53,0.4,46,5,51,11.66,9.65e-33
54,0.4,0,7,7,0.0,0.00859
55,0.4,1,3,4,0.42,0.737
56,0.4,0,2,2,0.0,0.417
57,0.4,0,0,0,,
58,0.4,5,4,9,1.58,0.254
59,0.4,4,0,4,inf,0.0
60,0.4,4,0,4,inf,0.0
61,0.4,16,1,17,20.29,5.09e-16
62,0.4,0,3,3,0.0,0.185
63,0.4,51,1,52,64.66,1.59e-72
64,0.4,1,1,2,1.27,0.546
65,0.4,6,2,8,3.8,0.00565
66,0.4,0,0,0,,
68,0.4,0,1,1,0.0,1.0
69,0.4,0,2,2,0.0,0.417
70,0.4,0,1,1,0.0,1.0
71,0.4,0,0,0,,
72,0.4,0,0,0,,
73,0.4,0,1,1,0.0,1.0
74,0.4,0,0,0,,
75,0.4,9,0,9,inf,0.0
76,0.4,0,0,0,,
77,0.4,0,0,0,,
78,0.4,0,0,0,,
79,0.4,0,0,0,,
80,0.4,0,0,0,,
81,0.4,0,0,0,,
82,0.4,0,0,0,,
83,0.4,0,1,1,0.0,1.0
84,0.4,0,0,0,,
85,0.4,0,2,2,0.0,0.417
86,0.4,0,0,0,,
87,0.4,0,0,0,,
88,0.4,0,0,0,,
89,0.4,0,0,0,,
90,0.4,0,0,0,,
91,0.4,0,0,0,,
92,0.4,0,0,0,,
93,0.4,0,0,0,,
94,0.4,0,0,0,,
95,0.4,0,0,0,,
96,0.4,0,0,0,,
97,0.4,0,0,0,,
98,0.4,0,0,0,,
99,0.4,0,0,0,,
100,0.4,0,0,0,,
2,0.41,728,1220,1948,0.76,1.43e-15
4,0.41,1716,2219,3935,0.98,0.41
5,0.41,1564,2050,3614,0.97,0.18
6,0.41,1691,1908,3599,1.12,1.41e-06
7,0.41,1334,1525,2859,1.11,0.000148
8,0.41,1026,1236,2262,1.05,0.097
9,0.41,962,1035,1997,1.18,4.69e-07
10,0.41,853,878,1731,1.23,2.5e-09
11,0.41,674,605,1279,1.41,1.18e-17
13,0.41,408,413,821,1.25,9.36e-06
14,0.41,408,352,760,1.47,2.02e-13
15,0.41,343,316,659,1.38,1.7e-08
16,0.41,321,332,653,1.23,0.000356
17,0.41,248,238,486,1.32,2.48e-05
18,0.41,259,214,473,1.53,9.81e-11
19,0.41,206,193,399,1.35,3.29e-05
20,0.41,197,177,374,1.41,4.37e-06
21,0.41,162,190,352,1.08,0.325
22,0.41,145,128,273,1.44,3.35e-05
23,0.41,222,146,368,1.93,7.48e-19
24,0.41,167,120,287,1.76,1.56e-11
25,0.41,155,118,273,1.67,3.69e-09
27,0.41,101,109,210,1.17,0.105
28,0.41,160,85,245,2.39,4.85e-22
29,0.41,78,93,171,1.06,0.559
30,0.41,27,69,96,0.5,5.81e-05
31,0.41,79,74,153,1.35,0.0104
32,0.41,65,37,102,2.23,8.62e-09
33,0.41,44,30,74,1.86,0.000177
34,0.41,9,33,42,0.35,0.000248
35,0.41,73,27,100,3.43,1.57e-18
36,0.41,17,14,31,1.54,0.094
37,0.41,49,11,60,5.65,3.14e-21
38,0.41,5,10,15,0.63,0.375
39,0.41,26,10,36,3.3,2.72e-07
40,0.41,13,4,17,4.12,2.69e-05
41,0.41,8,5,13,2.03,0.0672
42,0.41,11,1,12,13.95,8.94e-10
43,0.41,2,7,9,0.36,0.194
44,0.41,17,13,30,1.66,0.0415
45,0.41,2,2,4,1.27,0.674
47,0.41,13,3,16,5.49,1.32e-06
48,0.41,1,2,3,0.63,1.0
49,0.41,0,2,2,0.0,0.417
50,0.41,10,2,12,6.34,6.32e-06
51,0.41,1,0,1,inf,0.0
52,0.41,8,1,9,10.14,1.85e-06
53,0.41,0,2,2,0.0,0.417
54,0.41,0,1,1,0.0,1.0
55,0.41,0,3,3,0.0,0.185
56,0.41,0,1,1,0.0,1.0
57,0.41,0,0,0,,
58,0.41,2,0,2,inf,0.0
59,0.41,0,0,0,,
60,0.41,0,2,2,0.0,0.417
61,0.41,0,2,2,0.0,0.417
62,0.41,0,0,0,,
63,0.41,0,0,0,,
64,0.41,1,1,2,1.27,0.546
65,0.41,0,1,1,0.0,1.0
66,0.41,0,1,1,0.0,1.0
68,0.41,0,0,0,,
69,0.41,0,0,0,,
70,0.41,0,0,0,,
71,0.41,0,0,0,,
72,0.41,0,0,0,,
73,0.41,0,1,1,0.0,1.0
74,0.41,0,0,0,,
75,0.41,9,0,9,inf,0.0
76,0.41,0,0,0,,
77,0.41,0,0,0,,
78,0.41,0,0,0,,
79,0.41,0,0,0,,
80,0.41,0,0,0,,
81,0.41,0,0,0,,
82,0.41,0,0,0,,
83,0.41,0,0,0,,
84,0.41,0,0,0,,
85,0.41,0,2,2,0.0,0.417
86,0.41,0,0,0,,
87,0.41,0,0,0,,
88,0.41,0,0,0,,
89,0.41,0,0,0,,
90,0.41,0,0,0,,
91,0.41,0,0,0,,
92,0.41,0,0,0,,
93,0.41,0,0,0,,
94,0.41,0,0,0,,
95,0.41,0,0,0,,
96,0.41,0,0,0,,
97,0.41,0,0,0,,
98,0.41,0,0,0,,
99,0.41,0,0,0,,
100,0.41,0,0,0,,
2,0.42,744,1248,1992,0.76,5.24e-16
4,0.42,1745,2199,3944,1.01,0.795
5,0.42,1599,2033,3632,1.0,0.918
6,0.42,1647,1894,3541,1.1,6.21e-05
7,0.42,1288,1491,2779,1.1,0.00102
8,0.42,1041,1205,2246,1.1,0.00319
9,0.42,984,1012,1996,1.23,1.18e-10
10,0.42,770,806,1576,1.21,1.85e-07
11,0.42,652,567,1219,1.46,5.86e-20
13,0.42,384,372,756,1.31,3.75e-07
14,0.42,376,343,719,1.39,1.13e-09
15,0.42,285,292,577,1.24,0.000451
16,0.42,296,298,594,1.26,0.000126
17,0.42,237,216,453,1.39,1.23e-06
18,0.42,243,208,451,1.48,7.78e-09
19,0.42,210,185,395,1.44,5.92e-07
20,0.42,161,148,309,1.38,9.48e-05
21,0.42,153,173,326,1.12,0.157
22,0.42,159,124,283,1.63,1.18e-08
23,0.42,207,131,338,2.0,2.61e-19
24,0.42,171,111,282,1.95,2.66e-15
25,0.42,118,105,223,1.42,0.000269
27,0.42,109,104,213,1.33,0.004
28,0.42,147,69,216,2.7,2.67e-25
29,0.42,61,76,137,1.02,0.846
30,0.42,28,48,76,0.74,0.122
31,0.42,73,70,143,1.32,0.0217
32,0.42,66,35,101,2.39,4.26e-10
33,0.42,40,27,67,1.88,0.000288
34,0.42,7,30,37,0.3,0.000121
35,0.42,66,14,80,5.98,2.3300000000000002e-29
36,0.42,17,12,29,1.8,0.0214
37,0.42,47,12,59,4.97,2.75e-18
38,0.42,5,5,10,1.27,0.607
39,0.42,8,6,14,1.69,0.157
40,0.42,22,3,25,9.3,1.57e-14
41,0.42,2,7,9,0.36,0.194
42,0.42,11,1,12,13.95,8.94e-10
43,0.42,2,6,8,0.42,0.349
44,0.42,8,5,13,2.03,0.0672
45,0.42,2,2,4,1.27,0.674
47,0.42,12,1,13,15.21,5.84e-11
48,0.42,1,2,3,0.63,1.0
49,0.42,0,1,1,0.0,1.0
50,0.42,2,0,2,inf,0.0
51,0.42,1,0,1,inf,0.0
52,0.42,1,0,1,inf,0.0
53,0.42,0,2,2,0.0,0.417
54,0.42,0,1,1,0.0,1.0
55,0.42,0,4,4,0.0,0.0846
56,0.42,0,1,1,0.0,1.0
57,0.42,0,0,0,,
58,0.42,2,0,2,inf,0.0
59,0.42,0,0,0,,
60,0.42,0,2,2,0.0,0.417
61,0.42,0,0,0,,
62,0.42,0,0,0,,
63,0.42,0,0,0,,
64,0.42,0,1,1,0.0,1.0
65,0.42,0,1,1,0.0,1.0
66,0.42,0,0,0,,
68,0.42,0,0,0,,
69,0.42,0,0,0,,
70,0.42,0,0,0,,
71,0.42,0,0,0,,
72,0.42,0,0,0,,
73,0.42,0,0,0,,
74,0.42,0,0,0,,
75,0.42,9,0,9,inf,0.0
76,0.42,0,0,0,,
77,0.42,0,0,0,,
78,0.42,0,0,0,,
79,0.42,0,0,0,,
80,0.42,0,0,0,,
81,0.42,0,0,0,,
82,0.42,0,0,0,,
83,0.42,0,0,0,,
84,0.42,0,0,0,,
85,0.42,0,2,2,0.0,0.417
86,0.42,0,0,0,,
87,0.42,0,0,0,,
88,0.42,0,0,0,,
89,0.42,0,0,0,,
90,0.42,0,0,0,,
91,0.42,0,0,0,,
92,0.42,0,0,0,,
93,0.42,0,0,0,,
94,0.42,0,0,0,,
95,0.42,0,0,0,,
96,0.42,0,0,0,,
97,0.42,0,0,0,,
98,0.42,0,0,0,,
99,0.42,0,0,0,,
100,0.42,0,0,0,,
2,0.43,798,1288,2086,0.79,6.08e-13
4,0.43,1789,2195,3984,1.03,0.155
5,0.43,1585,1961,3546,1.02,0.315
6,0.43,1620,1850,3470,1.11,2.13e-05
7,0.43,1195,1429,2624,1.06,0.0405
8,0.43,1039,1168,2207,1.13,0.000111
9,0.43,900,949,1849,1.2,5.26e-08
10,0.43,731,723,1454,1.28,7.18e-11
11,0.43,601,560,1161,1.36,4.17e-13
13,0.43,386,338,724,1.45,4.97e-12
14,0.43,319,321,640,1.26,6.04e-05
15,0.43,249,278,527,1.14,0.0455
16,0.43,282,263,545,1.36,7.29e-07
17,0.43,246,200,446,1.56,6.49e-11
18,0.43,187,195,382,1.22,0.00858
19,0.43,183,163,346,1.42,6.17e-06
20,0.43,154,131,285,1.49,2.69e-06
21,0.43,137,166,303,1.05,0.569
22,0.43,141,101,242,1.77,4.96e-10
23,0.43,203,117,320,2.2,1.93e-23
24,0.43,175,105,280,2.11,1.03e-18
25,0.43,106,97,203,1.39,0.00131
27,0.43,107,83,190,1.63,2.25e-06
28,0.43,117,65,182,2.28,4.03e-15
29,0.43,60,64,124,1.19,0.18
30,0.43,30,44,74,0.86,0.496
31,0.43,67,59,126,1.44,0.00413
32,0.43,52,29,81,2.27,1.53e-07
33,0.43,22,22,44,1.27,0.277
34,0.43,17,20,37,1.08,0.705
35,0.43,50,10,60,6.34,9.979999999999999e-24
36,0.43,14,9,23,1.97,0.0209
37,0.43,46,10,56,5.83,1.45e-20
38,0.43,5,4,9,1.58,0.254
39,0.43,7,3,10,2.96,0.0108
40,0.43,12,2,14,7.61,1.16e-07
41,0.43,1,5,6,0.25,0.201
42,0.43,11,3,14,4.65,3.79e-05
43,0.43,2,2,4,1.27,0.674
44,0.43,7,5,12,1.77,0.124
45,0.43,0,1,1,0.0,1.0
47,0.43,10,1,11,12.68,1.26e-08
48,0.43,1,0,1,inf,0.0
49,0.43,0,0,0,,
50,0.43,0,0,0,,
51,0.43,1,0,1,inf,0.0
52,0.43,1,0,1,inf,0.0
53,0.43,0,0,0,,
54,0.43,0,1,1,0.0,1.0
55,0.43,0,4,4,0.0,0.0846
56,0.43,0,0,0,,
57,0.43,0,0,0,,
58,0.43,2,0,2,inf,0.0
59,0.43,0,0,0,,
60,0.43,0,1,1,0.0,1.0
61,0.43,0,0,0,,
62,0.43,0,0,0,,
63,0.43,0,0,0,,
64,0.43,0,0,0,,
65,0.43,0,0,0,,
66,0.43,0,0,0,,
68,0.43,0,0,0,,
69,0.43,0,0,0,,
70,0.43,0,0,0,,
71,0.43,0,0,0,,
72,0.43,0,0,0,,
73,0.43,0,0,0,,
74,0.43,0,0,0,,
75,0.43,9,0,9,inf,0.0
76,0.43,0,0,0,,
77,0.43,0,0,0,,
78,0.43,0,0,0,,
79,0.43,0,0,0,,
80,0.43,0,0,0,,
81,0.43,0,0,0,,
82,0.43,0,0,0,,
83,0.43,0,0,0,,
84,0.43,0,2,2,0.0,0.417
85,0.43,0,0,0,,
86,0.43,0,0,0,,
87,0.43,0,0,0,,
88,0.43,0,0,0,,
89,0.43,0,0,0,,
90,0.43,0,0,0,,
91,0.43,0,0,0,,
92,0.43,0,0,0,,
93,0.43,0,0,0,,
94,0.43,0,0,0,,
95,0.43,0,0,0,,
96,0.43,0,0,0,,
97,0.43,0,0,0,,
98,0.43,0,0,0,,
99,0.43,0,0,0,,
100,0.43,0,0,0,,
2,0.44,849,1330,2179,0.81,9.53e-11
4,0.44,1778,2179,3957,1.03,0.143
5,0.44,1547,1957,3504,1.0,0.927
6,0.44,1540,1773,3313,1.1,0.000135
7,0.44,1168,1365,2533,1.08,0.00499
8,0.44,983,1101,2084,1.13,0.000107
9,0.44,844,860,1704,1.24,5.72e-10
10,0.44,672,699,1371,1.22,4.88e-07
11,0.44,557,540,1097,1.31,1.01e-09
13,0.44,338,306,644,1.4,3.76e-09
14,0.44,290,284,574,1.29,2.33e-05
15,0.44,231,255,486,1.15,0.0368
16,0.44,254,219,473,1.47,6.03e-09
17,0.44,213,182,395,1.48,4.97e-08
18,0.44,163,171,334,1.21,0.0175
19,0.44,180,154,334,1.48,6.61e-07
20,0.44,148,128,276,1.47,1.08e-05
21,0.44,130,156,286,1.06,0.527
22,0.44,135,90,225,1.9,1.16e-11
23,0.44,222,109,331,2.58,1.3599999999999999e-34
24,0.44,131,92,223,1.81,6.97e-10
25,0.44,106,87,193,1.54,2.79e-05
27,0.44,106,77,183,1.75,1.16e-07
28,0.44,79,50,129,2.0,2.49e-08
29,0.44,50,57,107,1.11,0.455
30,0.44,19,39,58,0.62,0.0302
31,0.44,63,43,106,1.86,6.48e-06
32,0.44,44,20,64,2.79,4.12e-09
33,0.44,10,17,27,0.75,0.413
34,0.44,14,18,32,0.99,1.0
35,0.44,48,14,62,4.35,1.9e-16
36,0.44,12,2,14,7.61,1.16e-07
37,0.44,46,5,51,11.66,9.65e-33
38,0.44,11,3,14,4.65,3.79e-05
39,0.44,7,2,9,4.44,0.00123
40,0.44,2,0,2,inf,0.0
41,0.44,1,5,6,0.25,0.201
42,0.44,11,4,15,3.49,0.000443
43,0.44,4,2,6,2.54,0.0757
44,0.44,5,5,10,1.27,0.607
45,0.44,0,2,2,0.0,0.417
47,0.44,10,0,10,inf,0.0
48,0.44,1,0,1,inf,0.0
49,0.44,0,0,0,,
50,0.44,0,0,0,,
51,0.44,1,0,1,inf,0.0
52,0.44,1,0,1,inf,0.0
53,0.44,0,0,0,,
54,0.44,0,1,1,0.0,1.0
55,0.44,0,4,4,0.0,0.0846
56,0.44,0,0,0,,
57,0.44,0,0,0,,
58,0.44,2,0,2,inf,0.0
59,0.44,0,0,0,,
60,0.44,0,1,1,0.0,1.0
61,0.44,0,0,0,,
62,0.44,0,0,0,,
63,0.44,0,0,0,,
64,0.44,0,0,0,,
65,0.44,0,0,0,,
66,0.44,0,0,0,,
68,0.44,0,0,0,,
69,0.44,0,0,0,,
70,0.44,0,0,0,,
71,0.44,9,0,9,inf,0.0
72,0.44,0,0,0,,
73,0.44,0,0,0,,
74,0.44,0,0,0,,
75,0.44,0,0,0,,
76,0.44,0,0,0,,
77,0.44,0,0,0,,
78,0.44,0,0,0,,
79,0.44,0,0,0,,
80,0.44,0,0,0,,
81,0.44,0,0,0,,
82,0.44,0,0,0,,
83,0.44,0,0,0,,
84,0.44,0,2,2,0.0,0.417
85,0.44,0,0,0,,
86,0.44,0,0,0,,
87,0.44,0,0,0,,
88,0.44,0,0,0,,
89,0.44,0,0,0,,
90,0.44,0,0,0,,
91,0.44,0,0,0,,
92,0.44,0,0,0,,
93,0.44,0,0,0,,
94,0.44,0,0,0,,
95,0.44,0,0,0,,
96,0.44,0,0,0,,
97,0.44,0,0,0,,
98,0.44,0,0,0,,
99,0.44,0,0,0,,
100,0.44,0,0,0,,
2,0.45,874,1378,2252,0.8,1.19e-11
4,0.45,1772,2190,3962,1.03,0.271
5,0.45,1532,1899,3431,1.02,0.368
6,0.45,1473,1720,3193,1.09,0.00141
7,0.45,1129,1290,2419,1.11,0.000453
8,0.45,934,1039,1973,1.14,7.29e-05
9,0.45,810,792,1602,1.3,6.84e-13
10,0.45,669,626,1295,1.35,4.54e-14
11,0.45,518,479,997,1.37,6.31e-12
13,0.45,344,291,635,1.5,1.45e-12
14,0.45,255,276,531,1.17,0.013
15,0.45,221,232,453,1.21,0.00604
16,0.45,216,173,389,1.58,3.11e-10
17,0.45,201,182,383,1.4,5.92e-06
18,0.45,151,159,310,1.2,0.0251
19,0.45,149,135,284,1.4,9.86e-05
20,0.45,144,109,253,1.67,1.15e-08
21,0.45,121,144,265,1.07,0.481
22,0.45,111,73,184,1.93,3.59e-10
23,0.45,240,99,339,3.07,4.81e-49
24,0.45,115,76,191,1.92,2.29e-10
25,0.45,96,82,178,1.48,0.000231
27,0.45,94,71,165,1.68,3.37e-06
28,0.45,56,46,102,1.54,0.00203
29,0.45,47,51,98,1.17,0.269
30,0.45,19,36,55,0.67,0.0898
31,0.45,91,39,130,2.96,1.17e-18
32,0.45,29,19,48,1.94,0.00106
33,0.45,7,15,22,0.59,0.189
34,0.45,13,16,29,1.03,0.887
35,0.45,10,10,20,1.27,0.471
36,0.45,12,1,13,15.21,5.84e-11
37,0.45,43,4,47,13.63,2.1200000000000002e-33
38,0.45,17,3,20,7.18,6.91e-10
39,0.45,7,2,9,4.44,0.00123
40,0.45,2,0,2,inf,0.0
41,0.45,1,4,5,0.32,0.389
42,0.45,0,3,3,0.0,0.185
43,0.45,4,2,6,2.54,0.0757
44,0.45,7,8,15,1.11,0.689
45,0.45,0,1,1,0.0,1.0
47,0.45,10,0,10,inf,0.0
48,0.45,0,0,0,,
49,0.45,9,0,9,inf,0.0
50,0.45,0,0,0,,
51,0.45,1,0,1,inf,0.0
52,0.45,1,0,1,inf,0.0
53,0.45,0,0,0,,
54,0.45,0,1,1,0.0,1.0
55,0.45,0,0,0,,
56,0.45,0,0,0,,
57,0.45,0,0,0,,
58,0.45,0,0,0,,
59,0.45,0,0,0,,
60,0.45,0,0,0,,
61,0.45,0,0,0,,
62,0.45,0,0,0,,
63,0.45,0,0,0,,
64,0.45,0,0,0,,
65,0.45,0,0,0,,
66,0.45,0,0,0,,
68,0.45,0,0,0,,
69,0.45,0,0,0,,
70,0.45,0,0,0,,
71,0.45,0,0,0,,
72,0.45,0,0,0,,
73,0.45,0,0,0,,
74,0.45,0,0,0,,
75,0.45,0,0,0,,
76,0.45,0,0,0,,
77,0.45,0,0,0,,
78,0.45,0,0,0,,
79,0.45,0,0,0,,
80,0.45,0,0,0,,
81,0.45,0,0,0,,
82,0.45,0,0,0,,
83,0.45,0,0,0,,
84,0.45,0,2,2,0.0,0.417
85,0.45,0,0,0,,
86,0.45,0,0,0,,
87,0.45,0,0,0,,
88,0.45,0,0,0,,
89,0.45,0,0,0,,
90,0.45,0,0,0,,
91,0.45,0,0,0,,
92,0.45,0,0,0,,
93,0.45,0,0,0,,
94,0.45,0,0,0,,
95,0.45,0,0,0,,
96,0.45,0,0,0,,
97,0.45,0,0,0,,
98,0.45,0,0,0,,
99,0.45,0,0,0,,
100,0.45,0,0,0,,
2,0.46,913,1469,2382,0.79,2.72e-14
4,0.46,1747,2148,3895,1.03,0.19
5,0.46,1501,1844,3345,1.03,0.212
6,0.46,1470,1663,3133,1.12,1.14e-05
7,0.46,1042,1238,2280,1.07,0.0345
8,0.46,882,958,1840,1.17,5.36e-06
9,0.46,767,738,1505,1.32,1.41e-13
10,0.46,636,583,1219,1.38,4.57e-15
11,0.46,465,415,880,1.42,5.49e-13
13,0.46,286,272,558,1.33,3.06e-06
14,0.46,196,259,455,0.96,0.598
15,0.46,200,217,417,1.17,0.0289
16,0.46,219,158,377,1.76,1.59e-14
17,0.46,191,175,366,1.38,1.9e-05
18,0.46,146,147,293,1.26,0.00689
19,0.46,146,134,280,1.38,0.000205
20,0.46,111,95,206,1.48,0.0001
21,0.46,102,123,225,1.05,0.611
22,0.46,125,65,190,2.44,3.64e-18
23,0.46,190,98,288,2.46,2.53e-27
24,0.46,116,72,188,2.04,4.27e-12
25,0.46,80,72,152,1.41,0.00337
27,0.46,75,72,147,1.32,0.0198
28,0.46,48,37,85,1.64,0.00113
29,0.46,24,46,70,0.66,0.0377
30,0.46,19,25,44,0.96,1.0
31,0.46,89,36,125,3.13,8.46e-20
32,0.46,25,9,34,3.52,1.38e-07
33,0.46,4,14,18,0.36,0.033
34,0.46,13,17,30,0.97,1.0
35,0.46,13,8,21,2.06,0.0147
36,0.46,9,0,9,inf,0.0
37,0.46,41,4,45,13.0,3.88e-31
38,0.46,11,1,12,13.95,8.94e-10
39,0.46,7,2,9,4.44,0.00123
40,0.46,2,0,2,inf,0.0
41,0.46,0,4,4,0.0,0.0846
42,0.46,2,4,6,0.63,0.777
43,0.46,2,2,4,1.27,0.674
44,0.46,2,7,9,0.36,0.194
45,0.46,0,0,0,,
47,0.46,8,0,8,inf,0.0
48,0.46,0,0,0,,
49,0.46,9,0,9,inf,0.0
50,0.46,0,0,0,,
51,0.46,0,0,0,,
52,0.46,0,0,0,,
53,0.46,0,0,0,,
54,0.46,0,1,1,0.0,1.0
55,0.46,0,0,0,,
56,0.46,0,0,0,,
57,0.46,0,0,0,,
58,0.46,0,0,0,,
59,0.46,0,0,0,,
60,0.46,0,0,0,,
61,0.46,0,0,0,,
62,0.46,0,0,0,,
63,0.46,0,0,0,,
64,0.46,0,0,0,,
65,0.46,0,0,0,,
66,0.46,0,0,0,,
68,0.46,0,0,0,,
69,0.46,0,0,0,,
70,0.46,0,0,0,,
71,0.46,0,0,0,,
72,0.46,0,0,0,,
73,0.46,0,0,0,,
74,0.46,0,0,0,,
75,0.46,0,0,0,,
76,0.46,0,0,0,,
77,0.46,0,0,0,,
78,0.46,0,0,0,,
79,0.46,0,0,0,,
80,0.46,0,0,0,,
81,0.46,0,0,0,,
82,0.46,0,0,0,,
83,0.46,0,0,0,,
84,0.46,0,2,2,0.0,0.417
85,0.46,0,0,0,,
86,0.46,0,0,0,,
87,0.46,0,0,0,,
88,0.46,0,0,0,,
89,0.46,0,0,0,,
90,0.46,0,0,0,,
91,0.46,0,0,0,,
92,0.46,0,0,0,,
93,0.46,0,0,0,,
94,0.46,0,0,0,,
95,0.46,0,0,0,,
96,0.46,0,0,0,,
97,0.46,0,0,0,,
98,0.46,0,0,0,,
99,0.46,0,0,0,,
100,0.46,0,0,0,,
2,0.47,978,1587,2565,0.78,2.7e-16
4,0.47,1732,2134,3866,1.03,0.219
5,0.47,1464,1773,3237,1.05,0.0731
6,0.47,1384,1561,2945,1.12,1.28e-05
7,0.47,1009,1176,2185,1.09,0.00728
8,0.47,836,902,1738,1.18,4.02e-06
9,0.47,718,656,1374,1.39,3.83e-17
10,0.47,632,550,1182,1.46,2.41e-19
11,0.47,390,390,780,1.27,5.84e-06
13,0.47,227,247,474,1.17,0.0235
14,0.47,222,244,466,1.15,0.0359
15,0.47,178,199,377,1.13,0.0928
16,0.47,225,160,385,1.78,1.78e-15
17,0.47,184,182,366,1.28,0.00109
18,0.47,125,132,257,1.2,0.044
19,0.47,133,121,254,1.39,0.000263
20,0.47,110,95,205,1.47,0.000129
21,0.47,95,110,205,1.09,0.361
22,0.47,119,73,192,2.07,1.27e-12
23,0.47,179,89,268,2.55,2e-27
24,0.47,101,75,176,1.71,6.4e-07
25,0.47,85,75,160,1.44,0.00139
27,0.47,73,64,137,1.45,0.00297
28,0.47,41,30,71,1.73,0.00128
