Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
74,0.19,125,114,239,1.39,0.000474
75,0.19,111,104,215,1.35,0.0023
76,0.19,108,98,206,1.4,0.000925
77,0.19,82,80,162,1.3,0.023
78,0.19,83,76,159,1.38,0.00435
79,0.19,68,77,145,1.12,0.335
80,0.19,68,89,157,0.97,0.858
81,0.19,30,92,122,0.41,2.66e-08
82,0.19,57,81,138,0.89,0.416
83,0.19,58,74,132,0.99,1.0
84,0.19,135,70,205,2.45,1.18e-19
85,0.19,55,61,116,1.14,0.312
86,0.19,92,60,152,1.94,9.23e-09
87,0.19,47,41,88,1.45,0.0135
88,0.19,72,71,143,1.29,0.0377
89,0.19,73,59,132,1.57,0.000302
90,0.19,73,46,119,2.01,6.99e-08
91,0.19,34,50,84,0.86,0.426
92,0.19,70,47,117,1.89,1.42e-06
93,0.19,54,49,103,1.4,0.0191
94,0.19,94,78,172,1.53,0.00012
95,0.19,55,52,107,1.34,0.0344
96,0.19,99,67,166,1.87,1.2e-08
97,0.19,15,32,47,0.59,0.0453
98,0.19,24,45,69,0.68,0.053
99,0.19,144,29,173,6.3,1.0900000000000001e-64
100,0.19,20,26,46,0.98,1.0
2,0.2,35,83,118,0.53,5.4e-05
4,0.2,310,541,851,0.73,3.02e-09
5,0.2,334,629,963,0.67,8.9e-15
6,0.2,501,848,1349,0.75,8.57e-12
7,0.2,554,852,1406,0.82,2.35e-06
8,0.2,550,819,1369,0.85,0.000105
9,0.2,604,870,1474,0.88,0.00135
10,0.2,622,899,1521,0.88,0.000825
11,0.2,625,851,1476,0.93,0.0726
13,0.2,639,915,1554,0.89,0.00166
14,0.2,682,826,1508,1.05,0.227
15,0.2,618,859,1477,0.91,0.0208
16,0.2,660,787,1447,1.06,0.114
17,0.2,617,735,1352,1.06,0.121
18,0.2,572,808,1380,0.9,0.00873
19,0.2,597,792,1389,0.96,0.275
20,0.2,602,788,1390,0.97,0.441
21,0.2,565,701,1266,1.02,0.592
22,0.2,626,705,1331,1.13,0.00315
23,0.2,554,669,1223,1.05,0.245
24,0.2,480,666,1146,0.91,0.0476
25,0.2,427,668,1095,0.81,6.59e-06
27,0.2,557,645,1202,1.09,0.0337
28,0.2,474,591,1065,1.02,0.709
29,0.2,492,616,1108,1.01,0.766
30,0.2,446,667,1113,0.85,0.000337
31,0.2,513,655,1168,0.99,0.894
32,0.2,427,543,970,1.0,0.981
33,0.2,436,436,872,1.27,1.55e-06
34,0.2,517,626,1143,1.05,0.286
35,0.2,538,465,1003,1.47,3.51e-17
36,0.2,341,435,776,0.99,0.935
37,0.2,361,451,812,1.01,0.769
38,0.2,310,396,706,0.99,0.932
39,0.2,331,387,718,1.08,0.142
40,0.2,289,321,610,1.14,0.0271
41,0.2,312,358,670,1.1,0.0778
42,0.2,358,373,731,1.22,0.000279
43,0.2,269,274,543,1.24,0.000492
44,0.2,372,312,684,1.51,5.78e-14
45,0.2,302,276,578,1.39,5.97e-08
47,0.2,227,273,500,1.05,0.412
48,0.2,225,273,498,1.04,0.494
49,0.2,211,249,460,1.07,0.299
50,0.2,186,235,421,1.0,0.941
51,0.2,225,289,514,0.99,0.894
52,0.2,207,196,403,1.34,5.38e-05
53,0.2,164,171,335,1.22,0.0139
54,0.2,214,233,447,1.16,0.0289
55,0.2,204,190,394,1.36,2.39e-05
56,0.2,140,176,316,1.01,0.898
57,0.2,155,157,312,1.25,0.00682
58,0.2,220,166,386,1.68,9.77e-13
59,0.2,196,181,377,1.37,2.18e-05
60,0.2,152,165,317,1.17,0.0587
61,0.2,215,155,370,1.76,2.57e-14
62,0.2,201,165,366,1.54,7.57e-09
63,0.2,164,145,309,1.43,1.24e-05
64,0.2,75,138,213,0.69,0.00076
65,0.2,221,131,352,2.14,7.689999999999999e-24
66,0.2,108,120,228,1.14,0.165
68,0.2,118,117,235,1.28,0.00908
69,0.2,134,94,228,1.81,3.51e-10
70,0.2,109,112,221,1.23,0.0328
71,0.2,103,86,189,1.52,7.23e-05
72,0.2,117,90,207,1.65,5.14e-07
73,0.2,80,92,172,1.1,0.378
74,0.2,79,91,170,1.1,0.375
75,0.2,97,89,186,1.38,0.00225
76,0.2,83,88,171,1.2,0.104
77,0.2,15,61,76,0.31,4.66e-08
78,0.2,70,70,140,1.27,0.0505
79,0.2,42,140,182,0.38,1.42e-13
80,0.2,60,67,127,1.14,0.334
81,0.2,18,66,84,0.35,1.03e-07
82,0.2,26,65,91,0.51,0.00015
83,0.2,63,65,128,1.23,0.107
84,0.2,92,48,140,2.43,9.92e-14
85,0.2,45,53,98,1.08,0.588
86,0.2,92,64,156,1.82,1.42e-07
87,0.2,38,35,73,1.38,0.0559
88,0.2,45,54,99,1.06,0.701
89,0.2,33,39,72,1.07,0.652
90,0.2,85,39,124,2.76,6.94e-16
91,0.2,9,40,49,0.29,4.44e-06
92,0.2,60,37,97,2.06,6.09e-07
93,0.2,32,31,63,1.31,0.128
94,0.2,62,65,127,1.21,0.141
95,0.2,44,40,84,1.39,0.032
96,0.2,96,59,155,2.06,1.67e-10
97,0.2,28,25,53,1.42,0.0702
98,0.2,18,31,49,0.74,0.224
99,0.2,18,24,42,0.95,1.0
100,0.2,14,19,33,0.93,1.0
2,0.21,56,105,161,0.68,0.00242
4,0.21,395,753,1148,0.67,2.36e-18
5,0.21,495,847,1342,0.74,1.58e-12
6,0.21,702,1119,1821,0.8,1.86e-10
7,0.21,627,1059,1686,0.75,2.91e-14
8,0.21,686,1000,1686,0.87,0.000163
9,0.21,743,1084,1827,0.87,8.23e-05
10,0.21,832,1071,1903,0.98,0.675
11,0.21,843,1005,1848,1.06,0.072
13,0.21,795,1026,1821,0.98,0.631
14,0.21,737,922,1659,1.01,0.707
15,0.21,765,970,1735,1.0,1.0
16,0.21,771,866,1637,1.13,0.000815
17,0.21,762,867,1629,1.11,0.0029
18,0.21,644,930,1574,0.88,0.000718
19,0.21,612,836,1448,0.93,0.0643
20,0.21,616,805,1421,0.97,0.458
21,0.21,761,723,1484,1.33,1.55e-14
22,0.21,621,688,1309,1.14,0.000852
23,0.21,546,639,1185,1.08,0.0623
24,0.21,467,663,1130,0.89,0.0135
25,0.21,495,651,1146,0.96,0.423
27,0.21,495,637,1132,0.99,0.77
28,0.21,495,520,1015,1.21,4.07e-05
29,0.21,551,519,1070,1.35,2.03e-11
30,0.21,515,592,1107,1.1,0.0267
31,0.21,478,619,1097,0.98,0.665
32,0.21,455,460,915,1.25,2.55e-06
33,0.21,505,410,915,1.56,5.420000000000001e-21
34,0.21,451,553,1004,1.03,0.469
35,0.21,459,417,876,1.4,1e-11
36,0.21,305,377,682,1.03,0.641
37,0.21,297,358,655,1.05,0.386
38,0.21,319,330,649,1.23,0.000384
39,0.21,368,322,690,1.45,1.7e-11
40,0.21,267,288,555,1.18,0.00936
41,0.21,264,319,583,1.05,0.429
42,0.21,265,271,536,1.24,0.000671
43,0.21,184,253,437,0.92,0.287
44,0.21,258,238,496,1.37,1.07e-06
45,0.21,194,223,417,1.1,0.173
47,0.21,214,189,403,1.44,5.12e-07
48,0.21,180,213,393,1.07,0.353
49,0.21,143,193,336,0.94,0.49
50,0.21,137,179,316,0.97,0.768
51,0.21,172,206,378,1.06,0.455
52,0.21,138,142,280,1.23,0.0157
53,0.21,93,128,221,0.92,0.455
54,0.21,169,164,333,1.31,0.000797
55,0.21,120,122,242,1.25,0.0187
56,0.21,80,108,188,0.94,0.625
57,0.21,145,120,265,1.53,1.52e-06
58,0.21,161,134,295,1.52,4.78e-07
59,0.21,135,111,246,1.54,2.26e-06
60,0.21,119,133,252,1.13,0.171
61,0.21,147,117,264,1.59,1.25e-07
62,0.21,173,124,297,1.77,5.62e-12
63,0.21,143,85,228,2.13,6.49e-16
64,0.21,45,125,170,0.46,2.2e-09
65,0.21,146,101,247,1.83,2.38e-11
66,0.21,87,85,172,1.3,0.0171
68,0.21,63,74,137,1.08,0.512
69,0.21,127,70,197,2.3,1.42e-16
70,0.21,20,63,83,0.4,3.31e-06
71,0.21,120,69,189,2.2,1.65e-14
72,0.21,46,56,102,1.04,0.763
73,0.21,39,59,98,0.84,0.304
74,0.21,63,59,122,1.35,0.0188
75,0.21,46,52,98,1.12,0.434
76,0.21,64,61,125,1.33,0.0252
77,0.21,34,35,69,1.23,0.215
78,0.21,42,38,80,1.4,0.0348
79,0.21,51,114,165,0.57,1.1e-05
80,0.21,17,36,53,0.6,0.0303
81,0.21,10,35,45,0.36,0.000258
82,0.21,21,21,42,1.27,0.267
83,0.21,25,38,63,0.83,0.411
84,0.21,12,31,43,0.49,0.00824
85,0.21,15,29,44,0.66,0.115
86,0.21,98,40,138,3.11,2.29e-21
87,0.21,38,15,53,3.21,1.17e-09
88,0.21,20,29,49,0.87,0.675
89,0.21,21,23,44,1.16,0.479
90,0.21,44,27,71,2.07,1.68e-05
91,0.21,11,35,46,0.4,0.000561
92,0.21,42,18,60,2.96,1.76e-09
93,0.21,29,24,53,1.53,0.0279
94,0.21,15,43,58,0.44,0.000404
95,0.21,4,24,28,0.21,7.52e-05
96,0.21,35,29,64,1.53,0.0157
97,0.21,7,24,31,0.37,0.00368
98,0.21,12,17,29,0.89,0.891
99,0.21,12,11,23,1.38,0.234
100,0.21,21,14,35,1.9,0.00603
2,0.22,59,107,166,0.7,0.00452
4,0.22,384,776,1160,0.63,2.1799999999999999e-23
5,0.22,513,883,1396,0.74,2.02e-13
6,0.22,716,1137,1853,0.8,2.55e-10
7,0.22,647,1076,1723,0.76,2.91e-13
8,0.22,712,1025,1737,0.88,0.00051
9,0.22,760,1105,1865,0.87,0.000103
10,0.22,848,1104,1952,0.97,0.449
11,0.22,831,1030,1861,1.02,0.511
13,0.22,806,1045,1851,0.98,0.537
14,0.22,749,942,1691,1.01,0.824
15,0.22,769,976,1745,1.0,1.0
16,0.22,793,879,1672,1.14,0.000179
17,0.22,768,869,1637,1.12,0.00175
18,0.22,672,947,1619,0.9,0.00516
19,0.22,638,830,1468,0.97,0.527
20,0.22,605,786,1391,0.98,0.556
21,0.22,781,730,1511,1.36,2.47e-16
22,0.22,593,717,1310,1.05,0.243
23,0.22,544,636,1180,1.08,0.0586
24,0.22,490,671,1161,0.93,0.0872
25,0.22,498,655,1153,0.96,0.424
27,0.22,494,634,1128,0.99,0.804
28,0.22,477,529,1006,1.14,0.00392
29,0.22,551,525,1076,1.33,1.01e-10
30,0.22,529,571,1100,1.17,0.00028
31,0.22,461,612,1073,0.96,0.335
32,0.22,453,454,907,1.27,1.13e-06
33,0.22,467,404,871,1.47,5.19e-15
34,0.22,470,552,1022,1.08,0.0958
35,0.22,442,421,863,1.33,7.68e-09
36,0.22,297,376,673,1.0,0.977
37,0.22,299,356,655,1.06,0.28
38,0.22,300,311,611,1.22,0.000673
39,0.22,368,314,682,1.49,7.56e-13
40,0.22,292,285,577,1.3,1.54e-05
41,0.22,248,322,570,0.98,0.729
42,0.22,255,254,509,1.27,0.000194
43,0.22,187,249,436,0.95,0.543
44,0.22,253,229,482,1.4,3.03e-07
45,0.22,184,228,412,1.02,0.736
47,0.22,209,178,387,1.49,5.59e-08
48,0.22,164,252,416,0.83,0.0127
49,0.22,132,183,315,0.91,0.317
50,0.22,141,174,315,1.03,0.732
51,0.22,170,141,311,1.53,2.01e-07
52,0.22,142,137,279,1.31,0.0017
53,0.22,86,121,207,0.9,0.356
54,0.22,167,162,329,1.31,0.000867
55,0.22,120,125,245,1.22,0.034
56,0.22,88,105,193,1.06,0.545
57,0.22,116,106,222,1.39,0.000809
58,0.22,154,128,282,1.53,9.32e-07
59,0.22,124,102,226,1.54,5.67e-06
60,0.22,112,125,237,1.14,0.173
61,0.22,152,107,259,1.8,2.96e-11
62,0.22,164,124,288,1.68,9.6e-10
63,0.22,133,64,197,2.63,4.91e-22
64,0.22,48,105,153,0.58,4.45e-05
65,0.22,110,97,207,1.44,0.000297
66,0.22,89,74,163,1.52,0.000176
68,0.22,62,68,130,1.16,0.245
69,0.22,135,70,205,2.45,1.18e-19
70,0.22,15,62,77,0.31,2.63e-08
71,0.22,118,70,188,2.14,2.32e-13
72,0.22,42,51,93,1.04,0.752
73,0.22,39,51,90,0.97,0.937
74,0.22,57,55,112,1.31,0.0475
75,0.22,38,52,90,0.93,0.696
76,0.22,63,58,121,1.38,0.0143
77,0.22,30,31,61,1.23,0.264
78,0.22,30,34,64,1.12,0.499
79,0.22,42,111,153,0.48,1e-07
80,0.22,16,37,53,0.55,0.012
81,0.22,8,29,37,0.35,0.000721
82,0.22,21,28,49,0.95,0.915
83,0.22,25,40,65,0.79,0.284
84,0.22,12,24,36,0.63,0.133
85,0.22,15,27,42,0.7,0.193
86,0.22,98,30,128,4.14,3.0699999999999998e-30
87,0.22,38,15,53,3.21,1.17e-09
88,0.22,18,27,45,0.85,0.587
89,0.22,30,14,44,2.72,1.81e-06
90,0.22,42,25,67,2.13,1.26e-05
91,0.22,17,34,51,0.63,0.0652
92,0.22,42,19,61,2.8,7.97e-09
93,0.22,29,17,46,2.16,0.00017
94,0.22,15,37,52,0.51,0.00688
95,0.22,4,23,27,0.22,0.000142
96,0.22,35,27,62,1.64,0.00625
97,0.22,1,23,24,0.06,4.49e-07
98,0.22,12,18,30,0.85,0.69
99,0.22,6,5,11,1.52,0.302
100,0.22,21,14,35,1.9,0.00603
2,0.23,75,113,188,0.84,0.152
4,0.23,476,814,1290,0.74,4.95e-12
5,0.23,589,979,1568,0.76,4.18e-12
6,0.23,758,1233,1991,0.78,4.52e-13
7,0.23,699,1165,1864,0.76,1.87e-14
8,0.23,805,1113,1918,0.92,0.0124
9,0.23,842,1138,1980,0.94,0.0601
10,0.23,926,1196,2122,0.98,0.585
11,0.23,834,1110,1944,0.95,0.16
13,0.23,871,1105,1976,1.0,1.0
14,0.23,785,970,1755,1.03,0.464
15,0.23,735,997,1732,0.93,0.0654
16,0.23,832,874,1706,1.21,9.42e-08
17,0.23,812,884,1696,1.16,1.77e-05
18,0.23,665,955,1620,0.88,0.000961
19,0.23,635,845,1480,0.95,0.225
20,0.23,672,776,1448,1.1,0.016
21,0.23,783,710,1493,1.4,2.82e-19
22,0.23,649,716,1365,1.15,0.000457
23,0.23,494,642,1136,0.98,0.606
24,0.23,503,633,1136,1.01,0.857
25,0.23,463,623,1086,0.94,0.203
27,0.23,504,619,1123,1.03,0.465
28,0.23,419,504,923,1.05,0.278
29,0.23,569,495,1064,1.46,1.47e-17
30,0.23,462,545,1007,1.07,0.12
31,0.23,435,567,1002,0.97,0.584
32,0.23,428,442,870,1.23,3.33e-05
33,0.23,397,372,769,1.35,7.16e-09
34,0.23,430,524,954,1.04,0.4
35,0.23,388,399,787,1.23,5.68e-05
36,0.23,308,353,661,1.11,0.0757
37,0.23,253,322,575,1.0,1.0
38,0.23,333,278,611,1.52,7.2e-13
39,0.23,341,275,616,1.57,6.07e-15
40,0.23,300,263,563,1.45,1.51e-09
41,0.23,197,258,455,0.97,0.673
42,0.23,224,228,452,1.25,0.00146
43,0.23,184,226,410,1.03,0.652
44,0.23,265,196,461,1.71,6.63e-16
45,0.23,139,202,341,0.87,0.112
47,0.23,169,163,332,1.31,0.000652
48,0.23,147,219,366,0.85,0.0515
49,0.23,114,161,275,0.9,0.266
50,0.23,129,155,284,1.06,0.526
51,0.23,110,125,235,1.12,0.246
52,0.23,116,129,245,1.14,0.164
53,0.23,116,113,229,1.3,0.00576
54,0.23,162,125,287,1.64,4.07e-09
55,0.23,96,103,199,1.18,0.107
56,0.23,77,91,168,1.07,0.516
57,0.23,86,98,184,1.11,0.305
58,0.23,128,106,234,1.53,6.47e-06
59,0.23,98,92,190,1.35,0.00393
60,0.23,93,121,214,0.97,0.878
61,0.23,128,94,222,1.73,1.33e-08
62,0.23,137,105,242,1.65,4.32e-08
63,0.23,93,51,144,2.31,1.21e-12
64,0.23,47,99,146,0.6,0.00022
65,0.23,69,70,139,1.25,0.0685
66,0.23,94,70,164,1.7,2.03e-06
68,0.23,35,52,87,0.85,0.39
69,0.23,114,63,177,2.29,4.74e-15
70,0.23,31,52,83,0.76,0.137
71,0.23,93,57,150,2.07,3.18e-10
72,0.23,10,36,46,0.35,0.000149
73,0.23,25,44,69,0.72,0.106
74,0.23,52,50,102,1.32,0.055
75,0.23,24,42,66,0.72,0.118
76,0.23,51,40,91,1.62,0.00126
77,0.23,13,18,31,0.92,0.894
78,0.23,32,23,55,1.76,0.00298
79,0.23,24,105,129,0.29,5.87e-14
80,0.23,16,39,55,0.52,0.00502
81,0.23,9,18,27,0.63,0.229
82,0.23,18,13,31,1.76,0.0264
83,0.23,22,31,53,0.9,0.761
84,0.23,7,23,30,0.39,0.00635
85,0.23,9,18,27,0.63,0.229
86,0.23,141,20,161,8.94,5.33e-82
87,0.23,43,15,58,3.63,2.23e-12
88,0.23,15,20,35,0.95,1.0
89,0.23,20,6,26,4.23,1.47e-07
90,0.23,43,22,65,2.48,1.82e-07
91,0.23,17,28,45,0.77,0.337
92,0.23,18,9,27,2.54,0.000424
93,0.23,13,13,26,1.27,0.348
94,0.23,3,23,26,0.17,2.97e-05
95,0.23,8,18,26,0.56,0.11
96,0.23,32,19,51,2.14,0.000128
97,0.23,0,19,19,0.0,7.58e-07
98,0.23,4,13,17,0.39,0.0577
99,0.23,5,7,12,0.91,1.0
100,0.23,21,11,32,2.42,0.000274
2,0.24,66,122,188,0.69,0.00151
4,0.24,493,846,1339,0.74,1.15e-12
5,0.24,634,1036,1670,0.78,1.77e-11
6,0.24,779,1265,2044,0.78,3e-13
7,0.24,741,1216,1957,0.77,1.18e-13
8,0.24,856,1152,2008,0.94,0.0771
9,0.24,866,1166,2032,0.94,0.0733
10,0.24,981,1227,2208,1.01,0.659
11,0.24,872,1160,2032,0.95,0.154
13,0.24,875,1103,1978,1.01,0.863
14,0.24,790,1004,1794,1.0,0.971
15,0.24,758,1015,1773,0.95,0.133
16,0.24,821,845,1666,1.23,4.69e-09
17,0.24,799,871,1670,1.16,2.38e-05
18,0.24,665,950,1615,0.89,0.00167
19,0.24,616,859,1475,0.91,0.0169
20,0.24,693,765,1458,1.15,0.00032
21,0.24,786,720,1506,1.38,2.28e-18
22,0.24,626,714,1340,1.11,0.00836
23,0.24,507,619,1126,1.04,0.386
24,0.24,498,629,1127,1.0,0.928
25,0.24,439,623,1062,0.89,0.0169
27,0.24,509,614,1123,1.05,0.262
28,0.24,407,501,908,1.03,0.543
29,0.24,579,498,1077,1.47,9.78e-19
30,0.24,450,548,998,1.04,0.383
31,0.24,389,549,938,0.9,0.0332
32,0.24,425,425,850,1.27,1.99e-06
33,0.24,405,349,754,1.47,2.01e-13
34,0.24,423,510,933,1.05,0.292
35,0.24,343,391,734,1.11,0.0516
36,0.24,294,327,621,1.14,0.0264
37,0.24,228,326,554,0.89,0.0693
38,0.24,280,265,545,1.34,2.69e-06
39,0.24,323,262,585,1.56,6.34e-14
40,0.24,246,237,483,1.32,3.31e-05
41,0.24,184,212,396,1.1,0.2
42,0.24,224,222,446,1.28,0.000361
43,0.24,159,210,369,0.96,0.64
44,0.24,255,193,448,1.68,2.2e-14
45,0.24,133,184,317,0.92,0.338
47,0.24,167,135,302,1.57,4.84e-08
48,0.24,148,227,375,0.83,0.02
49,0.24,96,153,249,0.8,0.0225
50,0.24,128,145,273,1.12,0.206
51,0.24,126,103,229,1.55,3.66e-06
52,0.24,114,123,237,1.18,0.093
53,0.24,104,108,212,1.22,0.0445
54,0.24,149,125,274,1.51,1.96e-06
55,0.24,90,86,176,1.33,0.0089
56,0.24,57,76,133,0.95,0.796
57,0.24,82,84,166,1.24,0.0564
58,0.24,119,90,209,1.68,1.95e-07
59,0.24,147,89,236,2.09,1.15e-15
60,0.24,91,119,210,0.97,0.836
61,0.24,112,78,190,1.82,6.77e-09
62,0.24,61,89,150,0.87,0.309
63,0.24,93,51,144,2.31,1.21e-12
64,0.24,28,68,96,0.52,0.000163
65,0.24,83,62,145,1.7,7.9e-06
66,0.24,75,59,134,1.61,0.000124
68,0.24,33,49,82,0.85,0.42
69,0.24,101,56,157,2.29,2.68e-13
70,0.24,30,50,80,0.76,0.151
71,0.24,97,54,151,2.28,6.62e-13
72,0.24,9,34,43,0.34,0.000141
73,0.24,32,41,73,0.99,1.0
74,0.24,37,43,80,1.09,0.548
75,0.24,22,31,53,0.9,0.761
76,0.24,53,37,90,1.82,5.95e-05
77,0.24,8,15,23,0.68,0.31
78,0.24,34,23,57,1.87,0.000853
79,0.24,22,101,123,0.28,4.42e-14
80,0.24,17,30,47,0.72,0.215
81,0.24,7,18,25,0.49,0.0611
82,0.24,12,17,29,0.89,0.891
83,0.24,18,26,44,0.88,0.659
84,0.24,5,20,25,0.32,0.00341
85,0.24,8,14,22,0.72,0.451
86,0.24,138,19,157,9.21,6.94e-82
87,0.24,41,15,56,3.47,2.94e-11
88,0.24,15,19,34,1.0,0.897
89,0.24,19,8,27,3.01,3.42e-05
90,0.24,34,22,56,1.96,0.000401
91,0.24,15,26,41,0.73,0.268
92,0.24,18,10,28,2.28,0.00174
93,0.24,5,8,13,0.79,0.841
94,0.24,2,22,24,0.12,1.02e-05
95,0.24,8,21,29,0.48,0.0352
96,0.24,29,14,43,2.63,5.01e-06
97,0.24,4,16,20,0.32,0.0104
98,0.24,4,10,14,0.51,0.21
99,0.24,7,5,12,1.77,0.124
100,0.24,21,10,31,2.66,7.73e-05
2,0.25,67,123,190,0.69,0.00159
4,0.25,514,894,1408,0.73,2.75e-14
5,0.25,647,1049,1696,0.78,4.79e-11
6,0.25,799,1311,2110,0.77,1.27e-14
7,0.25,775,1250,2025,0.79,1.65e-12
8,0.25,885,1185,2070,0.95,0.1
9,0.25,904,1194,2098,0.96,0.215
10,0.25,1012,1264,2276,1.02,0.629
11,0.25,869,1199,2068,0.92,0.011
13,0.25,883,1118,2001,1.0,0.959
14,0.25,798,1018,1816,0.99,0.886
15,0.25,777,1024,1801,0.96,0.285
16,0.25,838,861,1699,1.23,2.51e-09
17,0.25,799,889,1688,1.14,0.000244
18,0.25,698,956,1654,0.93,0.0389
19,0.25,608,851,1459,0.91,0.0132
20,0.25,692,724,1416,1.21,7.6e-07
21,0.25,785,715,1500,1.39,6.69e-19
22,0.25,620,694,1314,1.13,0.00204
23,0.25,481,626,1107,0.97,0.586
24,0.25,512,611,1123,1.06,0.168
25,0.25,393,608,1001,0.82,4.6e-05
27,0.25,479,581,1060,1.05,0.323
28,0.25,406,500,906,1.03,0.543
29,0.25,545,497,1042,1.39,1.84e-13
30,0.25,461,581,1042,1.01,0.888
31,0.25,363,539,902,0.85,0.00209
32,0.25,414,408,822,1.29,6.88e-07
33,0.25,422,348,770,1.54,9.85e-17
34,0.25,406,490,896,1.05,0.318
35,0.25,342,356,698,1.22,0.000358
36,0.25,273,307,580,1.13,0.049
37,0.25,236,295,531,1.01,0.818
38,0.25,280,253,533,1.4,6.34e-08
39,0.25,310,238,548,1.65,2.29e-16
40,0.25,254,232,486,1.39,6.38e-07
41,0.25,161,201,362,1.02,0.842
42,0.25,239,208,447,1.46,3.87e-08
43,0.25,139,213,352,0.83,0.0247
44,0.25,230,170,400,1.72,4.78e-14
45,0.25,138,171,309,1.02,0.763
47,0.25,151,128,279,1.5,3.26e-06
48,0.25,141,227,368,0.79,0.00387
49,0.25,90,140,230,0.82,0.0506
50,0.25,117,130,247,1.14,0.151
51,0.25,120,94,214,1.62,9.05e-07
52,0.25,103,103,206,1.27,0.0194
53,0.25,121,103,224,1.49,3.68e-05
54,0.25,130,124,254,1.33,0.00167
55,0.25,90,85,175,1.34,0.00702
56,0.25,59,74,133,1.01,0.896
57,0.25,83,83,166,1.27,0.0351
58,0.25,88,85,173,1.31,0.0142
59,0.25,120,78,198,1.95,3.13e-11
60,0.25,85,102,187,1.06,0.615
61,0.25,107,63,170,2.15,1.47e-12
62,0.25,63,79,142,1.01,0.899
63,0.25,84,43,127,2.48,3.84e-13
64,0.25,64,67,131,1.21,0.129
65,0.25,70,54,124,1.64,0.000113
66,0.25,70,60,130,1.48,0.00172
68,0.25,21,49,70,0.54,0.0028
69,0.25,98,54,152,2.3,3.12e-13
70,0.25,26,40,66,0.82,0.372
71,0.25,87,52,139,2.12,3.48e-10
72,0.25,8,30,38,0.34,0.000412
73,0.25,28,32,60,1.11,0.55
74,0.25,31,35,66,1.12,0.504
75,0.25,20,22,42,1.15,0.471
76,0.25,53,36,89,1.87,3.01e-05
77,0.25,6,12,18,0.63,0.328
78,0.25,31,22,53,1.79,0.00248
79,0.25,25,96,121,0.33,2.41e-11
80,0.25,26,35,61,0.94,0.849
81,0.25,5,16,21,0.4,0.0327
82,0.25,7,10,17,0.89,1.0
83,0.25,13,19,32,0.87,0.699
84,0.25,5,21,26,0.3,0.00189
85,0.25,8,9,17,1.13,0.704
86,0.25,120,13,133,11.7,9.6e-83
87,0.25,37,14,51,3.35,6.34e-10
88,0.25,14,15,29,1.18,0.467
89,0.25,34,12,46,3.59,5.48e-10
90,0.25,32,24,56,1.69,0.00536
91,0.25,15,21,36,0.91,0.806
92,0.25,18,8,26,2.85,0.000106
93,0.25,1,6,7,0.21,0.102
94,0.25,2,22,24,0.12,1.02e-05
95,0.25,8,18,26,0.56,0.11
96,0.25,11,9,20,1.55,0.133
97,0.25,4,16,20,0.32,0.0104
98,0.25,3,6,9,0.63,0.642
99,0.25,5,3,8,2.11,0.0917
100,0.25,16,5,21,4.06,4.1e-06
2,0.26,75,142,217,0.67,0.00026
4,0.26,568,941,1509,0.77,1.91e-11
5,0.26,659,1127,1786,0.74,3.34e-16
6,0.26,869,1345,2214,0.82,7.37e-10
7,0.26,832,1304,2136,0.81,1.46e-10
8,0.26,936,1251,2187,0.95,0.102
9,0.26,986,1253,2239,1.0,0.961
10,0.26,1003,1313,2316,0.97,0.312
11,0.26,893,1221,2114,0.93,0.0219
13,0.26,917,1099,2016,1.06,0.085
14,0.26,773,1025,1798,0.96,0.212
15,0.26,795,1021,1816,0.99,0.734
16,0.26,763,868,1631,1.11,0.00291
17,0.26,782,889,1671,1.12,0.00239
18,0.26,700,910,1610,0.98,0.521
19,0.26,630,851,1481,0.94,0.11
20,0.26,687,718,1405,1.21,6.86e-07
21,0.26,773,691,1464,1.42,1.53e-20
22,0.26,573,695,1268,1.05,0.281
23,0.26,482,605,1087,1.01,0.818
24,0.26,501,605,1106,1.05,0.268
25,0.26,434,599,1033,0.92,0.078
27,0.26,465,558,1023,1.06,0.23
28,0.26,387,491,878,1.0,1.0
29,0.26,548,475,1023,1.46,3.05e-17
30,0.26,418,562,980,0.94,0.232
31,0.26,328,520,848,0.8,2.64e-05
32,0.26,458,400,858,1.45,3.61e-14
33,0.26,407,378,785,1.37,1.9e-09
34,0.26,347,467,814,0.94,0.271
35,0.26,355,351,706,1.28,5.8e-06
36,0.26,249,286,535,1.1,0.116
37,0.26,233,273,506,1.08,0.231
38,0.26,243,228,471,1.35,6.92e-06
39,0.26,286,230,516,1.58,6.9e-13
40,0.26,202,196,398,1.31,0.000239
41,0.26,196,186,382,1.34,9.75e-05
42,0.26,177,182,359,1.23,0.0065
43,0.26,108,196,304,0.7,8.99e-05
44,0.26,186,151,337,1.56,1.41e-08
45,0.26,127,158,285,1.02,0.822
47,0.26,128,115,243,1.41,0.000223
48,0.26,132,207,339,0.81,0.0134
49,0.26,73,101,174,0.92,0.501
50,0.26,94,109,203,1.09,0.387
51,0.26,117,94,211,1.58,3.91e-06
52,0.26,111,87,198,1.62,2.18e-06
53,0.26,120,97,217,1.57,4.18e-06
54,0.26,93,112,205,1.05,0.594
55,0.26,90,65,155,1.76,8.29e-07
56,0.26,45,67,112,0.85,0.302
57,0.26,79,65,144,1.54,0.000268
