Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
11,0.07,59,53,112,1.41,0.0105
13,0.07,50,81,131,0.78,0.0903
14,0.07,42,68,110,0.78,0.116
15,0.07,56,84,140,0.85,0.219
16,0.07,54,66,120,1.04,0.781
17,0.07,59,93,152,0.8,0.101
18,0.07,46,61,107,0.96,0.829
19,0.07,52,84,136,0.78,0.0847
20,0.07,59,79,138,0.95,0.751
21,0.07,47,114,161,0.52,1.06e-06
22,0.07,94,111,205,1.07,0.486
23,0.07,49,117,166,0.53,1.13e-06
24,0.07,85,110,195,0.98,0.914
25,0.07,53,80,133,0.84,0.231
27,0.07,76,103,179,0.94,0.617
28,0.07,78,100,178,0.99,1.0
29,0.07,78,94,172,1.05,0.642
30,0.07,67,97,164,0.88,0.303
31,0.07,43,133,176,0.41,1.1e-11
32,0.07,65,88,153,0.94,0.674
33,0.07,35,98,133,0.45,1.02e-07
34,0.07,55,99,154,0.7,0.00763
35,0.07,67,106,173,0.8,0.0705
36,0.07,58,84,142,0.88,0.356
37,0.07,59,118,177,0.63,0.000219
38,0.07,38,81,119,0.59,0.00069
39,0.07,68,77,145,1.12,0.335
40,0.07,36,85,121,0.54,5.07e-05
41,0.07,55,71,126,0.98,0.947
42,0.07,68,138,206,0.62,3.48e-05
43,0.07,48,99,147,0.61,0.000344
44,0.07,66,87,153,0.96,0.809
45,0.07,46,77,123,0.76,0.062
47,0.07,37,84,121,0.56,0.00013
48,0.07,50,106,156,0.6,9.67e-05
49,0.07,53,90,143,0.75,0.0322
50,0.07,41,97,138,0.54,1.26e-05
51,0.07,87,125,212,0.88,0.267
52,0.07,69,83,152,1.05,0.665
53,0.07,52,88,140,0.75,0.0353
54,0.07,85,99,184,1.09,0.427
55,0.07,92,108,200,1.08,0.447
56,0.07,38,82,120,0.59,0.00047
57,0.07,99,95,194,1.32,0.00766
58,0.07,68,122,190,0.71,0.00302
59,0.07,68,97,165,0.89,0.36
60,0.07,67,76,143,1.12,0.365
61,0.07,40,75,115,0.68,0.011
62,0.07,82,79,161,1.32,0.0158
63,0.07,44,98,142,0.57,5.04e-05
64,0.07,37,96,133,0.49,1.2e-06
65,0.07,60,81,141,0.94,0.707
66,0.07,71,77,148,1.17,0.198
68,0.07,62,81,143,0.97,0.9
69,0.07,48,84,132,0.72,0.0227
70,0.07,41,68,109,0.76,0.0873
71,0.07,112,88,200,1.61,2.43e-06
72,0.07,33,109,142,0.38,9.87e-11
73,0.07,102,63,165,2.05,6.06e-11
74,0.07,109,96,205,1.44,0.00028
75,0.07,66,85,151,0.98,0.951
76,0.07,27,80,107,0.43,5.38e-07
77,0.07,31,71,102,0.55,0.000376
78,0.07,50,78,128,0.81,0.16
79,0.07,31,80,111,0.49,1.24e-05
80,0.07,74,80,154,1.17,0.166
81,0.07,51,58,109,1.11,0.415
82,0.07,89,82,171,1.38,0.00408
83,0.07,39,92,131,0.54,2.18e-05
84,0.07,52,65,117,1.01,0.889
85,0.07,34,83,117,0.52,3.11e-05
86,0.07,36,88,124,0.52,1.41e-05
87,0.07,78,67,145,1.48,0.00116
88,0.07,42,84,126,0.63,0.00204
89,0.07,21,85,106,0.31,9.12e-11
90,0.07,55,91,146,0.77,0.0508
91,0.07,77,75,152,1.3,0.0265
92,0.07,16,82,98,0.25,1.04e-12
93,0.07,36,81,117,0.56,0.000209
94,0.07,43,84,127,0.65,0.00309
95,0.07,15,81,96,0.23,4.61e-13
96,0.07,78,69,147,1.43,0.00223
97,0.07,88,69,157,1.62,2.38e-05
98,0.07,38,75,113,0.64,0.00414
99,0.07,18,75,93,0.3,6.55e-10
100,0.07,79,73,152,1.37,0.00671
2,0.08,207,265,472,0.99,0.917
4,0.08,33,57,90,0.73,0.0852
5,0.08,34,64,98,0.67,0.0197
6,0.08,51,73,124,0.89,0.428
7,0.08,28,66,94,0.54,0.000383
8,0.08,53,81,134,0.83,0.188
9,0.08,59,69,128,1.08,0.541
10,0.08,41,75,116,0.69,0.0159
11,0.08,68,74,142,1.17,0.213
13,0.08,59,86,145,0.87,0.302
14,0.08,59,87,146,0.86,0.276
15,0.08,60,89,149,0.85,0.256
16,0.08,74,69,143,1.36,0.0118
17,0.08,73,109,182,0.85,0.177
18,0.08,58,72,130,1.02,0.842
19,0.08,58,102,160,0.72,0.0102
20,0.08,90,100,190,1.14,0.214
21,0.08,64,117,181,0.69,0.00245
22,0.08,97,138,235,0.89,0.27
23,0.08,79,126,205,0.79,0.0393
24,0.08,85,129,214,0.84,0.101
25,0.08,58,96,154,0.77,0.0437
27,0.08,103,112,215,1.17,0.122
28,0.08,83,101,184,1.04,0.694
29,0.08,88,111,199,1.01,0.957
30,0.08,55,101,156,0.69,0.00419
31,0.08,59,141,200,0.53,7.18e-08
32,0.08,67,94,161,0.9,0.449
33,0.08,54,114,168,0.6,5.72e-05
34,0.08,65,116,181,0.71,0.00462
35,0.08,73,122,195,0.76,0.0163
36,0.08,64,83,147,0.98,0.951
37,0.08,74,132,206,0.71,0.00231
38,0.08,58,89,147,0.83,0.152
39,0.08,53,97,150,0.69,0.0059
40,0.08,51,94,145,0.69,0.00616
41,0.08,57,84,141,0.86,0.295
42,0.08,86,141,227,0.77,0.0153
43,0.08,55,103,158,0.68,0.00265
44,0.08,86,88,174,1.24,0.0541
45,0.08,48,87,135,0.7,0.011
47,0.08,48,99,147,0.61,0.000344
48,0.08,70,113,183,0.79,0.0436
49,0.08,75,98,173,0.97,0.864
50,0.08,44,96,140,0.58,0.00011
51,0.08,100,138,238,0.92,0.442
52,0.08,62,86,148,0.91,0.543
53,0.08,52,87,139,0.76,0.0458
54,0.08,82,100,182,1.04,0.693
55,0.08,96,108,204,1.13,0.233
56,0.08,68,95,163,0.91,0.452
57,0.08,102,103,205,1.26,0.026
58,0.08,54,122,176,0.56,3.99e-06
59,0.08,52,102,154,0.65,0.000961
60,0.08,81,87,168,1.18,0.146
61,0.08,57,88,145,0.82,0.149
62,0.08,68,83,151,1.04,0.711
63,0.08,49,92,141,0.68,0.00468
64,0.08,50,96,146,0.66,0.00224
65,0.08,40,84,124,0.6,0.000694
66,0.08,75,89,164,1.07,0.55
68,0.08,60,85,145,0.89,0.427
69,0.08,48,94,142,0.65,0.00164
70,0.08,45,89,134,0.64,0.00183
71,0.08,68,85,153,1.01,0.903
72,0.08,58,92,150,0.8,0.0883
73,0.08,78,68,146,1.45,0.00161
74,0.08,103,78,181,1.67,1.45e-06
75,0.08,43,89,132,0.61,0.000639
76,0.08,33,83,116,0.5,1.37e-05
77,0.08,41,74,115,0.7,0.0216
78,0.08,45,91,136,0.63,0.000912
79,0.08,72,95,167,0.96,0.817
80,0.08,54,82,136,0.83,0.213
81,0.08,74,63,137,1.49,0.00106
82,0.08,81,89,170,1.15,0.189
83,0.08,35,102,137,0.44,1.94e-08
84,0.08,56,58,114,1.22,0.138
85,0.08,23,86,109,0.34,5.78e-10
86,0.08,26,84,110,0.39,3.46e-08
87,0.08,111,66,177,2.13,1.05e-12
88,0.08,46,81,127,0.72,0.0239
89,0.08,25,104,129,0.3,2.65e-13
90,0.08,44,86,130,0.65,0.00282
91,0.08,85,74,159,1.46,0.00101
92,0.08,25,72,97,0.44,3.96e-06
93,0.08,33,76,109,0.55,0.000216
94,0.08,20,74,94,0.34,1.29e-08
95,0.08,33,73,106,0.57,0.000585
96,0.08,68,68,136,1.27,0.0552
97,0.08,54,63,117,1.09,0.522
98,0.08,38,77,115,0.63,0.00246
99,0.08,47,82,129,0.73,0.025
100,0.08,97,59,156,2.08,9.02e-11
2,0.09,232,312,544,0.94,0.387
4,0.09,37,65,102,0.72,0.0498
5,0.09,38,71,109,0.68,0.0133
6,0.09,54,75,129,0.91,0.558
7,0.09,32,80,112,0.51,2.24e-05
8,0.09,50,93,143,0.68,0.00494
9,0.09,57,83,140,0.87,0.322
10,0.09,51,84,135,0.77,0.0646
11,0.09,85,90,175,1.2,0.0961
13,0.09,65,108,173,0.76,0.0261
14,0.09,58,98,156,0.75,0.0262
15,0.09,78,96,174,1.03,0.773
16,0.09,80,78,158,1.3,0.0215
17,0.09,77,121,198,0.81,0.0578
18,0.09,73,80,153,1.16,0.207
19,0.09,80,116,196,0.87,0.249
20,0.09,97,109,206,1.13,0.234
21,0.09,63,132,195,0.61,1.85e-05
22,0.09,96,145,241,0.84,0.0914
23,0.09,69,140,209,0.62,3.2e-05
24,0.09,90,135,225,0.85,0.12
25,0.09,66,111,177,0.75,0.0212
27,0.09,117,112,229,1.32,0.00333
28,0.09,96,107,203,1.14,0.21
29,0.09,115,133,248,1.1,0.328
30,0.09,65,112,177,0.74,0.0121
31,0.09,73,151,224,0.61,7.96e-06
32,0.09,67,100,167,0.85,0.195
33,0.09,69,128,197,0.68,0.000979
34,0.09,68,119,187,0.72,0.00609
35,0.09,79,131,210,0.76,0.0156
36,0.09,65,87,152,0.95,0.717
37,0.09,69,145,214,0.6,6.48e-06
38,0.09,61,98,159,0.79,0.068
39,0.09,73,94,167,0.98,0.954
40,0.09,82,105,187,0.99,1.0
41,0.09,67,96,163,0.88,0.357
42,0.09,90,138,228,0.83,0.0754
43,0.09,57,123,180,0.59,1.46e-05
44,0.09,83,87,170,1.21,0.0901
45,0.09,80,96,176,1.06,0.604
47,0.09,63,119,182,0.67,0.000917
48,0.09,66,127,193,0.66,0.000369
49,0.09,112,96,208,1.48,8.65e-05
50,0.09,42,110,152,0.48,1.58e-07
51,0.09,109,130,239,1.06,0.52
52,0.09,69,82,151,1.07,0.575
53,0.09,57,96,153,0.75,0.0287
54,0.09,102,105,207,1.23,0.0414
55,0.09,92,107,199,1.09,0.413
56,0.09,73,99,172,0.93,0.61
57,0.09,92,110,202,1.06,0.554
58,0.09,53,116,169,0.58,1.67e-05
59,0.09,47,95,142,0.63,0.000767
60,0.09,69,97,166,0.9,0.423
61,0.09,53,82,135,0.82,0.152
62,0.09,67,97,164,0.88,0.303
63,0.09,48,84,132,0.72,0.0227
64,0.09,47,81,128,0.74,0.033
65,0.09,41,80,121,0.65,0.00371
66,0.09,99,85,184,1.48,0.000233
68,0.09,81,82,163,1.25,0.0461
69,0.09,51,98,149,0.66,0.00205
70,0.09,49,90,139,0.69,0.00739
71,0.09,76,86,162,1.12,0.33
72,0.09,67,96,163,0.88,0.357
73,0.09,78,64,142,1.55,0.000306
74,0.09,94,82,176,1.45,0.000591
75,0.09,47,88,135,0.68,0.00561
76,0.09,34,84,118,0.51,2.01e-05
77,0.09,32,71,103,0.57,0.000785
78,0.09,39,86,125,0.57,0.0002
79,0.09,67,93,160,0.91,0.52
80,0.09,56,80,136,0.89,0.412
81,0.09,77,66,143,1.48,0.00107
82,0.09,82,85,167,1.22,0.0757
83,0.09,40,105,145,0.48,2.7e-07
84,0.09,52,58,110,1.14,0.336
85,0.09,38,87,125,0.55,8.05e-05
86,0.09,29,83,112,0.44,6.46e-07
87,0.09,126,65,191,2.46,1.04e-18
88,0.09,57,89,146,0.81,0.12
89,0.09,28,96,124,0.37,5.46e-10
90,0.09,57,81,138,0.89,0.416
91,0.09,77,73,150,1.34,0.0144
92,0.09,35,65,100,0.68,0.0208
93,0.09,38,76,114,0.63,0.00352
94,0.09,33,69,102,0.61,0.00273
95,0.09,23,71,94,0.41,9.05e-07
96,0.09,63,64,127,1.25,0.0783
97,0.09,54,64,118,1.07,0.621
98,0.09,25,83,108,0.38,2e-08
99,0.09,46,83,129,0.7,0.0156
100,0.09,93,55,148,2.14,5.07e-11
2,0.1,247,365,612,0.86,0.0151
4,0.1,44,96,140,0.58,0.00011
5,0.1,50,101,151,0.63,0.000489
6,0.1,72,105,177,0.87,0.248
7,0.1,44,147,191,0.38,3.14e-14
8,0.1,58,138,196,0.53,1.16e-07
9,0.1,77,121,198,0.81,0.0578
10,0.1,112,130,242,1.09,0.347
11,0.1,96,108,204,1.13,0.233
13,0.1,79,152,231,0.66,9.67e-05
14,0.1,71,148,219,0.61,6.52e-06
15,0.1,87,138,225,0.8,0.0346
16,0.1,83,111,194,0.95,0.669
17,0.1,130,144,274,1.14,0.121
18,0.1,78,125,203,0.79,0.0384
19,0.1,101,151,252,0.85,0.0984
20,0.1,141,156,297,1.15,0.104
21,0.1,101,176,277,0.73,0.000895
22,0.1,109,192,301,0.72,0.000333
23,0.1,85,158,243,0.68,0.000226
24,0.1,127,131,258,1.23,0.0232
25,0.1,105,149,254,0.89,0.267
27,0.1,111,155,266,0.91,0.341
28,0.1,101,124,225,1.03,0.723
29,0.1,132,226,358,0.74,0.000353
30,0.1,101,133,234,0.96,0.769
31,0.1,86,179,265,0.61,7.47e-07
32,0.1,54,129,183,0.53,2.84e-07
33,0.1,90,151,241,0.76,0.00668
34,0.1,71,141,212,0.64,6.32e-05
35,0.1,76,140,216,0.69,0.000695
36,0.1,97,112,209,1.1,0.338
37,0.1,80,145,225,0.7,0.000864
38,0.1,92,108,200,1.08,0.447
39,0.1,78,122,200,0.81,0.0658
40,0.1,88,120,208,0.93,0.537
41,0.1,55,103,158,0.68,0.00265
42,0.1,89,149,238,0.76,0.00729
43,0.1,115,118,233,1.24,0.0255
44,0.1,106,122,228,1.1,0.307
45,0.1,102,110,212,1.18,0.106
47,0.1,101,115,216,1.11,0.269
48,0.1,66,124,190,0.67,0.000813
49,0.1,116,125,241,1.18,0.086
50,0.1,47,115,162,0.52,6.86e-07
51,0.1,124,131,255,1.2,0.0484
52,0.1,106,98,204,1.37,0.00171
53,0.1,59,97,156,0.77,0.0449
54,0.1,107,107,214,1.27,0.0164
55,0.1,92,99,191,1.18,0.126
56,0.1,96,110,206,1.11,0.307
57,0.1,99,124,223,1.01,0.879
58,0.1,62,119,181,0.66,0.000627
59,0.1,61,77,138,1.0,0.949
60,0.1,72,99,171,0.92,0.533
61,0.1,70,97,167,0.91,0.492
62,0.1,40,107,147,0.47,1.08e-07
63,0.1,83,85,168,1.24,0.0576
64,0.1,58,85,143,0.87,0.298
65,0.1,29,99,128,0.37,3.33e-10
66,0.1,109,90,199,1.54,2.32e-05
68,0.1,45,70,115,0.82,0.178
69,0.1,35,83,118,0.53,5.4e-05
70,0.1,27,86,113,0.4,2.61e-08
71,0.1,93,98,191,1.2,0.0772
72,0.1,31,83,114,0.47,3.13e-06
73,0.1,37,60,97,0.78,0.145
74,0.1,18,90,108,0.25,1.35e-13
75,0.1,20,62,82,0.41,5.54e-06
76,0.1,23,66,89,0.44,1.09e-05
77,0.1,34,64,98,0.67,0.0197
78,0.1,36,89,125,0.51,1.17e-05
79,0.1,35,79,114,0.56,0.000225
80,0.1,70,79,149,1.12,0.311
81,0.1,53,63,116,1.07,0.619
82,0.1,38,79,117,0.61,0.00119
83,0.1,36,92,128,0.5,3.08e-06
84,0.1,58,51,109,1.44,0.00718
85,0.1,18,65,83,0.35,1.78e-07
86,0.1,41,61,102,0.85,0.348
87,0.1,101,74,175,1.73,3.72e-07
88,0.1,40,80,120,0.63,0.00243
89,0.1,22,97,119,0.29,4.62e-13
90,0.1,30,83,113,0.46,1.65e-06
91,0.1,73,58,131,1.6,0.000198
92,0.1,17,60,77,0.36,6.35e-07
93,0.1,38,45,83,1.07,0.674
94,0.1,39,54,93,0.92,0.645
95,0.1,13,56,69,0.29,6.7e-08
96,0.1,60,60,120,1.27,0.0687
97,0.1,102,63,165,2.05,6.06e-11
98,0.1,18,69,87,0.33,1.95e-08
99,0.1,14,65,79,0.27,1.26e-09
100,0.1,94,60,154,1.99,1.65e-09
2,0.11,303,454,757,0.85,0.00291
4,0.11,75,143,218,0.66,0.000189
5,0.11,75,149,224,0.64,3.73e-05
6,0.11,111,144,255,0.98,0.851
7,0.11,63,188,251,0.42,3.58e-15
8,0.11,90,207,297,0.55,4.92e-10
9,0.11,106,209,315,0.64,1.21e-06
10,0.11,133,188,321,0.9,0.217
11,0.11,116,165,281,0.89,0.235
13,0.11,129,204,333,0.8,0.0102
14,0.11,77,205,282,0.48,1.69e-13
15,0.11,128,194,322,0.84,0.0426
16,0.11,107,158,265,0.86,0.116
17,0.11,127,198,325,0.81,0.0179
18,0.11,140,163,303,1.09,0.309
19,0.11,121,186,307,0.82,0.0347
20,0.11,145,192,337,0.96,0.654
21,0.11,113,214,327,0.67,6.08e-06
22,0.11,124,200,324,0.79,0.00587
23,0.11,124,175,299,0.9,0.249
24,0.11,113,149,262,0.96,0.712
25,0.11,125,172,297,0.92,0.389
27,0.11,124,166,290,0.95,0.599
28,0.11,130,153,283,1.08,0.386
29,0.11,139,232,371,0.76,0.000836
30,0.11,149,164,313,1.15,0.0856
31,0.11,89,182,271,0.62,1.41e-06
32,0.11,63,154,217,0.52,6.82e-09
33,0.11,118,160,278,0.94,0.503
34,0.11,128,165,293,0.98,0.895
35,0.11,91,163,254,0.71,0.000559
36,0.11,111,139,250,1.01,0.886
37,0.11,72,154,226,0.59,1.68e-06
38,0.11,83,140,223,0.75,0.00754
39,0.11,100,140,240,0.91,0.34
40,0.11,107,126,233,1.08,0.422
41,0.11,45,127,172,0.45,1.11e-09
42,0.11,108,117,225,1.17,0.106
43,0.11,130,113,243,1.46,4.23e-05
44,0.11,69,110,179,0.8,0.0596
45,0.11,105,106,211,1.26,0.0214
47,0.11,118,109,227,1.37,0.000962
48,0.11,95,116,211,1.04,0.714
49,0.11,116,112,228,1.31,0.00467
50,0.11,71,95,166,0.95,0.728
51,0.11,97,109,206,1.13,0.234
52,0.11,64,86,150,0.94,0.715
53,0.11,82,84,166,1.24,0.0564
54,0.11,112,100,212,1.42,0.000374
55,0.11,55,79,134,0.88,0.409
56,0.11,46,77,123,0.76,0.062
57,0.11,127,105,232,1.53,5.89e-06
58,0.11,63,104,167,0.77,0.0354
59,0.11,50,88,138,0.72,0.0189
60,0.11,71,73,144,1.23,0.0857
61,0.11,44,75,119,0.74,0.0505
62,0.11,68,119,187,0.72,0.00609
63,0.11,55,86,141,0.81,0.128
64,0.11,46,74,120,0.79,0.115
65,0.11,19,80,99,0.3,1.31e-10
66,0.11,99,74,173,1.7,1.07e-06
68,0.11,21,59,80,0.45,4.89e-05
69,0.11,34,60,94,0.72,0.0579
70,0.11,31,55,86,0.71,0.0675
71,0.11,77,71,148,1.37,0.0073
72,0.11,28,62,90,0.57,0.00159
73,0.11,57,50,107,1.45,0.00826
74,0.11,11,65,76,0.21,2.59e-11
75,0.11,28,50,78,0.71,0.0787
76,0.11,37,57,94,0.82,0.263
77,0.11,41,52,93,1.0,1.0
78,0.11,30,66,96,0.58,0.00136
79,0.11,14,88,102,0.2,1.33e-15
80,0.11,49,68,117,0.91,0.584
81,0.11,41,50,91,1.04,0.75
82,0.11,47,61,108,0.98,0.942
83,0.11,25,80,105,0.4,9.57e-08
84,0.11,19,38,57,0.63,0.0438
85,0.11,28,51,79,0.7,0.0576
86,0.11,38,40,78,1.2,0.246
87,0.11,68,61,129,1.41,0.00599
88,0.11,45,58,103,0.98,1.0
89,0.11,15,108,123,0.18,1.88e-20
90,0.11,10,62,72,0.2,3.74e-11
91,0.11,44,42,86,1.33,0.067
92,0.11,8,44,52,0.23,9.96e-08
93,0.11,15,57,72,0.33,4.45e-07
94,0.11,19,43,62,0.56,0.00755
95,0.11,18,51,69,0.45,0.00014
96,0.11,19,45,64,0.54,0.00409
97,0.11,10,42,52,0.3,4.97e-06
98,0.11,23,51,74,0.57,0.0044
99,0.11,3,61,64,0.06,5.78e-17
100,0.11,69,51,120,1.72,3.53e-05
2,0.12,332,501,833,0.84,0.00119
4,0.12,83,151,234,0.7,0.000566
5,0.12,83,161,244,0.65,4.13e-05
6,0.12,126,167,293,0.96,0.662
7,0.12,82,205,287,0.51,5.63e-12
8,0.12,94,224,318,0.53,1.2e-11
9,0.12,119,225,344,0.67,3.54e-06
10,0.12,142,199,341,0.9,0.246
11,0.12,114,194,308,0.75,0.00117
13,0.12,133,220,353,0.77,0.00156
14,0.12,88,211,299,0.53,3.27e-11
15,0.12,140,218,358,0.81,0.0143
16,0.12,118,181,299,0.83,0.0397
17,0.12,148,212,360,0.89,0.141
18,0.12,151,176,327,1.09,0.307
19,0.12,142,198,340,0.91,0.279
20,0.12,120,168,288,0.91,0.296
21,0.12,124,234,358,0.67,2.64e-06
22,0.12,124,196,320,0.8,0.0124
23,0.12,129,181,310,0.9,0.275
24,0.12,137,168,305,1.03,0.695
25,0.12,119,167,286,0.9,0.294
27,0.12,162,173,335,1.19,0.0318
28,0.12,134,149,283,1.14,0.127
29,0.12,156,247,403,0.8,0.0045
30,0.12,147,171,318,1.09,0.3
31,0.12,97,181,278,0.68,6.52e-05
32,0.12,62,162,224,0.49,1.42e-10
33,0.12,98,164,262,0.76,0.00476
34,0.12,113,164,277,0.87,0.158
35,0.12,117,158,275,0.94,0.53
36,0.12,97,130,227,0.95,0.621
37,0.12,76,131,207,0.74,0.00574
38,0.12,91,143,234,0.81,0.0379
39,0.12,108,136,244,1.01,0.923
40,0.12,130,144,274,1.14,0.121
41,0.12,46,111,157,0.53,1.71e-06
42,0.12,83,112,195,0.94,0.631
43,0.12,154,117,271,1.67,4.22e-09
44,0.12,65,111,176,0.74,0.0138
45,0.12,130,105,235,1.57,1.51e-06
47,0.12,119,101,220,1.49,3.93e-05
48,0.12,98,110,208,1.13,0.236
49,0.12,101,106,207,1.21,0.0623
50,0.12,60,91,151,0.84,0.174
51,0.12,105,103,208,1.29,0.0105
52,0.12,54,101,155,0.68,0.0029
53,0.12,79,94,173,1.07,0.561
54,0.12,117,90,207,1.65,5.14e-07
55,0.12,44,79,123,0.71,0.0187
56,0.12,47,75,122,0.79,0.118
57,0.12,118,97,215,1.54,9.61e-06
58,0.12,82,110,192,0.95,0.667
59,0.12,43,90,133,0.61,0.000443
60,0.12,49,67,116,0.93,0.679
61,0.12,43,78,121,0.7,0.0152
62,0.12,63,115,178,0.69,0.00268
63,0.12,49,77,126,0.81,0.139
64,0.12,43,76,119,0.72,0.0276
65,0.12,32,72,104,0.56,0.000525
66,0.12,111,74,185,1.9,7.39e-10
68,0.12,31,63,94,0.62,0.00678
69,0.12,40,53,93,0.96,0.877
70,0.12,33,50,83,0.84,0.339
71,0.12,78,59,137,1.68,2.53e-05
72,0.12,34,44,78,0.98,1.0
73,0.12,49,42,91,1.48,0.00882
74,0.12,27,60,87,0.57,0.00215
75,0.12,14,46,60,0.39,4.16e-05
76,0.12,32,46,78,0.88,0.56
77,0.12,33,53,86,0.79,0.188
78,0.12,20,60,80,0.42,1.14e-05
79,0.12,12,69,81,0.22,9.48e-12
80,0.12,43,66,109,0.83,0.238
81,0.12,40,45,85,1.13,0.449
82,0.12,24,59,83,0.52,0.000407
83,0.12,26,66,92,0.5,9.59e-05
84,0.12,14,37,51,0.48,0.00289
85,0.12,27,53,80,0.65,0.0199
86,0.12,27,36,63,0.95,0.925
87,0.12,60,49,109,1.55,0.00123
88,0.12,46,70,116,0.83,0.251
89,0.12,16,103,119,0.2,2.26e-18
90,0.12,7,67,74,0.13,6.48e-15
91,0.12,41,31,72,1.68,0.00219
92,0.12,11,45,56,0.31,3.08e-06
93,0.12,16,57,73,0.36,1.43e-06
94,0.12,18,41,59,0.56,0.00819
95,0.12,18,47,65,0.49,0.000939
96,0.12,7,39,46,0.23,5.16e-07
97,0.12,2,42,44,0.06,3.91e-12
98,0.12,24,41,65,0.74,0.159
99,0.12,9,55,64,0.21,4.57e-10
100,0.12,71,46,117,1.96,2.88e-07
2,0.13,356,528,884,0.85,0.00261
4,0.13,87,155,242,0.71,0.000928
5,0.13,85,166,251,0.65,2.51e-05
6,0.13,136,170,306,1.01,0.863
7,0.13,86,220,306,0.5,2.75e-13
8,0.13,105,239,344,0.56,4.15e-11
9,0.13,126,238,364,0.67,2.22e-06
10,0.13,146,214,360,0.86,0.0823
11,0.13,122,207,329,0.75,0.000843
13,0.13,133,223,356,0.76,0.000866
14,0.13,96,219,315,0.56,2.64e-10
15,0.13,159,212,371,0.95,0.561
16,0.13,134,196,330,0.87,0.0983
17,0.13,154,219,373,0.89,0.158
18,0.13,157,179,336,1.11,0.177
19,0.13,143,209,352,0.87,0.0929
20,0.13,118,177,295,0.85,0.0681
21,0.13,133,240,373,0.7,1.94e-05
22,0.13,115,205,320,0.71,0.000129
23,0.13,114,178,292,0.81,0.0249
24,0.13,130,173,303,0.95,0.607
25,0.13,105,169,274,0.79,0.0133
27,0.13,158,164,322,1.22,0.0136
28,0.13,151,158,309,1.21,0.0219
29,0.13,154,173,327,1.13,0.133
30,0.13,145,169,314,1.09,0.298
31,0.13,104,187,291,0.71,0.000199
32,0.13,70,159,229,0.56,9.17e-08
33,0.13,106,163,269,0.82,0.0466
34,0.13,111,158,269,0.89,0.243
35,0.13,112,159,271,0.89,0.245
36,0.13,99,137,236,0.92,0.413
37,0.13,75,131,206,0.73,0.00421
38,0.13,97,145,242,0.85,0.111
39,0.13,112,140,252,1.01,0.849
40,0.13,129,139,268,1.18,0.0688
41,0.13,45,112,157,0.51,4.97e-07
42,0.13,92,110,202,1.06,0.554
43,0.13,147,109,256,1.71,2.2e-09
44,0.13,76,117,193,0.82,0.095
45,0.13,81,108,189,0.95,0.704
47,0.13,112,98,210,1.45,0.000204
48,0.13,98,110,208,1.13,0.236
49,0.13,90,100,190,1.14,0.214
50,0.13,66,88,154,0.95,0.764
51,0.13,96,96,192,1.27,0.0246
52,0.13,63,102,165,0.78,0.0506
53,0.13,64,88,152,0.92,0.588
54,0.13,121,92,213,1.67,1.94e-07
55,0.13,42,76,118,0.7,0.0197
56,0.13,49,72,121,0.86,0.352
57,0.13,79,92,171,1.09,0.444
58,0.13,81,106,187,0.97,0.827
59,0.13,40,78,118,0.65,0.00486
60,0.13,46,64,110,0.91,0.573
61,0.13,43,71,114,0.77,0.0821
62,0.13,68,95,163,0.91,0.452
63,0.13,50,69,119,0.92,0.634
64,0.13,61,80,141,0.97,0.85
65,0.13,33,73,106,0.57,0.000585
66,0.13,111,66,177,2.13,1.05e-12
68,0.13,27,58,85,0.59,0.0038
69,0.13,57,49,106,1.47,0.00477
70,0.13,33,50,83,0.84,0.339
71,0.13,74,57,131,1.65,6.82e-05
72,0.13,26,42,68,0.78,0.257
73,0.13,52,40,92,1.65,0.000679
74,0.13,24,58,82,0.52,0.00063
75,0.13,15,46,61,0.41,0.000118
76,0.13,27,39,66,0.88,0.588
77,0.13,33,70,103,0.6,0.00187
78,0.13,21,55,76,0.48,0.000248
79,0.13,29,67,96,0.55,0.000544
80,0.13,45,67,112,0.85,0.302
81,0.13,44,42,86,1.33,0.067
82,0.13,11,51,62,0.27,9.27e-08
83,0.13,35,74,109,0.6,0.00129
84,0.13,15,37,52,0.51,0.00688
85,0.13,24,49,73,0.62,0.0155
86,0.13,31,40,71,0.98,1.0
87,0.13,60,50,110,1.52,0.00233
88,0.13,44,64,108,0.87,0.398
89,0.13,16,102,118,0.2,4.25e-18
90,0.13,7,65,72,0.14,2.45e-14
91,0.13,33,33,66,1.27,0.169
92,0.13,5,44,49,0.14,8.2e-10
93,0.13,24,53,77,0.57,0.00406
94,0.13,16,43,59,0.47,0.00102
95,0.13,18,43,61,0.53,0.00438
96,0.13,5,40,45,0.16,1.16e-08
97,0.13,2,36,38,0.07,4.04e-10
98,0.13,22,39,61,0.72,0.125
99,0.13,9,60,69,0.19,1.9e-11
100,0.13,70,45,115,1.97,3.26e-07
2,0.14,437,650,1087,0.85,0.000603
4,0.14,108,186,294,0.74,0.000923
5,0.14,109,197,306,0.7,0.00011
6,0.14,154,215,369,0.91,0.248
7,0.14,111,254,365,0.55,6.7e-12
8,0.14,140,258,398,0.69,2.81e-06
9,0.14,174,268,442,0.82,0.00871
10,0.14,162,262,424,0.78,0.00148
11,0.14,132,230,362,0.73,0.000143
13,0.14,175,250,425,0.89,0.116
