Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
5,0.07,33,52,85,0.8,0.24
6,0.07,36,55,91,0.83,0.287
7,0.07,22,52,74,0.54,0.0017
8,0.07,38,57,95,0.85,0.332
9,0.07,46,56,102,1.04,0.763
10,0.07,39,64,103,0.77,0.12
12,0.07,32,75,107,0.54,0.000153
13,0.07,48,79,127,0.77,0.0753
14,0.07,41,66,107,0.79,0.144
15,0.07,55,81,136,0.86,0.287
16,0.07,54,64,118,1.07,0.621
17,0.07,59,91,150,0.82,0.139
18,0.07,46,60,106,0.97,0.942
19,0.07,51,83,134,0.78,0.0728
20,0.07,55,78,133,0.89,0.444
21,0.07,46,109,155,0.54,3.15e-06
22,0.07,88,109,197,1.02,0.787
23,0.07,47,112,159,0.53,1.94e-06
24,0.07,77,110,187,0.89,0.333
26,0.07,78,87,165,1.14,0.251
27,0.07,75,103,178,0.92,0.541
28,0.07,62,98,160,0.8,0.0872
29,0.07,64,90,154,0.9,0.44
30,0.07,67,94,161,0.9,0.449
31,0.07,43,128,171,0.43,1.33e-10
32,0.07,65,84,149,0.98,0.951
33,0.07,35,96,131,0.46,2.63e-07
34,0.07,55,99,154,0.7,0.00763
35,0.07,66,103,169,0.81,0.0953
36,0.07,57,82,139,0.88,0.383
37,0.07,45,116,161,0.49,1.08e-07
38,0.07,38,81,119,0.59,0.00069
39,0.07,68,76,144,1.13,0.3
40,0.07,35,85,120,0.52,2.31e-05
41,0.07,55,71,126,0.98,0.947
42,0.07,68,132,200,0.65,0.000223
43,0.07,48,96,144,0.63,0.000827
44,0.07,62,87,149,0.9,0.468
46,0.07,35,86,121,0.52,1.9e-05
47,0.07,36,81,117,0.56,0.000209
48,0.07,49,106,155,0.59,6.04e-05
49,0.07,52,89,141,0.74,0.027
50,0.07,39,96,135,0.52,4.99e-06
51,0.07,88,120,208,0.93,0.537
52,0.07,69,83,152,1.05,0.665
53,0.07,52,87,139,0.76,0.0458
54,0.07,85,97,182,1.11,0.33
55,0.07,80,104,184,0.98,0.868
56,0.07,39,81,120,0.61,0.00109
57,0.07,94,94,188,1.27,0.0268
58,0.07,68,121,189,0.71,0.00403
59,0.07,68,94,162,0.92,0.522
60,0.07,67,76,143,1.12,0.365
61,0.07,40,81,121,0.63,0.00171
62,0.07,82,80,162,1.3,0.023
63,0.07,44,99,143,0.56,4.21e-05
64,0.07,37,94,131,0.5,2.94e-06
65,0.07,60,83,143,0.92,0.536
67,0.07,47,84,131,0.71,0.0163
68,0.07,64,85,149,0.95,0.76
69,0.07,43,83,126,0.66,0.00432
70,0.07,41,70,111,0.74,0.0588
71,0.07,110,87,197,1.6,3.88e-06
72,0.07,33,111,144,0.38,4.65e-11
73,0.07,70,67,137,1.32,0.0228
74,0.07,109,96,205,1.44,0.00028
75,0.07,66,85,151,0.98,0.951
76,0.07,27,80,107,0.43,5.38e-07
77,0.07,30,71,101,0.54,0.00022
78,0.07,50,81,131,0.78,0.0903
79,0.07,29,81,110,0.45,1.69e-06
80,0.07,74,83,157,1.13,0.292
81,0.07,51,61,112,1.06,0.665
82,0.07,89,80,169,1.41,0.00195
83,0.07,36,94,130,0.49,1.25e-06
84,0.07,53,66,119,1.02,0.89
85,0.07,34,84,118,0.51,2.01e-05
86,0.07,35,88,123,0.5,7.9e-06
87,0.07,75,69,144,1.38,0.00795
88,0.07,42,84,126,0.63,0.00204
89,0.07,21,96,117,0.28,2.23e-13
90,0.07,55,92,147,0.76,0.0394
91,0.07,69,82,151,1.07,0.575
92,0.07,17,85,102,0.25,6.87e-13
93,0.07,36,80,116,0.57,0.000312
94,0.07,43,85,128,0.64,0.00219
95,0.07,15,79,94,0.24,1.57e-12
96,0.07,78,68,146,1.45,0.00161
97,0.07,88,71,159,1.57,7.28e-05
98,0.07,40,84,124,0.6,0.000694
99,0.07,19,76,95,0.32,1.28e-09
1,0.08,268,415,683,0.82,0.000769
3,0.08,76,118,194,0.82,0.0775
4,0.08,32,52,84,0.78,0.183
5,0.08,33,61,94,0.69,0.03
6,0.08,46,71,117,0.82,0.203
7,0.08,24,61,85,0.5,0.000215
8,0.08,51,79,130,0.82,0.163
9,0.08,58,67,125,1.1,0.449
10,0.08,39,73,112,0.68,0.012
12,0.08,35,93,128,0.48,1.07e-06
13,0.08,57,80,137,0.9,0.488
14,0.08,57,86,143,0.84,0.202
15,0.08,59,87,146,0.86,0.276
16,0.08,74,67,141,1.4,0.00572
17,0.08,73,106,179,0.87,0.273
18,0.08,57,70,127,1.03,0.787
19,0.08,57,99,156,0.73,0.0147
20,0.08,86,99,185,1.1,0.364
21,0.08,63,112,175,0.71,0.00554
22,0.08,91,133,224,0.87,0.186
23,0.08,74,120,194,0.78,0.0346
24,0.08,77,129,206,0.76,0.0129
26,0.08,54,105,159,0.65,0.00094
27,0.08,102,112,214,1.15,0.15
28,0.08,67,99,166,0.86,0.234
29,0.08,74,104,178,0.9,0.407
30,0.08,55,97,152,0.72,0.0117
31,0.08,59,139,198,0.54,1.65e-07
32,0.08,67,89,156,0.95,0.765
33,0.08,54,110,164,0.62,0.000202
34,0.08,65,116,181,0.71,0.00462
35,0.08,73,114,187,0.81,0.081
36,0.08,63,82,145,0.97,0.901
37,0.08,60,130,190,0.59,7.93e-06
38,0.08,58,88,146,0.84,0.186
39,0.08,52,97,149,0.68,0.00412
40,0.08,50,93,143,0.68,0.00494
41,0.08,57,80,137,0.9,0.488
42,0.08,77,133,210,0.73,0.00525
43,0.08,55,100,155,0.7,0.00566
44,0.08,82,87,169,1.19,0.116
46,0.08,21,97,118,0.27,1.24e-13
47,0.08,48,95,143,0.64,0.00117
48,0.08,68,110,178,0.78,0.0464
49,0.08,74,97,171,0.97,0.819
50,0.08,42,94,136,0.57,7.23e-05
51,0.08,100,135,235,0.94,0.56
52,0.08,62,86,148,0.91,0.543
53,0.08,52,86,138,0.77,0.0591
54,0.08,81,98,179,1.05,0.649
55,0.08,84,103,187,1.03,0.739
56,0.08,69,93,162,0.94,0.682
57,0.08,97,102,199,1.21,0.0736
58,0.08,52,120,172,0.55,2.56e-06
59,0.08,52,102,154,0.65,0.000961
60,0.08,81,87,168,1.18,0.146
61,0.08,56,93,149,0.76,0.0407
62,0.08,68,84,152,1.03,0.806
63,0.08,43,92,135,0.59,0.000256
64,0.08,33,95,128,0.44,8.61e-08
65,0.08,40,86,126,0.59,0.000402
67,0.08,43,72,115,0.76,0.0724
68,0.08,62,90,152,0.87,0.312
69,0.08,43,90,133,0.61,0.000443
70,0.08,45,90,135,0.63,0.0013
71,0.08,66,84,150,1.0,1.0
72,0.08,58,94,152,0.78,0.0625
73,0.08,45,67,112,0.85,0.302
74,0.08,103,78,181,1.67,1.45e-06
75,0.08,43,89,132,0.61,0.000639
76,0.08,30,82,112,0.46,2.65e-06
77,0.08,40,74,114,0.69,0.0151
78,0.08,45,95,140,0.6,0.000258
79,0.08,72,96,168,0.95,0.73
80,0.08,54,84,138,0.82,0.14
81,0.08,74,66,140,1.42,0.00352
82,0.08,81,88,169,1.17,0.166
83,0.08,32,102,134,0.4,1.28e-09
84,0.08,57,59,116,1.22,0.123
85,0.08,23,87,110,0.34,3.32e-10
86,0.08,26,83,109,0.4,4.32e-08
87,0.08,108,68,176,2.01,5.06e-11
88,0.08,46,81,127,0.72,0.0239
89,0.08,25,107,132,0.3,6.67e-14
90,0.08,44,87,131,0.64,0.002
91,0.08,82,81,163,1.28,0.0281
92,0.08,26,76,102,0.43,1.46e-06
93,0.08,33,76,109,0.55,0.000216
94,0.08,20,74,94,0.34,1.29e-08
95,0.08,33,71,104,0.59,0.00128
96,0.08,68,65,133,1.33,0.0249
97,0.08,54,65,119,1.05,0.675
98,0.08,39,83,122,0.6,0.000637
99,0.08,47,81,128,0.74,0.033
1,0.09,299,455,754,0.83,0.00119
3,0.09,95,133,228,0.91,0.353
4,0.09,36,60,96,0.76,0.109
5,0.09,33,68,101,0.62,0.00323
6,0.09,49,73,122,0.85,0.291
7,0.09,28,74,102,0.48,1.42e-05
8,0.09,48,89,137,0.68,0.00703
9,0.09,56,81,137,0.88,0.348
10,0.09,49,82,131,0.76,0.0533
12,0.09,50,103,153,0.62,0.000292
13,0.09,63,101,164,0.79,0.0638
14,0.09,51,95,146,0.68,0.00451
15,0.09,75,94,169,1.01,0.907
16,0.09,80,74,154,1.37,0.00705
17,0.09,77,115,192,0.85,0.156
18,0.09,70,75,145,1.18,0.152
19,0.09,78,111,189,0.89,0.335
20,0.09,93,107,200,1.1,0.354
21,0.09,61,128,189,0.6,2.66e-05
22,0.09,90,139,229,0.82,0.0619
23,0.09,65,134,199,0.61,2.67e-05
24,0.09,82,134,216,0.78,0.0193
26,0.09,71,111,182,0.81,0.0773
27,0.09,117,110,227,1.35,0.00179
28,0.09,81,106,187,0.97,0.827
29,0.09,101,123,224,1.04,0.684
30,0.09,64,108,172,0.75,0.0196
31,0.09,72,148,220,0.62,1.23e-05
32,0.09,67,97,164,0.88,0.303
33,0.09,69,124,193,0.71,0.00276
34,0.09,68,119,187,0.72,0.00609
35,0.09,79,123,202,0.81,0.0671
36,0.09,63,86,149,0.93,0.626
37,0.09,55,142,197,0.49,3.66e-09
38,0.09,61,97,158,0.8,0.076
39,0.09,70,92,162,0.96,0.814
40,0.09,81,104,185,0.99,0.956
41,0.09,67,92,159,0.92,0.557
42,0.09,80,130,210,0.78,0.0258
43,0.09,57,119,176,0.61,5.31e-05
44,0.09,79,87,166,1.15,0.204
46,0.09,30,104,134,0.37,7.03e-11
47,0.09,63,113,176,0.71,0.00485
48,0.09,64,123,187,0.66,0.000441
49,0.09,111,95,206,1.48,0.0001
50,0.09,42,108,150,0.49,3.03e-07
51,0.09,109,125,234,1.11,0.289
52,0.09,69,82,151,1.07,0.575
53,0.09,56,94,150,0.76,0.036
54,0.09,101,103,204,1.24,0.0345
55,0.09,81,102,183,1.01,0.911
56,0.09,72,94,166,0.97,0.862
57,0.09,86,108,194,1.01,0.914
58,0.09,48,114,162,0.53,1.82e-06
59,0.09,47,91,138,0.65,0.00252
60,0.09,69,97,166,0.9,0.423
61,0.09,52,87,139,0.76,0.0458
62,0.09,67,96,163,0.88,0.357
63,0.09,42,84,126,0.63,0.00204
64,0.09,47,80,127,0.74,0.0434
65,0.09,41,82,123,0.63,0.00223
67,0.09,52,68,120,0.97,0.891
68,0.09,83,87,170,1.21,0.0901
69,0.09,46,96,142,0.61,0.000345
70,0.09,49,90,139,0.69,0.00739
71,0.09,73,84,157,1.1,0.389
72,0.09,67,98,165,0.87,0.255
73,0.09,48,63,111,0.97,0.887
74,0.09,94,81,175,1.47,0.00043
75,0.09,47,88,135,0.68,0.00561
76,0.09,31,84,115,0.47,1.97e-06
77,0.09,31,71,102,0.55,0.000376
78,0.09,39,89,128,0.56,7.51e-05
79,0.09,67,94,161,0.9,0.449
80,0.09,56,82,138,0.87,0.319
81,0.09,77,69,146,1.41,0.00345
82,0.09,82,84,166,1.24,0.0564
83,0.09,37,105,142,0.45,2.33e-08
84,0.09,53,59,112,1.14,0.34
85,0.09,38,88,126,0.55,5.34e-05
86,0.09,29,81,110,0.45,1.69e-06
87,0.09,123,67,190,2.33,1.67e-16
88,0.09,57,89,146,0.81,0.12
89,0.09,28,99,127,0.36,1.1e-10
90,0.09,57,83,140,0.87,0.322
91,0.09,74,80,154,1.17,0.166
92,0.09,36,69,105,0.66,0.00985
93,0.09,38,76,114,0.63,0.00352
94,0.09,33,69,102,0.61,0.00273
95,0.09,23,69,92,0.42,2.47e-06
96,0.09,63,60,123,1.33,0.0286
97,0.09,54,66,120,1.04,0.781
98,0.09,26,89,115,0.37,2.49e-09
99,0.09,46,82,128,0.71,0.0179
1,0.1,335,543,878,0.78,2.94e-06
3,0.1,109,159,268,0.87,0.152
4,0.1,39,91,130,0.54,3.3e-05
5,0.1,45,97,142,0.59,0.00015
6,0.1,65,97,162,0.85,0.208
7,0.1,40,140,180,0.36,2.14e-14
8,0.1,56,133,189,0.53,2.51e-07
9,0.1,75,116,191,0.82,0.0935
10,0.1,109,124,233,1.11,0.265
12,0.1,75,135,210,0.7,0.00158
13,0.1,75,141,216,0.67,0.000357
14,0.1,63,143,206,0.56,4.14e-07
15,0.1,83,132,215,0.8,0.039
16,0.1,83,108,191,0.97,0.871
17,0.1,125,137,262,1.16,0.111
18,0.1,77,118,195,0.83,0.0967
19,0.1,94,145,239,0.82,0.0607
20,0.1,136,150,286,1.15,0.107
21,0.1,94,166,260,0.72,0.000858
22,0.1,102,184,286,0.7,0.000208
23,0.1,80,145,225,0.7,0.000864
24,0.1,118,128,246,1.17,0.0901
26,0.1,89,132,221,0.85,0.154
27,0.1,108,154,262,0.89,0.237
28,0.1,82,120,202,0.87,0.216
29,0.1,118,184,302,0.81,0.0221
30,0.1,99,127,226,0.99,0.96
31,0.1,85,170,255,0.63,7.85e-06
32,0.1,53,127,180,0.53,3.02e-07
33,0.1,78,146,224,0.68,0.000316
34,0.1,70,139,209,0.64,6.87e-05
35,0.1,65,130,195,0.63,9.02e-05
36,0.1,93,108,201,1.09,0.385
37,0.1,62,142,204,0.55,3.69e-07
38,0.1,90,103,193,1.11,0.317
39,0.1,76,120,196,0.8,0.0566
40,0.1,80,118,198,0.86,0.194
41,0.1,55,96,151,0.73,0.0155
42,0.1,88,142,230,0.79,0.0229
43,0.1,112,114,226,1.25,0.023
44,0.1,101,118,219,1.09,0.406
46,0.1,46,99,145,0.59,0.000112
47,0.1,91,109,200,1.06,0.589
48,0.1,64,120,184,0.68,0.00115
49,0.1,111,123,234,1.14,0.154
50,0.1,46,111,157,0.53,1.71e-06
51,0.1,124,126,250,1.25,0.0158
52,0.1,105,99,204,1.34,0.00377
53,0.1,59,96,155,0.78,0.0572
54,0.1,103,103,206,1.27,0.0194
55,0.1,82,96,178,1.08,0.454
56,0.1,95,103,198,1.17,0.133
57,0.1,96,118,214,1.03,0.755
58,0.1,59,116,175,0.64,0.000361
59,0.1,61,75,136,1.03,0.794
60,0.1,61,98,159,0.79,0.068
61,0.1,70,99,169,0.9,0.395
62,0.1,40,107,147,0.47,1.08e-07
63,0.1,83,85,168,1.24,0.0576
64,0.1,57,82,139,0.88,0.383
65,0.1,29,99,128,0.37,3.33e-10
67,0.1,39,63,102,0.78,0.136
68,0.1,47,72,119,0.83,0.207
69,0.1,32,80,112,0.51,2.24e-05
70,0.1,27,87,114,0.39,2.1e-08
71,0.1,90,96,186,1.19,0.107
72,0.1,30,83,113,0.46,1.65e-06
73,0.1,37,60,97,0.78,0.145
74,0.1,18,89,107,0.26,2.47e-13
75,0.1,20,62,82,0.41,5.54e-06
76,0.1,23,66,89,0.44,1.09e-05
77,0.1,34,64,98,0.67,0.0197
78,0.1,36,94,130,0.49,1.25e-06
79,0.1,35,80,115,0.55,0.00015
80,0.1,70,80,150,1.11,0.377
81,0.1,53,61,114,1.1,0.47
82,0.1,38,78,116,0.62,0.00172
83,0.1,36,89,125,0.51,1.17e-05
84,0.1,59,53,112,1.41,0.0105
85,0.1,18,66,84,0.35,1.03e-07
86,0.1,41,61,102,0.85,0.348
87,0.1,101,74,175,1.73,3.72e-07
88,0.1,40,79,119,0.64,0.00345
89,0.1,22,97,119,0.29,4.62e-13
90,0.1,30,83,113,0.46,1.65e-06
91,0.1,73,65,138,1.42,0.00403
92,0.1,18,64,82,0.36,3.08e-07
93,0.1,38,45,83,1.07,0.674
94,0.1,39,54,93,0.92,0.645
95,0.1,13,52,65,0.32,6.67e-07
96,0.1,60,59,119,1.29,0.0558
97,0.1,97,64,161,1.92,5.18e-09
98,0.1,16,73,89,0.28,1.6e-10
99,0.1,14,65,79,0.27,1.26e-09
1,0.11,398,671,1069,0.75,2.1e-09
3,0.11,157,228,385,0.87,0.0922
4,0.11,68,129,197,0.67,0.000495
5,0.11,68,138,206,0.62,3.48e-05
6,0.11,93,131,224,0.9,0.349
7,0.11,59,170,229,0.44,4.9e-13
8,0.11,86,193,279,0.56,7.06e-09
9,0.11,102,196,298,0.66,8.8e-06
10,0.11,132,177,309,0.95,0.553
12,0.11,126,180,306,0.89,0.192
13,0.11,124,188,312,0.84,0.048
14,0.11,71,190,261,0.47,1.07e-12
15,0.11,113,182,295,0.79,0.00944
16,0.11,96,142,238,0.86,0.142
17,0.11,123,186,309,0.84,0.0516
18,0.11,128,148,276,1.1,0.286
19,0.11,112,170,282,0.84,0.0568
20,0.11,142,182,324,0.99,0.933
21,0.11,108,204,312,0.67,1.11e-05
22,0.11,119,187,306,0.81,0.0185
23,0.11,124,162,286,0.97,0.79
24,0.11,107,140,247,0.97,0.811
26,0.11,127,174,301,0.93,0.416
27,0.11,115,162,277,0.9,0.287
28,0.11,115,145,260,1.01,0.925
29,0.11,124,156,280,1.01,0.928
30,0.11,147,157,304,1.19,0.0425
31,0.11,84,168,252,0.63,8.53e-06
32,0.11,61,147,208,0.53,2.74e-08
33,0.11,99,153,252,0.82,0.0497
34,0.11,128,160,288,1.01,0.858
35,0.11,87,153,240,0.72,0.00162
36,0.11,106,132,238,1.02,0.844
37,0.11,66,145,211,0.58,1.29e-06
38,0.11,81,133,214,0.77,0.0188
39,0.11,94,135,229,0.88,0.244
40,0.11,104,121,225,1.09,0.383
41,0.11,43,120,163,0.45,4.86e-09
42,0.11,106,108,214,1.24,0.0297
43,0.11,120,110,230,1.38,0.000685
44,0.11,67,106,173,0.8,0.0705
46,0.11,71,89,160,1.01,0.905
47,0.11,118,103,221,1.45,0.00012
48,0.11,94,111,205,1.07,0.486
49,0.11,110,106,216,1.32,0.00517
50,0.11,67,92,159,0.92,0.557
51,0.11,97,100,197,1.23,0.0481
52,0.11,62,88,150,0.89,0.4
53,0.11,82,82,164,1.27,0.0342
54,0.11,109,95,204,1.45,0.000204
55,0.11,45,75,120,0.76,0.068
56,0.11,45,75,120,0.76,0.068
57,0.11,122,104,226,1.49,3.21e-05
58,0.11,57,101,158,0.72,0.00973
59,0.11,50,86,136,0.74,0.0285
60,0.11,54,71,125,0.96,0.841
61,0.11,41,77,118,0.68,0.01
62,0.11,68,120,188,0.72,0.00535
63,0.11,54,85,139,0.81,0.126
64,0.11,44,70,114,0.8,0.138
65,0.11,19,79,98,0.3,2.32e-10
67,0.11,37,64,101,0.73,0.057
68,0.11,21,62,83,0.43,1.12e-05
69,0.11,29,56,85,0.66,0.0194
70,0.11,31,55,86,0.71,0.0675
71,0.11,72,67,139,1.36,0.0107
72,0.11,28,60,88,0.59,0.0035
73,0.11,57,50,107,1.45,0.00826
74,0.11,11,64,75,0.22,4.83e-11
75,0.11,28,50,78,0.71,0.0787
76,0.11,37,57,94,0.82,0.263
77,0.11,41,51,92,1.02,0.874
78,0.11,30,71,101,0.54,0.00022
79,0.11,14,88,102,0.2,1.33e-15
80,0.11,48,70,118,0.87,0.381
81,0.11,41,48,89,1.08,0.569
82,0.11,47,56,103,1.06,0.651
83,0.11,25,77,102,0.41,3.29e-07
84,0.11,20,40,60,0.63,0.0398
85,0.11,26,51,77,0.65,0.0219
86,0.11,38,40,78,1.2,0.246
87,0.11,68,61,129,1.41,0.00599
88,0.11,38,57,95,0.85,0.332
89,0.11,15,109,124,0.17,9.880000000000001e-21
90,0.11,10,62,72,0.2,3.74e-11
91,0.11,42,47,89,1.13,0.41
92,0.11,9,48,57,0.24,3.58e-08
93,0.11,14,56,70,0.32,2.34e-07
94,0.11,19,40,59,0.6,0.0253
95,0.11,18,46,64,0.5,0.00115
96,0.11,19,45,64,0.54,0.00409
97,0.11,10,43,53,0.29,2.78e-06
98,0.11,20,54,74,0.47,0.000212
99,0.11,3,63,66,0.06,9.12e-18
1,0.12,434,708,1142,0.78,3.97e-08
3,0.12,172,245,417,0.89,0.13
4,0.12,74,136,210,0.69,0.000831
5,0.12,78,145,223,0.68,0.00043
6,0.12,105,150,255,0.89,0.231
7,0.12,74,184,258,0.51,9.45e-11
8,0.12,89,209,298,0.54,1.29e-10
9,0.12,114,211,325,0.68,2.19e-05
10,0.12,141,186,327,0.96,0.679
12,0.12,156,185,341,1.07,0.406
13,0.12,112,201,313,0.71,0.000111
14,0.12,83,199,282,0.53,1.28e-10
15,0.12,125,205,330,0.77,0.00308
16,0.12,106,164,270,0.82,0.0383
17,0.12,144,198,342,0.92,0.356
18,0.12,141,162,303,1.1,0.249
19,0.12,132,178,310,0.94,0.526
20,0.12,116,160,276,0.92,0.396
21,0.12,104,217,321,0.61,3.91e-08
22,0.12,119,184,303,0.82,0.0304
23,0.12,129,170,299,0.96,0.697
24,0.12,129,159,288,1.03,0.72
26,0.12,143,171,314,1.06,0.463
27,0.12,140,164,304,1.08,0.355
28,0.12,133,141,274,1.2,0.041
29,0.12,142,171,313,1.05,0.518
30,0.12,142,162,304,1.11,0.214
31,0.12,92,165,257,0.71,0.000511
32,0.12,60,155,215,0.49,5.97e-10
33,0.12,78,158,236,0.63,1.03e-05
34,0.12,113,158,271,0.91,0.323
35,0.12,113,149,262,0.96,0.712
36,0.12,93,118,211,1.0,1.0
37,0.12,71,123,194,0.73,0.00696
38,0.12,89,137,226,0.82,0.067
39,0.12,104,130,234,1.01,0.882
40,0.12,126,141,267,1.13,0.168
41,0.12,46,105,151,0.56,1.64e-05
42,0.12,81,105,186,0.98,0.912
43,0.12,154,114,268,1.71,6.98e-10
44,0.12,64,105,169,0.77,0.0365
46,0.12,79,88,167,1.14,0.253
47,0.12,119,95,214,1.59,2.49e-06
48,0.12,97,107,204,1.15,0.173
49,0.12,95,99,194,1.22,0.0612
50,0.12,56,87,143,0.82,0.131
51,0.12,105,95,200,1.4,0.000948
52,0.12,54,98,152,0.7,0.00622
53,0.12,78,88,166,1.12,0.306
54,0.12,114,87,201,1.66,4.58e-07
55,0.12,43,77,120,0.71,0.0206
56,0.12,46,72,118,0.81,0.163
57,0.12,113,94,207,1.52,2.61e-05
58,0.12,76,107,183,0.9,0.383
59,0.12,43,87,130,0.63,0.00131
60,0.12,44,64,108,0.87,0.398
61,0.12,39,80,119,0.62,0.00158
62,0.12,63,114,177,0.7,0.00361
63,0.12,48,77,125,0.79,0.108
64,0.12,42,73,115,0.73,0.0405
65,0.12,32,73,105,0.56,0.00035
67,0.12,17,57,74,0.38,3.15e-06
68,0.12,31,66,97,0.6,0.00221
69,0.12,35,49,84,0.91,0.629
70,0.12,33,50,83,0.84,0.339
71,0.12,75,55,130,1.73,1.26e-05
72,0.12,29,41,70,0.9,0.659
73,0.12,49,42,91,1.48,0.00882
74,0.12,27,58,85,0.59,0.0038
75,0.12,14,46,60,0.39,4.16e-05
76,0.12,32,44,76,0.92,0.734
77,0.12,33,53,86,0.79,0.188
78,0.12,20,65,85,0.39,1.17e-06
79,0.12,12,70,82,0.22,5.09e-12
80,0.12,42,66,108,0.81,0.187
81,0.12,40,43,83,1.18,0.301
82,0.12,24,54,78,0.56,0.00271
83,0.12,26,62,88,0.53,0.000556
84,0.12,15,38,53,0.5,0.00437
85,0.12,25,53,78,0.6,0.00666
86,0.12,27,36,63,0.95,0.925
87,0.12,60,49,109,1.55,0.00123
88,0.12,39,69,108,0.72,0.0352
89,0.12,16,104,120,0.2,1.2e-18
90,0.12,7,67,74,0.13,6.48e-15
91,0.12,39,36,75,1.37,0.0592
92,0.12,12,49,61,0.31,1.08e-06
93,0.12,15,56,71,0.34,7.76e-07
94,0.12,18,38,56,0.6,0.0276
95,0.12,18,43,61,0.53,0.00438
96,0.12,7,39,46,0.23,5.16e-07
97,0.12,2,43,45,0.06,1.92e-12
98,0.12,22,44,66,0.63,0.0271
99,0.12,9,57,66,0.2,1.29e-10
1,0.13,443,721,1164,0.78,3.67e-08
3,0.13,181,260,441,0.88,0.0926
4,0.13,77,138,215,0.71,0.00152
5,0.13,80,150,230,0.68,0.000224
6,0.13,112,153,265,0.93,0.465
7,0.13,78,200,278,0.49,2.97e-12
8,0.13,100,222,322,0.57,9.25e-10
9,0.13,122,224,346,0.69,1.65e-05
10,0.13,145,199,344,0.92,0.357
12,0.13,159,193,352,1.04,0.569
13,0.13,112,204,316,0.7,5.42e-05
14,0.13,90,207,297,0.55,4.92e-10
15,0.13,147,200,347,0.93,0.425
16,0.13,119,179,298,0.84,0.0633
17,0.13,150,204,354,0.93,0.407
18,0.13,145,166,311,1.11,0.22
19,0.13,133,190,323,0.89,0.177
20,0.13,113,169,282,0.85,0.0823
21,0.13,113,222,335,0.65,6.52e-07
22,0.13,110,192,302,0.73,0.000525
23,0.13,114,169,283,0.86,0.0989
24,0.13,122,163,285,0.95,0.596
26,0.13,150,176,326,1.08,0.328
27,0.13,140,155,295,1.15,0.112
28,0.13,149,151,300,1.25,0.00769
29,0.13,140,162,302,1.1,0.268
30,0.13,141,161,302,1.11,0.213
31,0.13,99,170,269,0.74,0.00181
32,0.13,66,152,218,0.55,1.01e-07
33,0.13,82,157,239,0.66,8.63e-05
34,0.13,111,152,263,0.93,0.464
35,0.13,107,150,257,0.9,0.333
36,0.13,95,125,220,0.96,0.762
37,0.13,70,123,193,0.72,0.00509
38,0.13,95,138,233,0.87,0.195
39,0.13,108,135,243,1.01,0.846
40,0.13,125,135,260,1.17,0.0802
41,0.13,45,105,150,0.54,7.71e-06
42,0.13,88,103,191,1.08,0.437
43,0.13,144,107,251,1.71,3.12e-09
44,0.13,75,112,187,0.85,0.166
46,0.13,71,84,155,1.07,0.538
47,0.13,110,90,200,1.55,1.72e-05
48,0.13,98,107,205,1.16,0.141
49,0.13,84,91,175,1.17,0.156
50,0.13,62,85,147,0.92,0.582
51,0.13,96,87,183,1.4,0.00163
52,0.13,63,99,162,0.81,0.0891
53,0.13,63,82,145,0.97,0.901
54,0.13,118,88,206,1.7,1.01e-07
55,0.13,41,74,115,0.7,0.0216
56,0.13,49,70,119,0.89,0.458
57,0.13,79,88,167,1.14,0.253
58,0.13,74,101,175,0.93,0.575
59,0.13,40,75,115,0.68,0.011
60,0.13,41,61,102,0.85,0.348
61,0.13,39,72,111,0.69,0.0166
62,0.13,68,96,164,0.9,0.42
63,0.13,49,69,118,0.9,0.498
64,0.13,60,76,136,1.0,0.948
65,0.13,33,74,107,0.57,0.000488
67,0.13,15,57,72,0.33,4.45e-07
68,0.13,27,61,88,0.56,0.00143
69,0.13,52,45,97,1.47,0.0089
70,0.13,33,50,83,0.84,0.339
71,0.13,71,53,124,1.7,3.58e-05
72,0.13,21,39,60,0.68,0.0856
73,0.13,52,40,92,1.65,0.000679
74,0.13,24,57,81,0.53,0.000969
75,0.13,14,44,58,0.4,0.000118
76,0.13,27,37,64,0.93,0.781
77,0.13,33,70,103,0.6,0.00187
78,0.13,21,59,80,0.45,4.89e-05
79,0.13,29,68,97,0.54,0.000358
80,0.13,44,67,111,0.83,0.242
81,0.13,44,41,85,1.36,0.0519
82,0.13,11,46,57,0.3,1.73e-06
83,0.13,35,72,107,0.62,0.00271
84,0.13,16,38,54,0.53,0.00779
85,0.13,24,50,74,0.61,0.0107
86,0.13,31,40,71,0.98,1.0
87,0.13,60,50,110,1.52,0.00233
88,0.13,37,63,100,0.74,0.0754
89,0.13,16,103,119,0.2,2.26e-18
90,0.13,7,65,72,0.14,2.45e-14
91,0.13,31,38,69,1.03,0.784
92,0.13,6,48,54,0.16,3.28e-10
93,0.13,23,52,75,0.56,0.00367
94,0.13,16,41,57,0.49,0.00261
95,0.13,18,40,58,0.57,0.0124
96,0.13,5,40,45,0.16,1.16e-08
97,0.13,2,37,39,0.07,2.01e-10
98,0.13,19,42,61,0.57,0.0114
99,0.13,9,59,68,0.19,3.61e-11
1,0.14,505,777,1282,0.82,6.47e-06
3,0.14,224,309,533,0.92,0.222
4,0.14,93,167,260,0.71,0.000468
5,0.14,104,175,279,0.75,0.00281
6,0.14,130,195,325,0.85,0.0573
