Blob length,Hydrophobicity threshold H*,Number of dSNPs,Number of nSNPs,Total Number of SNPs,Enrichment of dSNPs,p value
7,0.17,137,314,451,0.55,1.98e-14
8,0.17,170,326,496,0.66,7.83e-09
9,0.17,201,358,559,0.71,3.61e-07
10,0.17,215,319,534,0.85,0.0192
12,0.17,223,282,505,1.0,0.946
13,0.17,186,246,432,0.96,0.589
14,0.17,158,273,431,0.73,4.64e-05
15,0.17,168,243,411,0.88,0.0885
16,0.17,157,234,391,0.85,0.0422
17,0.17,159,225,384,0.9,0.175
18,0.17,208,237,445,1.11,0.123
19,0.17,194,204,398,1.21,0.0113
20,0.17,126,198,324,0.81,0.0143
21,0.17,132,217,349,0.77,0.00215
22,0.17,136,202,338,0.85,0.0675
23,0.17,147,200,347,0.93,0.425
24,0.17,156,167,323,1.18,0.0361
26,0.17,107,164,271,0.83,0.0474
27,0.17,106,156,262,0.86,0.136
28,0.17,136,150,286,1.15,0.107
29,0.17,138,175,313,1.0,1.0
30,0.17,116,141,257,1.04,0.635
31,0.17,107,129,236,1.05,0.585
32,0.17,146,152,298,1.22,0.0195
33,0.17,75,142,217,0.67,0.00026
34,0.17,150,139,289,1.37,0.000224
35,0.17,85,122,207,0.88,0.283
36,0.17,87,96,183,1.15,0.205
37,0.17,39,108,147,0.46,3.56e-08
38,0.17,79,108,187,0.93,0.55
39,0.17,69,110,179,0.8,0.0596
40,0.17,78,109,187,0.91,0.418
41,0.17,45,67,112,0.85,0.302
42,0.17,34,73,107,0.59,0.00118
43,0.17,71,92,163,0.98,0.906
44,0.17,55,93,148,0.75,0.0304
46,0.17,42,59,101,0.9,0.557
47,0.17,95,85,180,1.42,0.00116
48,0.17,82,64,146,1.62,3.99e-05
49,0.17,33,55,88,0.76,0.128
50,0.17,26,55,81,0.6,0.00609
51,0.17,64,72,136,1.13,0.319
52,0.17,20,73,93,0.35,2.24e-08
53,0.17,24,60,84,0.51,0.000262
54,0.17,44,60,104,0.93,0.716
55,0.17,21,51,72,0.52,0.00151
56,0.17,36,61,97,0.75,0.0831
57,0.17,32,62,94,0.65,0.0146
58,0.17,55,74,129,0.94,0.743
59,0.17,18,201,219,0.11,1.74e-45
60,0.17,18,37,55,0.62,0.0407
61,0.17,29,37,66,0.99,1.0
62,0.17,21,57,78,0.47,9.78e-05
63,0.17,16,24,40,0.85,0.644
64,0.17,28,59,87,0.6,0.00514
65,0.17,7,45,52,0.2,1.17e-08
67,0.17,12,34,46,0.45,0.00255
68,0.17,5,32,37,0.2,2.1e-06
69,0.17,8,24,32,0.42,0.00782
70,0.17,46,33,79,1.77,0.000363
71,0.17,30,35,65,1.09,0.633
72,0.17,46,21,67,2.78,2.13e-09
73,0.17,5,32,37,0.2,2.1e-06
74,0.17,4,31,35,0.16,8.03e-07
75,0.17,12,40,52,0.38,0.000116
76,0.17,6,19,25,0.4,0.0138
77,0.17,5,19,24,0.33,0.00608
78,0.17,47,45,92,1.32,0.0637
79,0.17,17,33,50,0.65,0.0773
80,0.17,8,33,41,0.31,7.41e-05
81,0.17,20,34,54,0.75,0.209
82,0.17,9,35,44,0.33,8.03e-05
83,0.17,18,25,43,0.91,0.821
84,0.17,25,28,53,1.13,0.522
85,0.17,15,26,41,0.73,0.268
86,0.17,6,15,21,0.51,0.107
87,0.17,14,22,36,0.81,0.546
88,0.17,9,29,38,0.39,0.00161
89,0.17,14,34,48,0.52,0.0115
90,0.17,10,31,41,0.41,0.0016
91,0.17,1,21,22,0.06,1.88e-06
92,0.17,6,23,29,0.33,0.00203
93,0.17,14,14,28,1.27,0.363
94,0.17,38,25,63,1.93,0.000254
95,0.17,3,25,28,0.15,7.89e-06
96,0.17,0,10,10,0.0,0.000925
97,0.17,8,25,33,0.41,0.00464
98,0.17,7,23,30,0.39,0.00635
99,0.17,2,25,27,0.1,1.31e-06
1,0.18,739,993,1732,0.94,0.111
3,0.18,363,614,977,0.75,7.61e-09
4,0.18,155,324,479,0.61,1.29e-11
5,0.18,227,326,553,0.88,0.0602
6,0.18,233,295,528,1.0,0.974
7,0.18,161,358,519,0.57,3.98e-15
8,0.18,208,370,578,0.71,2.56e-07
9,0.18,234,376,610,0.79,0.000186
10,0.18,238,346,584,0.87,0.0333
12,0.18,227,310,537,0.93,0.275
13,0.18,235,256,491,1.16,0.0217
14,0.18,181,275,456,0.83,0.0141
15,0.18,189,255,444,0.94,0.416
16,0.18,166,296,462,0.71,3.54e-06
17,0.18,194,239,433,1.03,0.688
18,0.18,175,230,405,0.96,0.682
19,0.18,192,211,403,1.15,0.0518
20,0.18,128,221,349,0.73,0.000263
21,0.18,150,219,369,0.87,0.0859
22,0.18,151,182,333,1.05,0.53
23,0.18,162,191,353,1.08,0.347
24,0.18,147,149,296,1.25,0.00835
26,0.18,98,155,253,0.8,0.0263
27,0.18,98,142,240,0.87,0.201
28,0.18,107,131,238,1.04,0.693
29,0.18,103,153,256,0.85,0.11
30,0.18,82,134,216,0.78,0.0193
31,0.18,112,108,220,1.31,0.00556
32,0.18,62,122,184,0.64,0.000278
33,0.18,77,112,189,0.87,0.241
34,0.18,82,98,180,1.06,0.569
35,0.18,66,90,156,0.93,0.593
36,0.18,73,79,152,1.17,0.182
37,0.18,25,93,118,0.34,1.27e-10
38,0.18,72,89,161,1.03,0.811
39,0.18,51,73,124,0.89,0.428
40,0.18,63,78,141,1.02,0.848
41,0.18,32,43,75,0.94,0.863
42,0.18,24,54,78,0.56,0.00271
43,0.18,57,54,111,1.34,0.0315
44,0.18,35,66,101,0.67,0.0151
46,0.18,36,45,81,1.01,0.867
47,0.18,85,45,130,2.39,1.54e-12
48,0.18,58,44,102,1.67,0.000243
49,0.18,24,48,72,0.63,0.0224
50,0.18,21,44,65,0.61,0.0171
51,0.18,45,82,127,0.7,0.0126
52,0.18,12,56,68,0.27,1.81e-08
53,0.18,20,54,74,0.47,0.000212
54,0.18,14,31,45,0.57,0.0329
55,0.18,5,41,46,0.15,5.98e-09
56,0.18,24,40,64,0.76,0.211
57,0.18,25,35,60,0.91,0.703
58,0.18,37,56,93,0.84,0.327
59,0.18,22,39,61,0.72,0.125
60,0.18,17,39,56,0.55,0.0111
61,0.18,23,31,54,0.94,0.919
62,0.18,20,39,59,0.65,0.0572
63,0.18,8,21,29,0.48,0.0352
64,0.18,25,39,64,0.81,0.366
65,0.18,6,31,37,0.25,1.73e-05
67,0.18,10,30,40,0.42,0.00268
68,0.18,10,22,32,0.58,0.0907
69,0.18,5,21,26,0.3,0.00189
70,0.18,13,23,36,0.72,0.288
71,0.18,31,33,64,1.19,0.325
72,0.18,34,16,50,2.69,4.71e-07
73,0.18,8,23,31,0.44,0.0131
74,0.18,4,23,27,0.22,0.000142
75,0.18,2,22,24,0.12,1.02e-05
76,0.18,8,17,25,0.6,0.17
77,0.18,2,10,12,0.25,0.0304
78,0.18,11,37,48,0.38,0.000195
79,0.18,14,27,41,0.66,0.128
80,0.18,1,28,29,0.05,1.28e-08
81,0.18,8,20,28,0.51,0.0568
82,0.18,3,29,32,0.13,5.41e-07
83,0.18,18,14,32,1.63,0.0479
84,0.18,8,25,33,0.41,0.00464
85,0.18,13,20,33,0.82,0.613
86,0.18,2,14,16,0.18,0.00226
87,0.18,14,21,35,0.85,0.623
88,0.18,10,24,34,0.53,0.0377
89,0.18,4,27,31,0.19,1.09e-05
90,0.18,4,31,35,0.16,8.03e-07
91,0.18,1,18,19,0.07,2.43e-05
92,0.18,4,18,22,0.28,0.00314
93,0.18,3,8,11,0.48,0.232
94,0.18,2,23,25,0.11,5.17e-06
95,0.18,1,13,14,0.1,0.00081
96,0.18,0,9,9,0.0,0.00193
97,0.18,11,21,32,0.66,0.217
98,0.18,6,13,19,0.59,0.212
99,0.18,5,20,25,0.32,0.00341
1,0.19,799,1030,1829,0.98,0.657
3,0.19,443,719,1162,0.78,5.65e-08
4,0.19,179,381,560,0.6,4.08e-14
5,0.19,256,354,610,0.92,0.167
6,0.19,276,327,603,1.07,0.26
7,0.19,207,384,591,0.68,6.1e-09
8,0.19,257,406,663,0.8,0.000288
9,0.19,270,387,657,0.88,0.044
10,0.19,251,369,620,0.86,0.0184
12,0.19,240,310,550,0.98,0.797
13,0.19,271,253,524,1.36,1.32e-06
14,0.19,164,255,419,0.82,0.00793
15,0.19,187,258,445,0.92,0.26
16,0.19,211,310,521,0.86,0.0314
17,0.19,181,223,404,1.03,0.678
18,0.19,175,238,413,0.93,0.379
19,0.19,177,215,392,1.04,0.563
20,0.19,165,196,361,1.07,0.397
21,0.19,124,203,327,0.77,0.00335
22,0.19,155,176,331,1.12,0.173
23,0.19,140,180,320,0.99,0.933
24,0.19,148,139,287,1.35,0.000466
26,0.19,99,137,236,0.92,0.413
27,0.19,101,115,216,1.11,0.269
28,0.19,73,114,187,0.81,0.081
29,0.19,78,130,208,0.76,0.0133
30,0.19,81,120,201,0.86,0.18
31,0.19,85,89,174,1.21,0.0827
32,0.19,68,98,166,0.88,0.332
33,0.19,74,107,181,0.88,0.276
34,0.19,83,93,176,1.13,0.266
35,0.19,45,79,124,0.72,0.0263
36,0.19,59,59,118,1.27,0.0775
37,0.19,39,69,108,0.72,0.0352
38,0.19,71,54,125,1.67,6.01e-05
39,0.19,31,52,83,0.76,0.137
40,0.19,63,56,119,1.43,0.00659
41,0.19,28,30,58,1.18,0.354
42,0.19,19,46,65,0.52,0.00265
43,0.19,56,51,107,1.39,0.0175
44,0.19,28,49,77,0.72,0.0906
46,0.19,32,37,69,1.1,0.578
47,0.19,31,40,71,0.98,1.0
48,0.19,45,47,92,1.21,0.188
49,0.19,31,41,72,0.96,0.93
50,0.19,17,33,50,0.65,0.0773
51,0.19,21,59,80,0.45,4.89e-05
52,0.19,21,49,70,0.54,0.0028
53,0.19,25,50,75,0.63,0.0204
54,0.19,10,23,33,0.55,0.0589
55,0.19,5,25,30,0.25,0.00017
56,0.19,19,38,57,0.63,0.0438
57,0.19,21,24,45,1.11,0.566
58,0.19,10,40,50,0.32,1.57e-05
59,0.19,24,36,60,0.85,0.51
60,0.19,9,22,31,0.52,0.0407
61,0.19,26,33,59,1.0,1.0
62,0.19,16,26,42,0.78,0.376
63,0.19,27,23,50,1.49,0.0448
64,0.19,18,25,43,0.91,0.821
65,0.19,10,27,37,0.47,0.012
67,0.19,10,29,39,0.44,0.00445
68,0.19,9,16,25,0.71,0.396
69,0.19,4,13,17,0.39,0.0577
70,0.19,6,17,23,0.45,0.0394
71,0.19,11,21,32,0.66,0.217
72,0.19,25,19,44,1.67,0.0187
73,0.19,4,21,25,0.24,0.000498
74,0.19,17,21,38,1.03,0.902
75,0.19,1,9,10,0.14,0.0131
76,0.19,1,13,14,0.1,0.00081
77,0.19,2,10,12,0.25,0.0304
78,0.19,7,27,34,0.33,0.000685
79,0.19,13,22,35,0.75,0.338
80,0.19,0,18,18,0.0,1.56e-06
81,0.19,11,15,26,0.93,1.0
82,0.19,3,25,28,0.15,7.89e-06
83,0.19,17,6,23,3.59,9.98e-06
84,0.19,8,20,28,0.51,0.0568
85,0.19,3,16,19,0.24,0.00276
86,0.19,3,13,16,0.29,0.0177
87,0.19,9,18,27,0.63,0.229
88,0.19,12,27,39,0.56,0.0393
89,0.19,3,26,29,0.15,4.05e-06
90,0.19,2,24,26,0.11,2.6e-06
91,0.19,1,20,21,0.06,5.99e-06
92,0.19,4,18,22,0.28,0.00314
93,0.19,1,5,6,0.25,0.201
94,0.19,0,17,17,0.0,3.24e-06
95,0.19,2,11,13,0.23,0.016
96,0.19,0,7,7,0.0,0.00859
97,0.19,14,21,35,0.85,0.623
98,0.19,3,15,18,0.25,0.00517
99,0.19,5,22,27,0.29,0.00105
1,0.2,831,1090,1921,0.97,0.333
3,0.2,483,759,1242,0.81,8.93e-07
4,0.2,190,401,591,0.6,1.97e-14
5,0.2,276,395,671,0.89,0.0432
6,0.2,317,373,690,1.08,0.187
7,0.2,216,363,579,0.75,1.64e-05
8,0.2,268,439,707,0.77,1.33e-05
9,0.2,257,436,693,0.75,1.03e-06
10,0.2,288,363,651,1.01,0.905
12,0.2,234,311,545,0.95,0.501
13,0.2,225,265,490,1.08,0.267
14,0.2,177,246,423,0.91,0.235
15,0.2,173,248,421,0.88,0.107
16,0.2,215,287,502,0.95,0.483
17,0.2,188,199,387,1.2,0.0146
18,0.2,181,226,407,1.02,0.822
19,0.2,161,191,352,1.07,0.391
20,0.2,144,152,296,1.2,0.0313
21,0.2,105,191,296,0.7,0.000102
22,0.2,149,149,298,1.27,0.00477
23,0.2,139,144,283,1.22,0.0187
24,0.2,100,129,229,0.98,0.921
26,0.2,96,117,213,1.04,0.677
27,0.2,102,161,263,0.8,0.0261
28,0.2,80,101,181,1.0,0.955
29,0.2,62,107,169,0.73,0.014
30,0.2,69,105,174,0.83,0.137
31,0.2,73,81,154,1.14,0.259
32,0.2,68,80,148,1.08,0.528
33,0.2,57,88,145,0.82,0.149
34,0.2,94,84,178,1.42,0.00133
35,0.2,35,70,105,0.63,0.0046
36,0.2,46,46,92,1.27,0.114
37,0.2,30,48,78,0.79,0.222
38,0.2,42,49,91,1.09,0.573
39,0.2,44,48,92,1.16,0.328
40,0.2,55,51,106,1.37,0.0266
41,0.2,23,26,49,1.12,0.579
42,0.2,22,36,58,0.77,0.26
43,0.2,62,46,108,1.71,8.52e-05
44,0.2,31,36,67,1.09,0.573
46,0.2,27,28,55,1.22,0.286
47,0.2,22,29,51,0.96,1.0
48,0.2,42,38,80,1.4,0.0348
49,0.2,22,37,59,0.75,0.227
50,0.2,18,48,66,0.48,0.000588
51,0.2,20,57,77,0.44,5.01e-05
52,0.2,29,27,56,1.36,0.102
53,0.2,19,44,63,0.55,0.00497
54,0.2,9,20,29,0.57,0.0998
55,0.2,4,19,23,0.27,0.00171
56,0.2,5,36,41,0.18,1.59e-07
57,0.2,18,18,36,1.27,0.287
58,0.2,8,27,35,0.38,0.00217
59,0.2,22,31,53,0.9,0.761
60,0.2,4,16,20,0.32,0.0104
61,0.2,10,91,101,0.14,1.64e-19
62,0.2,8,25,33,0.41,0.00464
63,0.2,10,14,24,0.91,0.881
64,0.2,12,20,32,0.76,0.448
65,0.2,7,17,24,0.52,0.0983
67,0.2,7,19,26,0.47,0.0374
68,0.2,6,15,21,0.51,0.107
69,0.2,2,10,12,0.25,0.0304
70,0.2,6,13,19,0.59,0.212
71,0.2,9,22,31,0.52,0.0407
72,0.2,3,16,19,0.24,0.00276
73,0.2,0,13,13,0.0,6.18e-05
74,0.2,17,15,32,1.44,0.143
75,0.2,1,12,13,0.11,0.00163
76,0.2,1,9,10,0.14,0.0131
77,0.2,2,6,8,0.42,0.349
78,0.2,2,22,24,0.12,1.02e-05
79,0.2,12,22,34,0.69,0.229
80,0.2,0,18,18,0.0,1.56e-06
81,0.2,5,8,13,0.79,0.841
82,0.2,5,21,26,0.3,0.00189
83,0.2,15,12,27,1.58,0.0996
84,0.2,8,16,24,0.63,0.257
85,0.2,2,12,14,0.21,0.0084
86,0.2,3,10,13,0.38,0.104
87,0.2,9,21,30,0.54,0.0642
88,0.2,2,23,25,0.11,5.17e-06
89,0.2,1,17,18,0.07,4.9e-05
90,0.2,1,19,20,0.07,1.21e-05
91,0.2,1,12,13,0.11,0.00163
92,0.2,2,15,17,0.17,0.00116
93,0.2,1,4,5,0.32,0.389
94,0.2,0,12,12,0.0,0.00013
95,0.2,1,10,11,0.13,0.00657
96,0.2,1,8,9,0.16,0.0262
97,0.2,7,18,25,0.49,0.0611
98,0.2,3,15,18,0.25,0.00517
99,0.2,5,21,26,0.3,0.00189
1,0.21,919,1171,2090,0.99,0.894
3,0.21,514,808,1322,0.81,4.05e-07
4,0.21,239,447,686,0.68,1.43e-10
5,0.21,317,463,780,0.87,0.0106
6,0.21,316,448,764,0.89,0.0448
7,0.21,281,415,696,0.86,0.00973
8,0.21,262,457,719,0.73,5.4e-08
9,0.21,254,429,683,0.75,1.69e-06
10,0.21,298,391,689,0.97,0.587
12,0.21,219,286,505,0.97,0.688
13,0.21,226,252,478,1.14,0.0546
14,0.21,194,219,413,1.12,0.109
15,0.21,157,225,382,0.88,0.132
16,0.21,179,229,408,0.99,0.941
17,0.21,151,179,330,1.07,0.399
18,0.21,164,197,361,1.06,0.469
19,0.21,145,158,303,1.16,0.0724
20,0.21,132,150,282,1.12,0.213
21,0.21,90,157,247,0.73,0.00186
22,0.21,73,121,194,0.76,0.0209
23,0.21,112,112,224,1.27,0.0141
24,0.21,77,101,178,0.97,0.822
26,0.21,74,107,181,0.88,0.276
27,0.21,60,124,184,0.61,4.91e-05
28,0.21,68,68,136,1.27,0.0552
29,0.21,56,53,109,1.34,0.036
30,0.21,78,86,164,1.15,0.223
31,0.21,34,47,81,0.92,0.681
32,0.21,41,48,89,1.08,0.569
33,0.21,41,58,99,0.9,0.553
34,0.21,69,69,138,1.27,0.0569
35,0.21,26,54,80,0.61,0.00891
36,0.21,35,30,65,1.48,0.0298
37,0.21,36,34,70,1.34,0.0812
38,0.21,31,36,67,1.09,0.573
39,0.21,14,33,47,0.54,0.014
40,0.21,29,27,56,1.36,0.102
41,0.21,21,17,38,1.57,0.0533
42,0.21,19,30,49,0.8,0.409
43,0.21,18,20,38,1.14,0.528
44,0.21,9,35,44,0.33,8.03e-05
46,0.21,9,19,28,0.6,0.153
47,0.21,4,11,15,0.46,0.126
48,0.21,26,22,48,1.5,0.0528
49,0.21,18,27,45,0.85,0.587
50,0.21,15,39,54,0.49,0.00275
51,0.21,15,41,56,0.46,0.00107
52,0.21,13,19,32,0.87,0.699
53,0.21,16,34,50,0.6,0.0332
54,0.21,8,18,26,0.56,0.11
55,0.21,4,19,23,0.27,0.00171
56,0.21,5,30,35,0.21,7.51e-06
57,0.21,0,9,9,0.0,0.00193
58,0.21,2,18,20,0.14,0.000155
59,0.21,13,14,27,1.18,0.544
60,0.21,2,10,12,0.25,0.0304
61,0.21,5,84,89,0.08,3.12e-22
62,0.21,1,12,13,0.11,0.00163
63,0.21,5,13,18,0.49,0.116
64,0.21,12,13,25,1.17,0.531
65,0.21,1,13,14,0.1,0.00081
67,0.21,4,13,17,0.39,0.0577
68,0.21,3,20,23,0.19,0.000213
69,0.21,1,12,13,0.11,0.00163
70,0.21,6,12,18,0.63,0.328
71,0.21,9,14,23,0.82,0.652
72,0.21,0,11,11,0.0,0.000445
73,0.21,0,8,8,0.0,0.00406
74,0.21,1,6,7,0.21,0.102
75,0.21,3,5,8,0.76,1.0
76,0.21,1,3,4,0.42,0.737
77,0.21,1,6,7,0.21,0.102
78,0.21,0,15,15,0.0,1.4e-05
79,0.21,4,16,20,0.32,0.0104
80,0.21,0,17,17,0.0,3.24e-06
81,0.21,0,7,7,0.0,0.00859
82,0.21,10,16,26,0.79,0.572
83,0.21,0,7,7,0.0,0.00859
84,0.21,7,8,15,1.11,0.689
85,0.21,3,11,14,0.35,0.0585
86,0.21,1,4,5,0.32,0.389
87,0.21,2,18,20,0.14,0.000155
88,0.21,2,19,21,0.13,7.89e-05
89,0.21,1,17,18,0.07,4.9e-05
90,0.21,0,12,12,0.0,0.00013
91,0.21,1,12,13,0.11,0.00163
92,0.21,2,11,13,0.23,0.016
93,0.21,1,4,5,0.32,0.389
94,0.21,0,9,9,0.0,0.00193
95,0.21,0,10,10,0.0,0.000925
96,0.21,0,7,7,0.0,0.00859
97,0.21,1,18,19,0.07,2.43e-05
98,0.21,3,13,16,0.29,0.0177
99,0.21,5,21,26,0.3,0.00189
1,0.22,933,1183,2116,1.0,1.0
3,0.22,533,812,1345,0.83,1.11e-05
4,0.22,248,466,714,0.67,3.51e-11
5,0.22,332,470,802,0.9,0.0442
6,0.22,320,463,783,0.88,0.0166
7,0.22,283,428,711,0.84,0.00238
8,0.22,271,453,724,0.76,1.88e-06
9,0.22,250,429,679,0.74,4.81e-07
10,0.22,294,389,683,0.96,0.491
12,0.22,217,281,498,0.98,0.787
13,0.22,223,248,471,1.14,0.0527
14,0.22,199,220,419,1.15,0.0568
15,0.22,148,223,371,0.84,0.0342
16,0.22,180,226,406,1.01,0.881
17,0.22,149,169,318,1.12,0.178
18,0.22,163,195,358,1.06,0.443
19,0.22,129,151,280,1.08,0.358
20,0.22,134,148,282,1.15,0.115
21,0.22,88,151,239,0.74,0.00328
22,0.22,72,116,188,0.79,0.041
23,0.22,104,105,209,1.26,0.0239
24,0.22,79,88,167,1.14,0.253
26,0.22,73,105,178,0.88,0.296
27,0.22,58,116,174,0.63,0.000239
28,0.22,58,63,121,1.17,0.227
29,0.22,48,45,93,1.35,0.0431
30,0.22,76,84,160,1.15,0.242
31,0.22,35,48,83,0.92,0.744
32,0.22,31,43,74,0.91,0.731
33,0.22,26,52,78,0.63,0.0186
34,0.22,66,61,127,1.37,0.0139
35,0.22,27,52,79,0.66,0.0282
36,0.22,29,33,62,1.11,0.555
37,0.22,34,35,69,1.23,0.215
38,0.22,32,34,66,1.19,0.332
39,0.22,12,33,45,0.46,0.00417
40,0.22,29,25,54,1.47,0.042
41,0.22,18,16,34,1.43,0.155
42,0.22,16,29,45,0.7,0.173
43,0.22,18,19,37,1.2,0.436
44,0.22,6,35,41,0.22,1.43e-06
46,0.22,9,18,27,0.63,0.229
47,0.22,4,11,15,0.46,0.126
48,0.22,24,23,47,1.32,0.159
49,0.22,17,25,42,0.86,0.651
50,0.22,15,34,49,0.56,0.0199
51,0.22,14,33,47,0.54,0.014
52,0.22,9,16,25,0.71,0.396
53,0.22,15,30,45,0.63,0.0795
54,0.22,5,16,21,0.4,0.0327
55,0.22,5,18,23,0.35,0.0108
56,0.22,5,27,32,0.23,4.94e-05
57,0.22,0,8,8,0.0,0.00406
58,0.22,2,14,16,0.18,0.00226
59,0.22,13,14,27,1.18,0.544
60,0.22,2,9,11,0.28,0.0572
61,0.22,5,82,87,0.08,1.9600000000000003e-21
62,0.22,0,10,10,0.0,0.000925
63,0.22,5,13,18,0.49,0.116
64,0.22,12,11,23,1.38,0.234
65,0.22,1,13,14,0.1,0.00081
67,0.22,4,13,17,0.39,0.0577
68,0.22,3,19,22,0.2,0.000407
69,0.22,1,12,13,0.11,0.00163
70,0.22,6,12,18,0.63,0.328
71,0.22,9,14,23,0.82,0.652
72,0.22,0,12,12,0.0,0.00013
73,0.22,0,9,9,0.0,0.00193
74,0.22,1,4,5,0.32,0.389
75,0.22,3,5,8,0.76,1.0
76,0.22,1,4,5,0.32,0.389
77,0.22,2,6,8,0.42,0.349
78,0.22,0,15,15,0.0,1.4e-05
79,0.22,4,16,20,0.32,0.0104
80,0.22,0,15,15,0.0,1.4e-05
81,0.22,0,7,7,0.0,0.00859
82,0.22,10,16,26,0.79,0.572
83,0.22,0,7,7,0.0,0.00859
84,0.22,7,7,14,1.27,0.517
85,0.22,3,9,12,0.42,0.182
86,0.22,1,4,5,0.32,0.389
87,0.22,2,18,20,0.14,0.000155
88,0.22,2,18,20,0.14,0.000155
89,0.22,1,18,19,0.07,2.43e-05
90,0.22,0,11,11,0.0,0.000445
91,0.22,1,13,14,0.1,0.00081
92,0.22,2,10,12,0.25,0.0304
93,0.22,1,4,5,0.32,0.389
94,0.22,0,9,9,0.0,0.00193
95,0.22,0,10,10,0.0,0.000925
96,0.22,0,6,6,0.0,0.0183
97,0.22,1,18,19,0.07,2.43e-05
98,0.22,3,14,17,0.27,0.00962
99,0.22,5,21,26,0.3,0.00189
1,0.23,977,1200,2177,1.03,0.314
3,0.23,589,862,1451,0.87,0.000359
4,0.23,276,498,774,0.7,4.68e-10
5,0.23,324,501,825,0.82,0.00024
6,0.23,356,475,831,0.95,0.349
7,0.23,303,439,742,0.88,0.0187
8,0.23,287,438,725,0.83,0.00128
9,0.23,269,410,679,0.83,0.00209
10,0.23,275,379,654,0.92,0.172
12,0.23,210,270,480,0.99,0.891
13,0.23,221,259,480,1.08,0.247
14,0.23,191,221,412,1.1,0.21
15,0.23,123,207,330,0.75,0.00112
16,0.23,178,209,387,1.08,0.31
17,0.23,156,173,329,1.14,0.0942
18,0.23,162,188,350,1.09,0.266
19,0.23,99,152,251,0.83,0.0546
20,0.23,96,123,219,0.99,0.959
21,0.23,85,138,223,0.78,0.0211
22,0.23,78,98,176,1.01,0.909
23,0.23,74,90,164,1.04,0.721
24,0.23,83,77,160,1.37,0.00682
26,0.23,66,98,164,0.85,0.21
27,0.23,51,118,169,0.55,2.73e-06
28,0.23,51,56,107,1.15,0.291
29,0.23,30,40,70,0.95,0.859
30,0.23,55,73,128,0.96,0.792
31,0.23,41,38,79,1.37,0.0539
32,0.23,21,41,62,0.65,0.0429
33,0.23,18,39,57,0.59,0.0186
34,0.23,65,52,117,1.58,0.000542
35,0.23,20,34,54,0.75,0.209
36,0.23,27,30,57,1.14,0.471
37,0.23,20,26,46,0.98,1.0
38,0.23,16,32,48,0.63,0.0719
39,0.23,11,29,40,0.48,0.00873
40,0.23,13,26,39,0.63,0.12
41,0.23,10,17,27,0.75,0.413
42,0.23,22,26,48,1.07,0.739
43,0.23,19,12,31,2.01,0.00493
44,0.23,4,27,31,0.19,1.09e-05
46,0.23,8,16,24,0.63,0.257
47,0.23,3,9,12,0.42,0.182
48,0.23,17,18,35,1.2,0.424
49,0.23,11,17,28,0.82,0.68
50,0.23,11,26,37,0.54,0.0348
51,0.23,9,35,44,0.33,8.03e-05
52,0.23,15,11,26,1.73,0.0399
53,0.23,12,26,38,0.59,0.0598
54,0.23,4,13,17,0.39,0.0577
55,0.23,2,14,16,0.18,0.00226
56,0.23,3,24,27,0.16,1.53e-05
57,0.23,2,8,10,0.32,0.106
58,0.23,2,14,16,0.18,0.00226
59,0.23,8,13,21,0.78,0.637
60,0.23,0,8,8,0.0,0.00406
61,0.23,4,82,86,0.06,1.4e-22
62,0.23,0,9,9,0.0,0.00193
63,0.23,4,13,17,0.39,0.0577
64,0.23,5,6,11,1.06,0.816
65,0.23,1,12,13,0.11,0.00163
67,0.23,4,11,15,0.46,0.126
68,0.23,3,16,19,0.24,0.00276
69,0.23,1,14,15,0.09,0.000402
70,0.23,2,9,11,0.28,0.0572
71,0.23,9,13,22,0.88,0.875
72,0.23,0,11,11,0.0,0.000445
73,0.23,0,7,7,0.0,0.00859
74,0.23,1,3,4,0.42,0.737
75,0.23,4,2,6,2.54,0.0757
76,0.23,3,1,4,3.8,0.0458
77,0.23,2,6,8,0.42,0.349
78,0.23,0,14,14,0.0,2.94e-05
79,0.23,4,11,15,0.46,0.126
80,0.23,0,14,14,0.0,2.94e-05
81,0.23,0,8,8,0.0,0.00406
82,0.23,10,13,23,0.98,1.0
83,0.23,0,5,5,0.0,0.0391
84,0.23,7,6,13,1.48,0.25
85,0.23,2,4,6,0.63,0.777
86,0.23,1,3,4,0.42,0.737
87,0.23,2,16,18,0.16,0.000597
88,0.23,1,12,13,0.11,0.00163
89,0.23,1,17,18,0.07,4.9e-05
90,0.23,0,10,10,0.0,0.000925
91,0.23,1,11,12,0.12,0.00328
92,0.23,2,10,12,0.25,0.0304
93,0.23,1,4,5,0.32,0.389
94,0.23,0,9,9,0.0,0.00193
95,0.23,0,9,9,0.0,0.00193
96,0.23,0,6,6,0.0,0.0183
97,0.23,1,18,19,0.07,2.43e-05
98,0.23,3,13,16,0.29,0.0177
99,0.23,5,21,26,0.3,0.00189
1,0.24,983,1211,2194,1.03,0.357
3,0.24,634,878,1512,0.92,0.0245
4,0.24,296,514,810,0.73,1.15e-08
5,0.24,356,522,878,0.86,0.00505
6,0.24,366,486,852,0.95,0.396
7,0.24,312,438,750,0.9,0.0699
8,0.24,299,428,727,0.89,0.0351
9,0.24,279,420,699,0.84,0.0034
10,0.24,297,387,684,0.97,0.666
12,0.24,220,280,500,1.0,1.0
13,0.24,233,260,493,1.14,0.0539
14,0.24,199,208,407,1.21,0.00772
